angle_90,r,area_ellipse,area_contour,scale,eccentricity,norm_r,norm_area_ellipse,norm_area_contour,norm_scale,label
0.62,117.514,18182.739,12947,0.144,0.664,0.715386532,0.524076739,0.56497035,0.566964286,d
0.638,119.241,18751.084,13044.5,0.145,0.676,0.730222409,0.542269681,0.569808699,0.571428571,d
0.632,122.18,18607.613,13327,0.148,0.648,0.755470032,0.537677119,0.583827507,0.584821429,d
0.648,124.004,20066.472,14434,0.16,0.65,0.771139193,0.584375757,0.638761383,0.638392857,d
0.578,129.454,20256.972,15091.5,0.168,0.732,0.817957683,0.590473735,0.671389227,0.674107143,d
0.436,124.836,21047.62,14985.5,0.167,0.647,0.778286529,0.615782682,0.666129072,0.669642857,d
0.367,125.342,21146.235,14844,0.165,0.574,0.782633347,0.618939386,0.659107262,0.660714286,d
0.346,129.414,21857.836,15068,0.167,0.629,0.817614061,0.641718008,0.67022306,0.669642857,d
0.321,132.913,23217.896,16189.5,0.18,0.571,0.847672391,0.685254051,0.725876486,0.727678571,d
0.911,136.745,18391.591,12903,0.143,0.79,0.880591373,0.530762172,0.562786889,0.5625,e
0.926,134.689,18254.998,12761.5,0.142,0.81,0.862929205,0.526389777,0.55576508,0.558035714,e
0.918,135.618,17984.782,12661.5,0.141,0.804,0.870909825,0.517740059,0.55080267,0.553571429,e
0.928,133.011,17847.771,12660,0.141,0.791,0.848514265,0.513354284,0.550728234,0.553571429,e
0.899,135.603,18375.218,12632.5,0.14,0.793,0.870780967,0.530238066,0.549363571,0.549107143,e
0.867,137.168,17742.439,12523.5,0.139,0.791,0.884225175,0.509982567,0.543954544,0.544642857,e
0.92,136.328,18080.159,12728,0.141,0.796,0.877009115,0.520793114,0.554102672,0.553571429,e
0.898,139.496,18324.117,12839,0.143,0.79,0.904223973,0.528602303,0.559610947,0.5625,e
0.901,138.666,18810.904,12817.5,0.142,0.814,0.897093817,0.544184542,0.558544029,0.558035714,e
0.916,137.092,18110.522,12664,0.141,0.808,0.883572294,0.521765045,0.55092673,0.553571429,e
0.939,133.589,17435.401,12359.5,0.137,0.809,0.853479602,0.500154162,0.535816192,0.535714286,e
0.91,133.225,17974.011,12401.5,0.138,0.799,0.850352642,0.517395275,0.537900404,0.540178571,e
0.913,136.237,17781.654,12600.5,0.14,0.79,0.876227375,0.511237854,0.5477756,0.549107143,e
0.947,134.858,18660.907,12741,0.142,0.812,0.864381008,0.539383081,0.554747786,0.558035714,e
0.906,136.336,18466.332,12777,0.142,0.801,0.877077839,0.53315466,0.556534253,0.558035714,e
0.925,135.454,18589.327,12775,0.142,0.794,0.869500975,0.537091777,0.556435005,0.558035714,e
0.93,132.77,17921.38,12417,0.138,0.776,0.846443942,0.515710537,0.538669578,0.540178571,e
0.912,132.802,17949.395,12404,0.138,0.778,0.84671884,0.516607308,0.538024465,0.540178571,e
0.914,134.489,17614.786,12346,0.137,0.795,0.861211096,0.505896345,0.535146267,0.535714286,e
0.9,133.607,17458.88,12361.5,0.137,0.795,0.853634232,0.500905734,0.535915441,0.535714286,e
0.905,135.399,17832.203,12525.5,0.139,0.786,0.869028495,0.512855947,0.544053793,0.544642857,e
0.933,134.841,17992.33,12581.5,0.14,0.795,0.864234969,0.517981674,0.546832742,0.549107143,e
0.921,133.448,17986.588,12475.5,0.139,0.754,0.852268334,0.51779787,0.541572588,0.544642857,e
0.925,131.254,18233.181,12448,0.138,0.767,0.833420671,0.525691407,0.540207925,0.540178571,e
0.904,135.132,17817.719,12495.5,0.139,0.767,0.866734818,0.512392308,0.54256507,0.544642857,e
0.946,130.428,17532.38,12517.5,0.139,0.798,0.826324877,0.503258497,0.5436568,0.544642857,e
0.9,132.248,18031.413,12495.5,0.139,0.791,0.841959676,0.519232735,0.54256507,0.544642857,e
0.907,132.675,17422.741,12292,0.137,0.797,0.84562784,0.499748911,0.532466566,0.535714286,e
0.914,131.828,17713.95,12204.5,0.136,0.778,0.838351646,0.509070623,0.528124457,0.53125,e
0.908,132.351,17873.634,12276,0.136,0.772,0.842844502,0.514182169,0.53167258,0.53125,e
0.909,133.765,17891.262,12279,0.136,0.77,0.854991538,0.514746448,0.531821452,0.53125,e
0.901,132.531,17394.49,12268.5,0.136,0.777,0.844390801,0.498844585,0.531300399,0.53125,e
0.902,130.937,17337.41,12483,0.139,0.788,0.830697467,0.497017432,0.541944768,0.544642857,e
0.932,128.468,17663.767,12536.5,0.139,0.798,0.809487402,0.507464246,0.544599658,0.544642857,e
0.924,130.804,17513.462,12353.5,0.137,0.788,0.829554924,0.502652925,0.535518448,0.535714286,e
0.888,128.45,17122.714,12197,0.136,0.787,0.809332772,0.490144931,0.527752277,0.53125,e
0.969,122.807,17259.449,12212.5,0.136,0.819,0.760856306,0.494521871,0.52852145,0.53125,e
0.96,121.226,16733.638,12246.5,0.136,0.829,0.747274648,0.477690458,0.530208669,0.53125,e
0.944,121.727,16294.269,12102.5,0.134,0.86,0.751578513,0.463626088,0.523062799,0.522321429,e
0.955,119.139,15500.525,11957.5,0.133,0.855,0.729346173,0.438218037,0.515867305,0.517857143,e
0.956,120.439,15746.34,11898.5,0.132,0.859,0.740513887,0.44608667,0.512939483,0.513392857,e
0.973,118.867,16521.504,12005,0.133,0.869,0.727009544,0.470899967,0.51822445,0.517857143,e
0.965,121.527,16228.046,12046,0.134,0.839,0.749860404,0.461506264,0.520259038,0.522321429,e
0.945,125.306,16732.105,12159.5,0.135,0.827,0.782324087,0.477641387,0.525891373,0.526785714,e
0.95,125,16212.721,12057.5,0.134,0.823,0.779695379,0.461015705,0.520829715,0.522321429,e
0.975,120.251,16479.897,12011.5,0.133,0.849,0.738898863,0.469568111,0.518547006,0.517857143,e
0.92,127.195,16934.426,11967.5,0.133,0.801,0.798551633,0.48411776,0.516363546,0.517857143,e
0.898,128.795,16487.512,12244,0.136,0.785,0.812296511,0.46981187,0.530084609,0.53125,e
0.917,129.932,16465.456,12340,0.137,0.799,0.822063965,0.469105849,0.534848522,0.535714286,e
0.927,127.228,16727.403,12253,0.136,0.813,0.798835122,0.477490874,0.530531226,0.53125,e
0.905,129.447,17310.552,12355,0.137,0.787,0.817897549,0.496157697,0.535592884,0.535714286,e
0.895,131.484,17079.621,12309,0.137,0.784,0.835396497,0.488765507,0.533310175,0.535714286,e
0.923,129.207,16695.019,12326.5,0.137,0.789,0.815835817,0.476454249,0.534178597,0.535714286,e
0.947,128.278,16657.482,12324,0.137,0.797,0.807855198,0.475252676,0.534054537,0.535714286,e
0.928,127.812,16908.482,12199.5,0.136,0.822,0.803852002,0.483287282,0.527876337,0.53125,e
0.93,128.826,17192.994,12249.5,0.136,0.81,0.812562818,0.492394621,0.530357542,0.53125,e
0.927,128.688,17019.696,12242,0.136,0.819,0.811377323,0.486847285,0.529985361,0.53125,e
0.937,128.625,16958.9,12302.5,0.137,0.828,0.810836118,0.484901182,0.532987619,0.535714286,e
0.909,128.945,16568.951,12265.5,0.136,0.819,0.813585094,0.472418764,0.531151527,0.53125,e
0.918,128.594,16897.78,12200,0.136,0.82,0.810569811,0.482944707,0.527901149,0.53125,e
0.918,130.239,16922.368,12287.5,0.137,0.818,0.824701264,0.483731778,0.532243257,0.535714286,e
0.908,127.209,16667.95,12123,0.135,0.813,0.798671901,0.47558776,0.524080093,0.526785714,e
0.923,127.455,16810.818,12200,0.136,0.813,0.800785176,0.48016102,0.527901149,0.53125,e
0.917,129.096,16587.285,12270.5,0.136,0.81,0.814882267,0.473005643,0.531399648,0.53125,e
0.931,128.325,17123.464,12343,0.137,0.806,0.808258953,0.490168939,0.534997395,0.535714286,e
0.956,125.262,16787.284,12463,0.138,0.834,0.781946103,0.479407688,0.540952286,0.540178571,e
0.932,128.209,16862.331,12142,0.135,0.828,0.80726245,0.481809971,0.525022951,0.526785714,e
0.944,126.865,16119.104,12082.5,0.134,0.823,0.795716752,0.458018989,0.522070317,0.522321429,e
0.935,126.33,15749.443,12036.5,0.134,0.85,0.791120809,0.446185998,0.519787609,0.522321429,e
0.96,123.871,16051.788,12066.5,0.134,0.837,0.76999665,0.455864178,0.521276332,0.522321429,e
0.939,126.052,15777.134,12108.5,0.135,0.814,0.788732636,0.447072397,0.523360544,0.526785714,e
0.935,124.997,16052.077,12123.5,0.135,0.82,0.779669607,0.455873429,0.524104905,0.526785714,e
0.941,124.658,15861.949,12074,0.134,0.842,0.776757411,0.449787358,0.521648513,0.522321429,e
0.906,126.721,16555.67,12024,0.134,0.825,0.794479713,0.471993634,0.519167308,0.522321429,e
0.934,125.079,16250.939,11848,0.132,0.812,0.780374032,0.462239078,0.510433466,0.513392857,e
0.923,126.095,16272.963,11864,0.132,0.81,0.78910203,0.462944074,0.511227452,0.513392857,e
0.928,122.857,15976.995,11856.5,0.132,0.838,0.761285833,0.453470025,0.510855271,0.513392857,e
0.923,123.527,15936.379,11846.5,0.132,0.852,0.767041501,0.452169891,0.51035903,0.513392857,e
0.938,124.052,16476.383,11959,0.133,0.84,0.771551539,0.469455627,0.515941741,0.517857143,e
0.929,124.141,16627.27,11865,0.132,0.825,0.772316098,0.474285578,0.511277076,0.513392857,e
0.888,126.544,16490.066,11746.5,0.131,0.795,0.792959186,0.469893625,0.505396621,0.508928571,e
0.93,124.449,15981.041,11735,0.13,0.833,0.774961987,0.453599539,0.504825943,0.504464286,e
0.939,125.607,15776.217,11850.5,0.132,0.822,0.784909842,0.447043044,0.510557527,0.513392857,e
0.967,120.226,17048.116,11905.5,0.132,0.857,0.7386841,0.48775702,0.513286852,0.513392857,e
0.941,123.245,16195.125,11986.5,0.133,0.835,0.764618966,0.46045245,0.517306404,0.517857143,e
0.951,122.723,16183.049,11900.5,0.132,0.845,0.7601347,0.460065893,0.513038732,0.513392857,e
0.946,124.813,16691.065,11970,0.133,0.837,0.778088947,0.47632768,0.516487606,0.517857143,e
0.92,125.967,16326.19,11810.5,0.131,0.822,0.78800244,0.464647891,0.508572563,0.508928571,e
0.927,127.038,17161.523,11860,0.132,0.797,0.797202917,0.491387222,0.511028956,0.513392857,e
0.93,126.801,17055.257,11761,0.131,0.786,0.795166957,0.487985606,0.50611617,0.508928571,e
0.932,127.13,16607.475,11827,0.131,0.813,0.797993248,0.473651932,0.50939136,0.508928571,e
0.934,124.591,16436.372,11761,0.131,0.826,0.776181845,0.468174859,0.50611617,0.508928571,e
0.919,124.57,16059.956,11781,0.131,0.807,0.776001443,0.456125638,0.507108652,0.508928571,e
0.922,124.192,16271.716,11920,0.132,0.828,0.772754216,0.462904158,0.514006402,0.513392857,e
0.93,125.262,17050.3,12078,0.134,0.806,0.781946103,0.487826931,0.521847009,0.522321429,e
0.916,128.71,17380.853,12096.5,0.134,0.785,0.811566315,0.49840806,0.522765055,0.522321429,e
0.91,129.679,17357.513,12200,0.136,0.778,0.819890556,0.497660937,0.527901149,0.53125,e
0.894,135.857,17752.498,12440.5,0.138,0.776,0.872962966,0.510304559,0.539835744,0.540178571,e
0.921,138.234,20908.731,14874.5,0.165,0.798,0.8933827,0.611336791,0.660620797,0.660714286,e
0.943,135.819,20926.467,14402,0.16,0.793,0.872636525,0.611904528,0.637173411,0.638392857,e
0.951,136.107,20780.409,14388,0.16,0.815,0.875110603,0.607229155,0.636478674,0.638392857,e
0.943,135.112,20742.234,14293,0.159,0.833,0.866563007,0.606007158,0.631764385,0.633928571,e
0.925,136.959,19990.836,14139.5,0.157,0.804,0.882429751,0.581954619,0.624147086,0.625,e
0.921,135.4,19821.657,14357,0.16,0.821,0.869037085,0.576539135,0.634940327,0.638392857,e
0.888,144.35,21556.119,15225,0.169,0.797,0.945922496,0.63205993,0.678014044,0.678571429,e
0.912,146.676,23303.607,15380.5,0.171,0.741,0.965904112,0.687997693,0.685730591,0.6875,e
0.905,141.474,21369.385,15096.5,0.168,0.786,0.921216078,0.626082503,0.671637347,0.674107143,e
0.928,135.939,20552.876,14712.5,0.163,0.811,0.873667391,0.599945736,0.652581694,0.651785714,e
0.924,136.791,20253.453,14445.5,0.161,0.787,0.880986539,0.590361091,0.63933206,0.642857143,e
0.919,134.898,19856.376,14256,0.158,0.805,0.86472463,0.577650503,0.629928293,0.629464286,e
0.933,133.915,19861.062,13924,0.155,0.799,0.856280121,0.577800504,0.613453093,0.616071429,e
0.949,135.746,20918.938,14389,0.16,0.808,0.872009415,0.611663521,0.636528298,0.638392857,e
0.914,139.974,21509.91,14827.5,0.165,0.782,0.908330255,0.630580762,0.658288465,0.660714286,e
0.908,146.652,22826.844,15508.5,0.172,0.757,0.965697939,0.672736326,0.692082475,0.691964286,e
0.893,147.521,24134.216,16314,0.181,0.778,0.973163126,0.714585807,0.732054686,0.732142857,e
0.879,150.645,25386.163,16858.5,0.187,0.775,1,0.754661112,0.759075007,0.758928571,e
0.913,149.506,24721.875,16886.5,0.188,0.767,0.990215365,0.733396998,0.760464482,0.763392857,e
0.936,144.473,23788.875,16197.5,0.18,0.807,0.946979134,0.703531309,0.726273478,0.727678571,e
0.944,142.564,22416.463,15782,0.175,0.829,0.930579776,0.659599873,0.705654666,0.705357143,e
0.934,142.755,22636.391,15341,0.17,0.806,0.932220571,0.666639853,0.683770439,0.683035714,e
0.938,138.077,21903.796,14921.5,0.166,0.822,0.892033984,0.643189205,0.66295313,0.665178571,e
0.973,134.251,22257.119,15098,0.168,0.833,0.859166545,0.65449921,0.671711783,0.674107143,e
0.934,140.482,22520.045,15409,0.171,0.808,0.912694254,0.662915572,0.687144878,0.6875,e
0.909,144.949,24523.47,16013,0.178,0.814,0.951068235,0.727045977,0.717117832,0.71875,e
0.893,150.439,25167.333,17053,0.189,0.764,0.998230347,0.74765628,0.768726894,0.767857143,e
0.877,149.219,25576.021,16839.5,0.187,0.757,0.987749878,0.76073854,0.758132149,0.758928571,e
0.919,145.752,24366.729,16556,0.184,0.802,0.957966445,0.722028638,0.744063717,0.745535714,e
0.919,145.694,23188.168,16068.5,0.179,0.837,0.957468193,0.684302447,0.71987197,0.723214286,e
0.968,140.641,23137.503,15564.5,0.173,0.799,0.914060151,0.682680641,0.694861425,0.696428571,e
0.881,147.931,23294.288,15197,0.169,0.739,0.976685251,0.687699389,0.676624569,0.678571429,e
0.906,145.732,22226.716,15022,0.167,0.767,0.957794634,0.653525998,0.667940352,0.669642857,e
0.919,136.738,21478.081,14491.5,0.161,0.795,0.88053124,0.629561904,0.641614768,0.642857143,e
0.942,134.309,21344.521,14359.5,0.16,0.823,0.859664797,0.625286597,0.635064387,0.638392857,e
0.944,132.107,21038.968,14175,0.158,0.813,0.840748409,0.615505728,0.625908741,0.629464286,e
0.931,134.105,20419.858,14093,0.157,0.799,0.857912325,0.595687779,0.621839565,0.625,e
0.942,131.21,20420.451,13928.5,0.155,0.827,0.833042686,0.595706761,0.613676401,0.616071429,e
0.961,129.86,19991.673,13826,0.154,0.837,0.821445446,0.581981412,0.608589931,0.611607143,e
0.956,128.621,19852.507,13805.5,0.153,0.817,0.810801756,0.577526655,0.607572637,0.607142857,e
0.94,130.164,19779.474,13593,0.151,0.808,0.824056973,0.57518884,0.597027517,0.598214286,e
0.929,128.85,18611.559,13182.5,0.146,0.805,0.812768992,0.537803432,0.576656825,0.575892857,e
0.942,129.496,19390.116,13094,0.145,0.789,0.818318486,0.562725341,0.572265092,0.571428571,e
0.923,129.587,18022.513,12986.5,0.144,0.81,0.819100226,0.518947843,0.566930501,0.566964286,e
0.949,128.417,18654.706,12751.5,0.142,0.813,0.809049284,0.539184584,0.555268839,0.558035714,e
0.942,126.301,17791.358,12583,0.14,0.816,0.790871683,0.511548483,0.546907178,0.549107143,e
0.925,125.474,17138.407,12205,0.136,0.798,0.783767299,0.49064727,0.528149269,0.53125,e
0.933,126.506,17575.719,12270.5,0.136,0.797,0.792632745,0.504645795,0.531399648,0.53125,e
0.942,124.401,16575.326,12245.5,0.136,0.801,0.77454964,0.47262283,0.530159045,0.53125,e
0.947,123.251,17484.002,12313,0.137,0.807,0.76467051,0.501709899,0.533508672,0.535714286,e
0.926,124.076,17062.035,12225.5,0.136,0.797,0.771757712,0.488202573,0.529166563,0.53125,e
0.935,122.353,17459.791,11967.5,0.133,0.817,0.756956197,0.500934895,0.516363546,0.517857143,e
0.913,125.707,17795.264,12238.5,0.136,0.802,0.785768897,0.511673515,0.529811677,0.53125,e
0.899,126.963,17292.739,12342.5,0.137,0.781,0.796558626,0.495587497,0.534972583,0.535714286,e
0.918,127.005,17229.354,12473.5,0.139,0.806,0.796919429,0.493558518,0.541473339,0.544642857,e
0.914,126.19,18280.965,12708.5,0.141,0.811,0.789918132,0.527220991,0.553135002,0.553571429,e
0.944,128.032,18052.747,12917.5,0.144,0.814,0.805741923,0.519915645,0.563506439,0.566964286,e
0.917,131.403,18424.932,13202,0.147,0.805,0.834700662,0.53182943,0.577624494,0.580357143,e
0.914,130.35,18859.407,13335,0.148,0.823,0.825654815,0.545737142,0.584224499,0.584821429,e
0.92,133.012,18753.329,13570,0.151,0.81,0.848522855,0.542341544,0.595886162,0.598214286,e
0.915,134.838,19038.905,13790,0.153,0.793,0.864209197,0.551482942,0.606803464,0.607142857,e
0.908,135.127,19872.27,13946.5,0.155,0.813,0.866691866,0.578159276,0.614569635,0.616071429,e
0.944,132.695,19579.189,14099.5,0.157,0.814,0.845799651,0.568777641,0.622162122,0.625,e
0.915,136.954,20098.44,14330,0.159,0.793,0.882386798,0.585399065,0.633600476,0.633928571,e
0.931,133.749,20386.095,14266.5,0.159,0.837,0.85485409,0.594607012,0.630449346,0.633928571,e
0.93,133.975,20363.115,14273.5,0.159,0.833,0.856795554,0.593871413,0.630796715,0.633928571,e
0.939,133.515,21209.345,14513,0.161,0.824,0.852843901,0.620959561,0.642681686,0.642857143,e
0.934,135.743,21572.322,14696,0.163,0.816,0.871983644,0.632578595,0.651762896,0.651785714,e
0.942,138.286,22379.417,15187,0.169,0.794,0.893829409,0.658414016,0.676128328,0.678571429,e
0.94,138.078,21540.046,15330,0.17,0.801,0.892042575,0.631545427,0.683224574,0.683035714,e
0.955,141.861,22002.92,15866.5,0.176,0.789,0.92454062,0.646362202,0.709847902,0.709821429,e
0.936,145.708,23265.712,16369.5,0.182,0.761,0.957588461,0.68678466,0.734808823,0.736607143,e
0.962,143.204,23924.764,16677.5,0.185,0.825,0.936077727,0.707881168,0.750093045,0.75,e
0.932,145.087,23740.769,16786.5,0.187,0.824,0.95225373,0.701991417,0.755502072,0.758928571,e
0.926,145.173,24025.99,16768.5,0.186,0.823,0.952992518,0.711121451,0.754608838,0.754464286,e
0.879,147.817,24043.595,16644.5,0.185,0.788,0.975705928,0.711684994,0.74845545,0.75,e
0.9,146.789,24337.233,16737,0.186,0.804,0.966874844,0.721084459,0.753045679,0.754464286,e
0.923,148.164,24848.015,17235.5,0.192,0.806,0.978686849,0.737434788,0.777783292,0.78125,e
0.928,149.885,24456.89,17318,0.192,0.796,0.993471183,0.724914726,0.78187728,0.78125,e
0.938,145.057,23713.288,16645.5,0.185,0.82,0.951996014,0.70111174,0.748505074,0.75,e
0.947,144.446,23416.04,16544,0.184,0.815,0.946747189,0.691596717,0.743468228,0.745535714,e
0.936,145.416,23501.85,16501.5,0.183,0.815,0.955080021,0.694343528,0.741359204,0.741071429,e
0.927,145.229,23699.79,16410,0.182,0.838,0.953473588,0.700679664,0.736818599,0.736607143,e
0.932,144.795,22852.433,16338,0.182,0.807,0.94974529,0.67355544,0.733245664,0.736607143,e
0.942,142.865,23251.962,16315.5,0.181,0.837,0.933165531,0.686344517,0.732129122,0.732142857,e
0.92,142.621,22415.934,16271.5,0.181,0.813,0.931069437,0.659582939,0.729945662,0.732142857,e
0.928,143.398,22795.516,16309.5,0.181,0.815,0.937744294,0.671733505,0.731831377,0.732142857,e
0.945,140.895,23527.018,16298.5,0.181,0.815,0.91624215,0.695149166,0.731285512,0.732142857,e
0.941,143.074,23153.08,16298,0.181,0.8,0.934960956,0.683179266,0.7312607,0.732142857,e
0.936,139.723,22004.22,15868,0.176,0.828,0.906174027,0.646403816,0.709922338,0.709821429,e
0.916,140.128,21911.906,15763,0.175,0.82,0.9096532,0.643448809,0.704711808,0.705357143,e
0.943,139.782,21728.39,15552.5,0.173,0.832,0.90668087,0.637574391,0.694265936,0.696428571,e
0.917,140.484,21847.419,15355,0.171,0.81,0.912711435,0.641384555,0.684465176,0.6875,e
0.938,137.716,22151.878,15233,0.169,0.821,0.888932796,0.651130405,0.678411036,0.678571429,e
0.924,136.343,21416.399,14994.5,0.167,0.809,0.877137973,0.627587439,0.666575689,0.669642857,e
0.932,137.118,21395.331,14817.5,0.165,0.815,0.883795648,0.626913045,0.657792224,0.660714286,e
0.917,134.727,20973.581,14536.5,0.162,0.816,0.863255646,0.613412665,0.643847853,0.647321429,e
0.905,136.837,20381.599,14372.5,0.16,0.805,0.881381704,0.594463093,0.635709501,0.638392857,e
0.904,135.949,19720.652,14103,0.157,0.808,0.873753297,0.573305926,0.622335806,0.625,e
0.919,131.704,18774.615,13854,0.154,0.843,0.837286417,0.543022917,0.609979406,0.611607143,e
0.905,130.731,18881.224,13498,0.15,0.834,0.828927814,0.546435512,0.592313227,0.59375,e
0.91,127.884,18591.567,13248,0.147,0.845,0.804470522,0.53716348,0.579907203,0.580357143,e
0.924,127.21,18117.779,13031,0.145,0.83,0.798680492,0.521997344,0.569138774,0.571428571,e
0.918,126.829,18006.946,13002.5,0.144,0.824,0.795407493,0.518449537,0.567724487,0.566964286,e
0.914,127.191,17233.876,13006.5,0.145,0.812,0.798517271,0.493703269,0.567922983,0.571428571,e
0.904,126.7,17683.763,13039,0.145,0.833,0.794299312,0.508104325,0.569535767,0.571428571,e
0.901,127.296,17563.76,12923.5,0.144,0.811,0.799419279,0.504262983,0.563804183,0.566964286,e
0.896,128.036,17827.97,12769.5,0.142,0.828,0.805776285,0.512720447,0.556162072,0.558035714,e
0.894,128.764,17681.325,12707,0.141,0.816,0.812030204,0.508026284,0.553060566,0.553571429,e
0.878,129.691,17919.403,12780.5,0.142,0.798,0.819993643,0.515647252,0.556707937,0.558035714,e
0.856,129.399,18232.524,13014,0.145,0.815,0.817485203,0.525670376,0.568295164,0.571428571,e
0.877,127.473,18333.071,12922,0.144,0.809,0.800939806,0.528888924,0.563729747,0.566964286,e
0.886,126.163,18252.304,12861.5,0.143,0.812,0.789686187,0.526303541,0.560727489,0.5625,e
0.921,128.487,18673.113,13433.5,0.149,0.823,0.809650622,0.539773799,0.589112473,0.589285714,e
0.932,125.705,18924.476,13452,0.149,0.849,0.785751716,0.547820026,0.590030519,0.589285714,e
0.919,127.468,18750.609,13454.5,0.149,0.836,0.800896853,0.542254476,0.590154579,0.589285714,e
0.927,125.938,18986.263,13441,0.149,0.848,0.787753314,0.549797851,0.589484654,0.589285714,e
0.936,125.824,18253.481,13379.5,0.149,0.829,0.786773991,0.526341218,0.586432772,0.589285714,e
0.91,127.281,18774.503,13435,0.149,0.841,0.799290421,0.543019332,0.589186909,0.589285714,e
0.917,126.931,18954.852,13483.5,0.15,0.838,0.796283729,0.548792373,0.591593678,0.59375,e
0.921,127.01,18643.778,13422.5,0.149,0.827,0.796962382,0.538834775,0.588566608,0.589285714,e
0.926,124.693,18762.107,13359,0.148,0.855,0.777058081,0.542622531,0.585415478,0.584821429,e
0.9,128.297,18248.221,13335.5,0.148,0.83,0.808018418,0.526172843,0.584249311,0.584821429,e
0.945,124.557,18875.677,13390.5,0.149,0.856,0.775889766,0.546257951,0.586978637,0.589285714,e
0.932,127.264,18367.265,13465.5,0.15,0.838,0.799144381,0.529983487,0.590700444,0.59375,e
0.956,122.495,19507.073,13345,0.148,0.849,0.758176055,0.56646918,0.58472074,0.584821429,e
0.932,128.944,18745.06,13511.5,0.15,0.83,0.813576503,0.54207685,0.592983153,0.59375,e
0.939,125.679,18873.352,13478.5,0.15,0.84,0.785528362,0.546183527,0.591345557,0.59375,e
0.942,126.361,18460.302,13446.5,0.149,0.826,0.791387116,0.532961637,0.589757586,0.589285714,e
0.919,127.92,18989.987,13430.5,0.149,0.834,0.804779781,0.549917058,0.588963601,0.589285714,e
0.922,129.788,18702.247,13495,0.15,0.833,0.820826926,0.54070639,0.592164355,0.59375,e
0.907,127.931,18628.015,13435,0.149,0.843,0.804874277,0.538330195,0.589186909,0.589285714,e
0.95,123.626,19391.789,13462,0.15,0.843,0.767891965,0.562778894,0.59052676,0.59375,e
0.949,126.304,18867.262,13449,0.149,0.832,0.790897455,0.545988583,0.589881647,0.589285714,e
0.935,126.116,18794.117,13424,0.149,0.844,0.789282431,0.543647184,0.588641044,0.589285714,e
0.926,127.255,18619.184,13435.5,0.149,0.834,0.799067066,0.538047511,0.589211721,0.589285714,e
0.929,127.562,18910.796,13470,0.15,0.844,0.801704365,0.547382124,0.590923753,0.59375,e
0.941,125.542,18694.193,13450,0.149,0.843,0.784351457,0.540448578,0.589931271,0.589285714,e
0.938,126.502,18894.793,13411.5,0.149,0.85,0.792598383,0.546869861,0.588020743,0.589285714,e
0.918,128.002,18611.699,13391.5,0.149,0.823,0.805484206,0.537807913,0.587028261,0.589285714,e
0.934,126.503,19073.485,13469,0.15,0.843,0.792606974,0.552589861,0.590874128,0.59375,e
0.925,126.764,18936.027,13442,0.149,0.827,0.794849107,0.548189778,0.589534278,0.589285714,e
0.93,127.761,18891.717,13366.5,0.149,0.824,0.803413884,0.546771397,0.585787658,0.589285714,e
0.933,125.7,18934.718,13466,0.15,0.848,0.785708763,0.548147876,0.590725256,0.59375,e
0.944,127.501,18545.867,13482,0.15,0.831,0.801180341,0.535700606,0.591519242,0.59375,e
0.919,129.088,18709.021,13548.5,0.151,0.829,0.814813542,0.540923228,0.594819244,0.598214286,e
0.926,128.336,19101.138,13542.5,0.15,0.833,0.80835345,0.553475044,0.5945215,0.59375,e
0.915,131.437,19120.766,13610,0.151,0.844,0.834992741,0.554103344,0.597871126,0.598214286,e
0.915,133.016,19193.085,13709.5,0.152,0.842,0.848557217,0.556418303,0.602808724,0.602678571,e
0.928,129.413,18751.264,13501,0.15,0.839,0.81760547,0.542275443,0.5924621,0.59375,e
0.935,130.317,18653.27,13452,0.149,0.826,0.825371326,0.539138617,0.590030519,0.589285714,e
0.918,130,19053.797,13602.5,0.151,0.828,0.822648123,0.551959641,0.597498945,0.598214286,e
0.904,130.942,18908.77,13477.5,0.15,0.823,0.830740419,0.54731727,0.591295933,0.59375,e
0.915,130.249,18746.348,13584.5,0.151,0.814,0.824787169,0.54211808,0.596605712,0.598214286,e
0.917,129.625,18794.938,13428,0.149,0.815,0.819426667,0.543673464,0.58883954,0.589285714,e
0.926,130.081,18604.065,13361,0.148,0.811,0.823343957,0.537563546,0.585514726,0.584821429,e
0.905,129.446,18690.351,13347.5,0.148,0.834,0.817888959,0.540325594,0.584844801,0.584821429,e
0.882,131.107,19085.771,13459.5,0.15,0.798,0.83215786,0.552983141,0.5904027,0.59375,e
0.92,130.074,19943.696,13683,0.152,0.802,0.823283823,0.58044565,0.601493685,0.602678571,e
0.9,130.853,19755.115,13931,0.155,0.819,0.829975861,0.5744091,0.613800462,0.616071429,e
0.887,129.564,20109.66,12943.5,0.144,0.771,0.818902643,0.585758221,0.564796665,0.566964286,e
0.892,128.803,19483.816,12796.5,0.142,0.782,0.812365236,0.565724714,0.557501923,0.558035714,e
0.899,128.731,19972.754,12758.5,0.142,0.759,0.811746716,0.581375808,0.555616207,0.558035714,e
0.896,130.77,19845.739,12830.5,0.143,0.777,0.829262845,0.577310009,0.559189142,0.5625,e
0.846,130.569,19183.507,12733,0.141,0.769,0.827536145,0.556111708,0.554350793,0.553571429,e
0.866,128.268,18681.279,12532,0.139,0.763,0.807769292,0.540035196,0.544376349,0.544642857,e
0.87,126.418,18425.602,12175.5,0.135,0.75,0.791876777,0.531850877,0.526685358,0.526785714,e
