angle_90,r,area_ellipse,area_contour,scale,eccentricity,norm_r,norm_area_ellipse,norm_area_contour,norm_scale,label
0.259,115.383,25406.953,16221,0.18,0.799,0.697080073,0.755326608,0.727439645,0.727678571,m
0.272,112.378,26975.704,16462,0.183,0.838,0.671265474,0.805542931,0.739399052,0.741071429,m
0.257,115.795,25933.765,16578,0.184,0.813,0.700619379,0.772190063,0.745155447,0.745535714,m
0.254,113.995,25955.802,16602.5,0.184,0.835,0.685156391,0.772895476,0.746371238,0.745535714,m
0.255,115.009,27012.412,16626,0.185,0.832,0.693867207,0.806717968,0.747537404,0.75,m
0.265,115.455,26094.247,16569.5,0.184,0.82,0.697698592,0.777327153,0.744733643,0.745535714,m
0.263,115.378,25732.092,16387.5,0.182,0.813,0.69703712,0.765734433,0.735702057,0.736607143,m
0.233,114.028,26878.525,16396.5,0.182,0.838,0.685439879,0.802432194,0.736148674,0.736607143,m
0.239,114.252,25924.449,16409.5,0.182,0.83,0.687364162,0.771891854,0.736793787,0.736607143,m
0.249,113.963,26598.071,16336,0.182,0.834,0.684881493,0.793454753,0.733146416,0.736607143,m
0.242,116.374,25673.353,16353.5,0.182,0.812,0.705593306,0.763854175,0.734014838,0.736607143,m
0.236,117.739,24981.295,16252,0.181,0.808,0.717319405,0.741701132,0.728977992,0.732142857,m
0.262,114.614,25558.649,16148.5,0.179,0.825,0.690473941,0.760182455,0.723841898,0.723214286,m
0.239,115.425,24892.791,16175,0.18,0.81,0.697440876,0.738868085,0.725156936,0.727678571,m
0.252,116.467,25015.427,16141,0.179,0.798,0.706392227,0.74279371,0.723469717,0.723214286,m
0.242,115.443,24278.996,16258,0.181,0.801,0.697595505,0.719220271,0.729275736,0.732142857,m
0.241,115.976,25264.995,16330,0.181,0.826,0.702174268,0.750782478,0.732848671,0.732142857,m
0.246,115.547,25629.545,16400.5,0.182,0.822,0.698488922,0.762451864,0.73634717,0.736607143,m
0.256,115.104,25305.988,16366.5,0.182,0.824,0.694683309,0.75209468,0.734659951,0.736607143,m
0.233,113.985,26004.698,16565,0.184,0.831,0.685070485,0.774460655,0.744510334,0.745535714,m
0.253,113.968,26108.538,16702,0.186,0.821,0.684924446,0.777784614,0.751308836,0.754464286,m
0.248,115.984,24535.409,16428,0.183,0.788,0.702242992,0.727428149,0.737711833,0.741071429,m
0.249,115.386,24829.474,16395,0.182,0.797,0.697105844,0.736841283,0.736074238,0.736607143,m
0.273,114.553,24606.174,16372,0.182,0.81,0.689949917,0.729693364,0.734932883,0.736607143,m
0.294,117.626,24509.953,16410.5,0.182,0.793,0.716348673,0.726613293,0.736843411,0.736607143,m
0.279,118.198,24114.404,16391,0.182,0.789,0.721262467,0.713951617,0.735875741,0.736607143,m
0.289,120.452,27688.491,18067,0.201,0.821,0.740625564,0.828359517,0.819045729,0.821428571,m
0.248,117.408,26953.893,17970.5,0.2,0.808,0.714475934,0.804844753,0.814257003,0.816964286,m
0.245,121.583,27276.312,18297.5,0.203,0.803,0.750341474,0.815165509,0.830484083,0.830357143,m
0.272,118.642,27517.231,17767,0.197,0.823,0.725076671,0.822877419,0.804158499,0.803571429,m
0.276,118.555,27168.221,17917,0.199,0.818,0.724329293,0.811705474,0.811602114,0.8125,m
0.226,124.51,26578.927,17907,0.199,0.795,0.77548601,0.792841947,0.811105873,0.8125,m
0.239,121.015,26632.349,17845.5,0.198,0.804,0.745462043,0.794552005,0.808053991,0.808035714,m
0.225,124.01,26910.116,18000.5,0.2,0.803,0.771190736,0.803443434,0.815745726,0.816964286,m
0.232,119.513,27826.193,17897.5,0.199,0.838,0.732559039,0.832767411,0.810634444,0.8125,m
0.231,118.942,28369.232,17981.5,0.2,0.835,0.727653835,0.850150298,0.814802868,0.816964286,m
0.227,122.619,27297.751,18009.5,0.2,0.795,0.759241283,0.815851779,0.816192343,0.816964286,m
0.236,122.024,27932.351,17809,0.198,0.814,0.754129906,0.836165569,0.806242711,0.808035714,m
0.246,118.451,28609.845,17796.5,0.198,0.834,0.723435876,0.857852413,0.80562241,0.808035714,m
0.208,125.912,26877.628,18059.5,0.201,0.784,0.78752996,0.802403481,0.818673548,0.821428571,m
0.206,119.107,27950.945,18120.5,0.201,0.832,0.729071276,0.836760771,0.821700618,0.821428571,m
0.171,127.327,26872.803,18117,0.201,0.783,0.799685586,0.80224903,0.821526933,0.821428571,m
0.188,123.659,26835.174,18008,0.2,0.806,0.768175453,0.801044512,0.816117907,0.816964286,m
0.212,125.193,26812.602,17973.5,0.2,0.789,0.781353355,0.800321973,0.814405875,0.816964286,m
0.229,122.965,27793.964,18224.5,0.202,0.818,0.762213613,0.831735748,0.826861524,0.825892857,m
0.257,124.853,27124.955,18318.5,0.204,0.785,0.778432568,0.810320513,0.831526189,0.834821429,m
0.256,124.532,26962.955,18279,0.203,0.785,0.775675002,0.805134831,0.829566037,0.830357143,m
0.245,127.378,27395.605,18427.5,0.205,0.77,0.800123704,0.818984124,0.836935216,0.839285714,m
0.271,125.705,27341.538,18460,0.205,0.78,0.785751716,0.817253418,0.838547999,0.839285714,m
0.222,128.289,26856.436,18582.5,0.206,0.766,0.807949694,0.801725116,0.844626951,0.84375,m
0.245,127.323,28639.231,18947.5,0.211,0.784,0.799651224,0.85879307,0.862739746,0.866071429,m
0.266,127.544,29247.073,19371.5,0.215,0.808,0.801549735,0.878250326,0.883780364,0.883928571,m
0.294,128.651,30021.25,19769,0.22,0.798,0.811059472,0.90303203,0.903505942,0.90625,m
0.288,127.975,30576.238,20102,0.223,0.809,0.805252261,0.920797409,0.920030767,0.919642857,m
0.287,126.107,30670.304,20303,0.226,0.812,0.789205117,0.923808498,0.930005211,0.933035714,m
0.301,128.765,31771.329,20379.5,0.226,0.805,0.812038795,0.959052732,0.933801454,0.933035714,m
0.311,129.904,31419.929,20420.5,0.227,0.818,0.82182343,0.947804283,0.935836042,0.9375,m
0.294,129.258,31862.873,20485,0.228,0.81,0.816273935,0.961983091,0.939036796,0.941964286,m
0.319,127.649,31717.304,20550.5,0.228,0.818,0.802451743,0.957323371,0.942287175,0.941964286,m
0.288,132.203,31970.918,20711,0.23,0.801,0.841573101,0.965441653,0.950251842,0.950892857,m
0.308,133.634,29922.061,20240.5,0.225,0.774,0.853866176,0.899856952,0.926903704,0.928571429,m
0.315,131.553,31079.212,20197,0.224,0.799,0.835989245,0.936897801,0.924745056,0.924107143,m
0.295,130.845,30565.216,20038.5,0.223,0.786,0.829907136,0.920444591,0.916879637,0.919642857,m
0.287,130.938,29365.268,19797,0.22,0.79,0.830706057,0.882033794,0.904895417,0.90625,m
0.296,127.173,29017.68,19091,0.212,0.796,0.798362641,0.870907368,0.869860804,0.870535714,m
0.291,127.593,27515.654,18629,0.207,0.774,0.801970672,0.822826938,0.846934471,0.848214286,m
0.26,122.825,29430.626,17922,0.199,0.888,0.761010936,0.884125929,0.811850234,0.8125,n
0.256,124.112,28633.923,17771.5,0.197,0.893,0.772066972,0.858623159,0.804381808,0.803571429,n
0.257,123.729,27986.502,17773.5,0.197,0.891,0.768776792,0.837898964,0.804481056,0.803571429,n
0.245,126.292,27778.516,17889,0.199,0.872,0.790794368,0.831241252,0.810212639,0.8125,n
0.255,124.236,29552.866,18158,0.202,0.883,0.7731322,0.888038878,0.823561521,0.825892857,n
0.251,122.892,28894.481,17853,0.198,0.889,0.761586503,0.866963721,0.808426172,0.808035714,n
0.251,124.076,28460.41,17602.5,0.196,0.891,0.771757712,0.853068941,0.795995335,0.799107143,n
0.258,119.524,29200.002,17492,0.194,0.895,0.732653535,0.876743566,0.790511873,0.790178571,n
0.243,122.443,27887.966,17580,0.195,0.876,0.757729346,0.834744789,0.794878793,0.794642857,n
0.255,121.541,28560.792,17705.5,0.197,0.889,0.749980671,0.856282208,0.801106617,0.803571429,n
0.264,125.024,29227.987,17939.5,0.199,0.885,0.779901552,0.877639376,0.812718656,0.8125,n
0.238,126.008,29644.107,17958.5,0.2,0.89,0.788354652,0.890959538,0.813661514,0.816964286,n
0.258,126.011,30105.794,18175.5,0.202,0.894,0.788380424,0.905738316,0.824429943,0.825892857,n
0.255,131.343,29947.632,18298,0.203,0.883,0.834185229,0.90067549,0.830508895,0.830357143,n
0.251,133.309,29172.206,18334,0.204,0.881,0.851074248,0.875853805,0.832295363,0.834821429,n
0.26,128.843,29899.744,18315.5,0.204,0.894,0.812708858,0.899142576,0.831377317,0.834821429,n
0.253,130.724,30080.245,18389,0.204,0.893,0.82886768,0.904920483,0.835024688,0.834821429,n
0.253,128.15,30173.582,18096.5,0.201,0.896,0.806755607,0.907908236,0.820509639,0.821428571,n
0.256,125.207,30021.635,17989.5,0.2,0.894,0.781473623,0.903044354,0.815199861,0.816964286,n
0.228,124.059,29449.917,18282,0.203,0.878,0.771611673,0.884743441,0.82971491,0.830357143,n
0.224,118.424,29410.101,18196.5,0.202,0.889,0.723203931,0.883468915,0.825472049,0.825892857,n
0.225,115.987,28853.393,17979.5,0.2,0.879,0.702268764,0.865648478,0.81470362,0.816964286,n
0.222,116.219,28489.506,17750,0.197,0.875,0.704261771,0.854000315,0.80331489,0.803571429,n
0.249,120.126,29017.975,17793.5,0.198,0.885,0.737825045,0.870916811,0.805473538,0.808035714,n
0.254,124.569,28142.501,17892,0.199,0.888,0.775992853,0.842892552,0.810361512,0.8125,n
0.276,125.807,29595.275,17693,0.197,0.894,0.786627952,0.889396406,0.800486316,0.803571429,n
0.278,127.788,28175.357,17483.5,0.194,0.886,0.803645829,0.843944285,0.790090068,0.790178571,n
0.269,128.522,29066.808,17906,0.199,0.881,0.809951292,0.872479974,0.811056249,0.8125,n
0.257,125.478,28904.89,17734,0.197,0.886,0.783801661,0.867296917,0.802520904,0.803571429,n
0.255,122.317,28485.728,17733.5,0.197,0.882,0.756646937,0.85387938,0.802496092,0.803571429,n
0.234,118.879,27539.599,17423,0.194,0.873,0.727112631,0.823593427,0.78708781,0.790178571,n
0.229,117.961,27149.144,17420,0.194,0.873,0.719226507,0.811094812,0.786938938,0.790178571,n
0.251,121.563,27092.959,17415,0.194,0.876,0.750169663,0.809296309,0.786690817,0.790178571,n
0.238,121.071,27388.008,17638.5,0.196,0.873,0.745943113,0.818740941,0.797781803,0.799107143,n
0.222,128.25,26619.83,18034,0.2,0.838,0.807614662,0.794151267,0.817408133,0.816964286,n
0.217,127.438,26935.088,18202.5,0.202,0.847,0.800639137,0.804242797,0.825769794,0.825892857,n
0.221,127.267,27374.335,17989,0.2,0.854,0.799170153,0.818303263,0.815175049,0.816964286,n
0.256,123.404,29863.856,17296.5,0.192,0.883,0.765984863,0.897993788,0.780810362,0.78125,n
0.261,120.286,28103.423,17149.5,0.191,0.892,0.739199533,0.84164165,0.773515619,0.776785714,n
0.269,122.321,28727.917,17336,0.193,0.889,0.756681299,0.861631943,0.782770513,0.785714286,n
0.253,124.003,28245.778,17529.5,0.195,0.879,0.771130602,0.846198488,0.792372776,0.794642857,n
0.247,123.592,29242.496,17492.5,0.194,0.883,0.767599887,0.878103815,0.790536685,0.790178571,n
0.258,117.066,29606.367,17248.5,0.192,0.904,0.711537966,0.889751466,0.778428405,0.78125,n
0.244,122.42,27658.33,17071.5,0.19,0.891,0.757531764,0.827394052,0.76964494,0.772321429,n
0.269,120.634,28749.23,17484.5,0.194,0.902,0.742189044,0.862314181,0.790139692,0.790178571,n
0.282,121.858,30114.284,17862,0.198,0.905,0.752703875,0.906010084,0.808872789,0.808035714,n
0.282,124.131,28838.452,17724.5,0.197,0.893,0.772230192,0.865170211,0.802049475,0.803571429,n
0.279,123.262,28994.246,17602,0.196,0.899,0.764765006,0.870157237,0.795970523,0.799107143,n
0.289,120.977,29558.743,17582,0.195,0.902,0.745135602,0.888227003,0.794978041,0.794642857,n
0.276,126.997,27297.224,17520,0.195,0.874,0.796850705,0.81583491,0.791901347,0.794642857,n
0.265,127.417,27381.852,17617.5,0.196,0.869,0.800458735,0.818543885,0.796739697,0.799107143,n
0.266,129.138,26751.046,17534.5,0.195,0.863,0.81524307,0.798351542,0.792620897,0.794642857,n
0.244,124.654,27415.307,17372,0.193,0.877,0.776723049,0.819614792,0.784556981,0.785714286,n
0.251,124.57,27820.453,17286,0.192,0.88,0.776001443,0.832583671,0.780289308,0.78125,n
0.247,124.249,27221.63,17322,0.192,0.883,0.773243877,0.813415117,0.782075776,0.78125,n
0.267,125.63,28526.607,17611,0.196,0.869,0.785107425,0.855187933,0.79641714,0.799107143,n
0.264,124.91,28970.775,17374,0.193,0.882,0.77892223,0.869405921,0.784656229,0.785714286,n
0.276,123.675,28527.208,17387,0.193,0.887,0.768312902,0.855207171,0.785301342,0.785714286,n
0.265,123.962,27370.972,17168,0.191,0.883,0.77077839,0.818195612,0.774433665,0.776785714,n
0.268,124.323,26982.573,17052.5,0.189,0.881,0.773879578,0.80576281,0.768702082,0.767857143,n
0.263,126.472,28118.578,17320,0.192,0.878,0.792340667,0.842126767,0.781976528,0.78125,n
0.264,123.392,28610.18,17543,0.195,0.888,0.765881777,0.857863137,0.793042702,0.794642857,n
0.261,122.541,28947.602,17616,0.196,0.89,0.75857122,0.868664145,0.796665261,0.799107143,n
0.261,121.287,29264.903,17543.5,0.195,0.894,0.747798672,0.878821072,0.793067514,0.794642857,n
0.269,121.908,29124.013,17761,0.197,0.888,0.753133403,0.874311129,0.803860755,0.803571429,n
0.251,119.21,30047.906,17876.5,0.199,0.898,0.729956102,0.903885299,0.809592338,0.8125,n
0.267,117.541,30925.26,17945.5,0.199,0.905,0.715618477,0.931969738,0.813016401,0.8125,n
0.273,120.52,31060.306,18265,0.203,0.896,0.741209721,0.936292612,0.8288713,0.830357143,n
0.282,124.774,29715.672,18381.5,0.204,0.878,0.777753915,0.893250361,0.834652507,0.834821429,n
0.271,129.004,27802.674,18366,0.204,0.858,0.814091936,0.832014559,0.833883334,0.834821429,n
0.278,125.383,29393.236,18279,0.203,0.874,0.782985559,0.88292906,0.829566037,0.830357143,n
0.287,122.662,30581.669,18249,0.203,0.898,0.759610676,0.920971258,0.828077314,0.830357143,n
0.297,123.268,30316.609,18214.5,0.202,0.888,0.764816549,0.912486585,0.826365283,0.825892857,n
0.3,128.506,28316.767,18317,0.204,0.863,0.809813843,0.848470874,0.831451753,0.834821429,n
0.294,128.666,28713.776,18433.5,0.205,0.868,0.811188331,0.861179284,0.83723296,0.839285714,n
0.301,122.672,30142.873,18378,0.204,0.894,0.759696582,0.906925229,0.834478823,0.834821429,n
0.297,127.745,29076.342,18266,0.203,0.872,0.803276435,0.872785161,0.828920924,0.830357143,n
0.32,128.203,28159.369,18188,0.202,0.859,0.807210907,0.843432503,0.825050244,0.825892857,n
0.297,129.419,28088.623,18045,0.201,0.861,0.817657014,0.841167896,0.817953998,0.821428571,n
0.313,125.344,29351.03,17900.5,0.199,0.881,0.782650528,0.88157803,0.810783316,0.8125,n
0.31,126.045,28850.753,17902.5,0.199,0.88,0.788672503,0.865563971,0.810882565,0.8125,n
0.297,123.962,28440.927,17962,0.2,0.884,0.77077839,0.852445283,0.813835198,0.816964286,n
0.315,126.576,28726.536,18403,0.204,0.865,0.793234084,0.861587737,0.835719425,0.834821429,n
0.323,124.737,29172.755,18535,0.206,0.883,0.777436065,0.875871379,0.842269806,0.84375,n
0.317,124.59,30573.212,18837,0.209,0.888,0.776173254,0.920700546,0.857256284,0.857142857,n
0.302,127.388,30674.787,19317.5,0.215,0.877,0.800209609,0.923952001,0.881100662,0.883928571,n
0.31,128.234,30702.276,19481.5,0.216,0.871,0.807477214,0.924831934,0.889239014,0.888392857,n
0.299,126.194,32006.188,19538,0.217,0.885,0.789952494,0.966570659,0.892042776,0.892857143,n
0.315,128.058,30364.244,19592.5,0.218,0.876,0.805965277,0.9140114,0.894747289,0.897321429,n
0.31,129.786,29870.248,19434.5,0.216,0.872,0.820809745,0.898198398,0.886906682,0.888392857,n
0.304,127.15,29429.526,19255.5,0.214,0.885,0.798165059,0.884090717,0.878023968,0.879464286,n
0.306,129.452,29793.039,19143.5,0.213,0.875,0.817940502,0.895726908,0.87246607,0.875,n
0.29,131.789,29823.146,19232,0.214,0.861,0.838016614,0.896690645,0.876857802,0.879464286,n
0.305,127.645,30323.17,19184.5,0.213,0.881,0.80241738,0.912696605,0.874500658,0.875,n
0.257,109.267,19242.246,12105,0.135,0.847,0.644540277,0.557991966,0.52318686,0.526785714,n
0.239,103.918,19961.92,12408,0.138,0.859,0.598589432,0.581029007,0.538222961,0.540178571,n
0.215,107.165,20144.761,12299.5,0.137,0.842,0.626482943,0.586881818,0.532838746,0.535714286,n
0.214,106.664,19919.696,12373.5,0.137,0.843,0.622179079,0.579677401,0.53651093,0.535714286,n
0.215,105.406,19994.789,12499.5,0.139,0.841,0.611372168,0.582081156,0.542763566,0.544642857,n
0.184,104.588,20037.08,12613,0.14,0.849,0.6043451,0.583434908,0.548395901,0.549107143,n
0.19,103.782,20429.398,12706,0.141,0.847,0.597421117,0.595993158,0.553010942,0.553571429,n
0.203,104.114,20025.913,12633.5,0.14,0.837,0.600273179,0.583077448,0.549413195,0.549107143,n
0.206,103.337,20345.056,12732.5,0.141,0.848,0.593598323,0.593293338,0.554325981,0.553571429,n
0.202,104.637,20401.094,12742,0.142,0.836,0.604766036,0.595087136,0.55479741,0.558035714,n
0.206,105.024,20560.464,12720,0.141,0.842,0.608090579,0.600188631,0.553705679,0.553571429,n
0.203,106.356,20645.125,12771,0.142,0.853,0.61953319,0.602898662,0.556236508,0.558035714,n
0.209,105.747,20016.748,12722.5,0.141,0.85,0.614301545,0.582784072,0.55382974,0.553571429,n
0.228,105.236,20019.347,12708.5,0.141,0.863,0.609911775,0.582867267,0.553135002,0.553571429,n
0.255,108.417,20341.458,12590,0.14,0.868,0.63723831,0.593178164,0.547254547,0.549107143,n
0.271,108.826,20666.92,12543,0.139,0.867,0.640751845,0.603596328,0.544922214,0.544642857,n
0.283,108.158,20436.774,12468,0.139,0.865,0.635013358,0.596229266,0.541200407,0.544642857,n
0.273,105.131,21701.769,12547,0.139,0.876,0.609009767,0.636722243,0.545120711,0.544642857,n
0.232,104.7,19903.091,12497.5,0.139,0.844,0.605307241,0.579145868,0.542664318,0.544642857,n
0.213,101.562,19915.612,12470,0.139,0.842,0.578350099,0.57954667,0.541299655,0.544642857,n
0.214,102.394,19771.785,12344.5,0.137,0.836,0.585497436,0.574942713,0.535071831,0.535714286,n
0.221,103.544,19747.997,12327.5,0.137,0.827,0.595376567,0.57418125,0.534228221,0.535714286,n
0.303,108.799,19606.866,11680,0.13,0.867,0.6405199,0.569663592,0.502096618,0.504464286,n
0.281,107.023,19176.722,11865.5,0.132,0.839,0.625263086,0.555894517,0.511301888,0.513392857,n
0.245,103.971,19911.965,11976,0.133,0.858,0.599044731,0.579429928,0.516785351,0.517857143,n
0.235,104.161,19437.173,11935.5,0.133,0.846,0.600676935,0.564231654,0.514775575,0.517857143,n
0.237,104.351,19184.932,11825,0.131,0.835,0.602309139,0.556157322,0.509292112,0.508928571,n
0.233,101.471,19182.546,11858,0.132,0.849,0.577568359,0.556080946,0.510929707,0.513392857,n
0.229,100.864,18914.929,11861.5,0.132,0.855,0.572353896,0.547514422,0.511103392,0.513392857,n
0.254,98.87,18907.054,11814,0.131,0.851,0.555224342,0.547262341,0.508746247,0.508928571,n
0.27,103.996,18493.475,11744,0.13,0.84,0.599259495,0.534023518,0.50527256,0.504464286,n
0.284,104.34,18517.831,11666,0.13,0.848,0.602214643,0.534803163,0.501401881,0.504464286,n
0.288,107.604,18842.617,11664.5,0.13,0.837,0.630254194,0.545199688,0.501327445,0.504464286,n
0.287,106.76,18860.111,11691.5,0.13,0.856,0.623003771,0.545759677,0.502667295,0.504464286,n
0.283,106.681,19387.998,11681,0.13,0.854,0.622325118,0.562657543,0.502146242,0.504464286,n
0.267,104.482,19101.124,11833,0.131,0.853,0.603434501,0.553474596,0.509689105,0.508928571,n
0.241,104.383,19098.891,11939.5,0.133,0.852,0.602584037,0.553403117,0.514974071,0.517857143,n
0.251,103.026,19445.123,11943.5,0.133,0.858,0.590926662,0.564486136,0.515172568,0.517857143,n
0.257,103.302,18856.252,12007,0.133,0.843,0.593297654,0.545636149,0.518323698,0.517857143,n
0.269,108.363,18809.716,11825,0.131,0.832,0.636774421,0.544146514,0.509292112,0.508928571,n
0.262,104.18,18877.886,11889,0.132,0.851,0.600840156,0.546328662,0.512468054,0.513392857,n
0.251,105.753,18694.662,11979.5,0.133,0.823,0.614353089,0.540463591,0.516959035,0.517857143,n
0.256,100.457,20218.378,12033,0.134,0.872,0.568857543,0.589238326,0.519613925,0.522321429,n
0.249,104.765,19677.422,12130,0.135,0.865,0.605865627,0.571922117,0.524427462,0.526785714,n
0.271,108.841,19442.822,11840.5,0.132,0.856,0.640880703,0.56441248,0.510061286,0.513392857,n
0.311,106.951,18967.971,11879,0.132,0.862,0.624644566,0.549212317,0.511971814,0.513392857,n
0.291,105.893,19335.601,11793.5,0.131,0.857,0.615555766,0.560980295,0.507728953,0.508928571,n
0.283,105.69,19379.071,11894,0.132,0.861,0.613811884,0.562371786,0.512716175,0.513392857,n
0.283,104.736,19004.597,11863,0.132,0.863,0.605616501,0.55038473,0.511177828,0.513392857,n
0.273,107.221,18531.764,11792,0.131,0.843,0.626964014,0.535249163,0.507654517,0.508928571,n
0.295,105.058,18742.115,11746,0.131,0.848,0.608382657,0.54198258,0.505371809,0.508928571,n
0.27,107.327,18566.639,11736.5,0.13,0.837,0.627874612,0.536365526,0.50490038,0.504464286,n
0.282,107.79,19032.761,11872.5,0.132,0.837,0.631852036,0.55128627,0.511649257,0.513392857,n
0.29,107.227,19127.649,11868.5,0.132,0.849,0.627015557,0.554323671,0.51145076,0.513392857,n
0.3,108.502,18701.091,11829,0.131,0.852,0.637968507,0.540669386,0.509490609,0.508928571,n
0.182,103.506,18506.418,12192,0.135,0.81,0.595050126,0.534437828,0.527504156,0.526785714,n
0.214,109.264,18842.747,12041,0.134,0.812,0.644514505,0.545203849,0.520010917,0.522321429,n
0.225,105.651,18674.172,11836,0.132,0.83,0.613476853,0.539807698,0.509837977,0.513392857,n
0.229,101.376,19018.92,11801.5,0.131,0.847,0.576752257,0.550843214,0.508125946,0.508928571,n
0.215,101.179,18760.682,11818,0.131,0.828,0.575059919,0.542576917,0.508944744,0.508928571,n
0.217,103.229,18320.092,11855,0.132,0.809,0.592670544,0.528473461,0.510780835,0.513392857,n
0.22,101.623,19165.908,12000,0.133,0.827,0.578874123,0.555548357,0.517976329,0.517857143,n
0.199,104.26,19266.594,12342,0.137,0.824,0.6015274,0.558771354,0.534947771,0.535714286,n
0.197,100.53,19170.939,12394.5,0.138,0.838,0.569484653,0.555709401,0.537553036,0.540178571,n
0.203,104.478,19420.995,12431.5,0.138,0.827,0.603400139,0.56371379,0.539389127,0.540178571,n
0.216,102.365,19059.541,12529,0.139,0.833,0.58524831,0.552143508,0.544227477,0.544642857,n
0.179,106.178,19319.377,12673.5,0.141,0.815,0.618004072,0.560460959,0.551398159,0.553571429,n
0.156,106.634,18429.69,12486,0.139,0.82,0.621921362,0.531981735,0.542093641,0.544642857,n
0.142,108.671,18458.735,12386,0.138,0.779,0.63942031,0.532911477,0.537131231,0.540178571,n
0.177,101.938,19211.548,12258.5,0.136,0.831,0.581580146,0.557009311,0.530804158,0.53125,n
0.201,105.917,17799.627,12165,0.135,0.788,0.615761939,0.511813176,0.526164305,0.526785714,n
0.231,101.349,18295.731,12276.5,0.136,0.803,0.576520312,0.527693656,0.531697392,0.53125,n
0.189,106.034,18096.884,12269.5,0.136,0.772,0.616767033,0.521328487,0.531350024,0.53125,n
0.197,106.304,18063.764,12172.5,0.135,0.802,0.619086481,0.520268303,0.526536486,0.526785714,n
0.168,105.607,17600.754,12103.5,0.134,0.778,0.613098869,0.505447175,0.523112423,0.522321429,n
0.186,103.956,18412.955,12139.5,0.135,0.812,0.598915873,0.531446042,0.524898891,0.526785714,n
0.19,104.964,18265.538,12175,0.135,0.804,0.607575146,0.526727167,0.526660546,0.526785714,n
0.221,102.949,17699.87,12054,0.134,0.807,0.59026519,0.508619916,0.520656031,0.522321429,n
0.259,105.734,17607.707,11998,0.133,0.801,0.614189868,0.505669743,0.517877081,0.517857143,n
0.275,105.755,18528.988,11996,0.133,0.825,0.61437027,0.535160303,0.517777833,0.517857143,n
0.26,106.778,17885.799,11919,0.132,0.807,0.623158401,0.514571575,0.513956777,0.513392857,n
0.246,105.925,17837.825,12209,0.136,0.807,0.615830663,0.513035909,0.528347766,0.53125,n
0.234,105.406,17917.87,12368.5,0.137,0.77,0.611372168,0.51559818,0.536262809,0.535714286,n
0.183,107.022,19081.664,12232,0.136,0.806,0.625254495,0.552851674,0.52948912,0.53125,n
0.178,107.467,19140.508,12296,0.137,0.798,0.629077289,0.554735293,0.532665062,0.535714286,n
0.196,110.833,18966.336,12381,0.138,0.773,0.657993076,0.54915998,0.53688311,0.540178571,n
0.16,113.582,18738.85,12479.5,0.139,0.762,0.681608494,0.541878066,0.541771084,0.544642857,n
0.124,115.318,18830.479,12342.5,0.137,0.715,0.696521687,0.544811145,0.534972583,0.535714286,n
0.138,113.749,19023.696,12610,0.14,0.754,0.683043116,0.550996096,0.548247029,0.549107143,n
0.175,108.23,19236.575,12803.5,0.142,0.796,0.635631878,0.557810435,0.557849292,0.558035714,n
0.176,107.887,19236.134,12633,0.14,0.802,0.63268532,0.557796318,0.549388383,0.549107143,n
0.205,106.189,18954.196,12391.5,0.138,0.824,0.618098568,0.548771374,0.537404163,0.540178571,n
0.221,107.339,19034.542,12331,0.137,0.828,0.627977699,0.551343281,0.534401906,0.535714286,n
0.231,107.318,18936.014,12340.5,0.137,0.823,0.627797297,0.548189361,0.534873334,0.535714286,n
0.231,104.93,19461.013,12325,0.137,0.831,0.607283067,0.564994781,0.534104161,0.535714286,n
0.223,107.377,18972.299,12245.5,0.136,0.82,0.62830414,0.549350858,0.530159045,0.53125,n
0.224,107.588,18578.742,12144,0.135,0.828,0.630116746,0.536752947,0.525122199,0.526785714,n
0.227,107.596,18130.578,11953.5,0.133,0.826,0.63018547,0.522407045,0.515668809,0.517857143,n
0.207,108.854,17873.796,11782,0.131,0.832,0.64099238,0.514187355,0.507158276,0.508928571,n
0.248,104.662,18096.359,11708,0.13,0.853,0.6049808,0.521311682,0.503486093,0.504464286,n
0.24,105.884,17903.85,11718,0.13,0.85,0.615478451,0.515149395,0.503982334,0.504464286,n
0.227,108.874,17718.579,11697.5,0.13,0.831,0.641164191,0.509218799,0.50296504,0.504464286,n
0.236,105.859,17743.492,11524.5,0.128,0.849,0.615263687,0.510016273,0.494380071,0.495535714,n
0.251,105.362,17531.802,11325.5,0.126,0.842,0.610994184,0.503239995,0.484504876,0.486607143,n
0.246,106.484,17668.773,11553,0.128,0.826,0.62063278,0.50762449,0.495794358,0.495535714,n
0.176,107.331,17578.021,11898,0.132,0.803,0.627908975,0.504719483,0.512914671,0.513392857,n
0.177,110.89,17848.742,12000,0.133,0.789,0.658482737,0.513385366,0.517976329,0.517857143,n
0.218,105.589,18513.763,12007.5,0.133,0.844,0.612944239,0.534672944,0.51834851,0.517857143,n
0.222,107.888,18714.845,12035,0.134,0.84,0.63269391,0.541109657,0.519713173,0.522321429,n
0.113,110.873,19884.769,12881,0.143,0.785,0.658336698,0.578559374,0.561695159,0.5625,n
0.144,110.297,20185.502,12954,0.144,0.796,0.653388542,0.588185953,0.565317718,0.566964286,n
0.127,111.124,20502.23,12960,0.144,0.803,0.660492926,0.598324538,0.565615463,0.566964286,n
0.121,111.333,20155.209,12978.5,0.144,0.799,0.66228835,0.587216262,0.566533509,0.566964286,n
0.149,109.847,20285.204,13103,0.146,0.797,0.649522795,0.591377452,0.572711709,0.575892857,n
