r,angle,eccentricity,cx,cy,norm_r,angle_90,act_r,scale,norm_act_r,label
281.344,11,0.947,35,91,0.587278139,11,98.47,0.35,0.554807067,2
279.351,10,0.945,35,91,0.565629684,10,97.773,0.35,0.546407655,2
268.25,10,0.944,36,86,0.445047903,10,93.329,0.348,0.492853872,2
262.233,11,0.943,38,82,0.379689774,11,91.235,0.348,0.467619484,2
251.937,11,0.944,38,78,0.2678521,11,87.128,0.346,0.418126823,2
245.915,10,0.944,38,75,0.20243966,10,84.533,0.344,0.386854981,2
246.704,11,0.938,38,74,0.211009972,11,83.777,0.34,0.377744571,2
251.025,12,0.946,38,74,0.257945732,12,84.198,0.335,0.382817961,2
260.195,13,0.947,37,77,0.357552519,13,86.19,0.331,0.406823166,2
276.036,13,0.941,36,83,0.529621342,13,90.862,0.329,0.463124533,2
277.267,12,0.943,35,83,0.542992766,12,90.69,0.327,0.461051794,2
276.472,12,0.942,35,82,0.534357281,12,89.853,0.325,0.45096527,2
275.214,12,0.945,37,83,0.520692577,12,91.165,0.331,0.466775927,2
270.7,13,0.946,38,81,0.471660403,13,90.233,0.333,0.455544576,2
268.333,13,0.943,38,82,0.445949469,13,91.121,0.34,0.466245692,2
275.545,10,0.942,37,91,0.52428798,10,98.737,0.358,0.558024632,2
281.236,9,0.944,37,97,0.586105016,9,104.292,0.371,0.62496686,2
278.689,7,0.939,38,99,0.558438878,7,106.25,0.381,0.648562339,2
273.285,6,0.944,38,101,0.499739306,6,108.745,0.398,0.6786291,2
264.039,6,0.94,40,100,0.399306989,6,108.366,0.41,0.674061845,2
267.771,5,0.943,41,104,0.439844887,5,112.687,0.421,0.726133378,2
264.36,4,0.932,42,104,0.402793769,4,112.904,0.427,0.728748403,2
276.157,3,0.937,41,111,0.530935674,3,118.517,0.429,0.796389578,2
275.526,3,0.937,40,109,0.524081597,3,117.099,0.425,0.779301535,2
274.318,5,0.946,40,108,0.510960005,5,115.442,0.421,0.759333349,2
268.672,6,0.939,40,102,0.44963177,6,110.267,0.41,0.696970427,2
263.082,7,0.942,41,97,0.38891182,7,105.781,0.402,0.642910511,2
260.71,8,0.937,41,92,0.363146575,8,101.568,0.39,0.592140464,2
258.554,10,0.949,40,90,0.339727575,10,99.112,0.383,0.562543684,2
267.449,10,0.944,40,91,0.436347244,10,99.736,0.373,0.570063387,2
277.743,10,0.947,38,94,0.548163194,10,101.839,0.367,0.595406233,2
283.852,10,0.944,37,94,0.614520649,10,101.714,0.358,0.593899882,2
281.882,11,0.943,37,91,0.593122026,11,99.246,0.352,0.564158492,2
275.404,12,0.943,38,87,0.522756403,12,95.818,0.348,0.522848329,2
267.604,12,0.941,38,84,0.438030892,12,92.546,0.346,0.483418091,2
267.82,12,0.946,39,83,0.440377137,12,92.063,0.344,0.477597551,2
269.992,12,0.944,39,83,0.463969933,12,92.247,0.342,0.4798149,2
273.439,11,0.941,37,86,0.501412092,11,93.995,0.344,0.500879709,2
270.26,10,0.937,36,85,0.466881015,10,92.902,0.344,0.487708178,2
272.324,11,0.942,37,84,0.489300689,11,92.477,0.34,0.482586585,2
266.892,11,0.939,36,80,0.430296974,11,88.964,0.333,0.440252103,2
271.835,12,0.937,37,81,0.483989051,12,89.479,0.329,0.446458268,2
277.833,12,0.937,35,81,0.549140796,12,89.138,0.321,0.442348943,2
282.817,13,0.94,35,81,0.603278226,13,88.97,0.315,0.440324408,2
278.83,13,0.939,36,79,0.559970455,13,87.134,0.312,0.418199128,2
276.394,14,0.942,36,78,0.533510026,14,86.373,0.312,0.409028464,2
276.617,14,0.943,37,79,0.535932306,14,87.595,0.317,0.423754549,2
281.14,13,0.946,37,81,0.585062241,13,90.199,0.321,0.455134849,2
280.025,13,0.938,38,83,0.572950837,13,91.591,0.327,0.471909571,2
280.321,12,0.941,37,85,0.576166062,12,93.44,0.333,0.494191511,2
279.179,12,0.939,38,87,0.563761378,12,95.386,0.342,0.51764238,2
281.539,11,0.943,38,91,0.589396276,11,99.125,0.352,0.562700345,2
279.11,10,0.942,38,94,0.563011883,10,101.759,0.365,0.594442168,2
281.716,9,0.936,38,97,0.591318894,9,105.057,0.373,0.634185727,2
280.913,7,0.939,39,102,0.582596511,7,109.439,0.39,0.68699236,2
275.726,7,0.94,39,104,0.526254046,7,111.439,0.404,0.711093972,2
271.609,6,0.936,40,105,0.481534183,6,112.605,0.415,0.725145212,2
271.712,6,0.939,41,108,0.482652995,6,116.044,0.427,0.766587935,2
270.689,5,0.938,42,108,0.471540918,5,116.735,0.431,0.774915042,2
265.507,5,0.933,42,105,0.415252764,5,113.947,0.429,0.741317394,2
267.548,5,0.936,42,104,0.437422607,5,112.593,0.421,0.725000603,2
265.184,6,0.94,41,101,0.411744259,6,109.388,0.412,0.686377769,2
268.403,8,0.945,40,99,0.446709826,8,107.361,0.4,0.661950785,2
271.662,9,0.941,40,97,0.482109882,9,105.269,0.388,0.636740498,2
272.827,9,0.941,39,95,0.494764398,9,102.879,0.377,0.607939071,2
275.64,10,0.944,39,93,0.525319893,10,101.068,0.367,0.586115061,2
279.727,11,0.938,39,91,0.569713888,11,99.653,0.356,0.56906317,2
280.98,12,0.945,38,89,0.583324281,12,97.758,0.348,0.546226893,2
280.839,13,0.945,38,86,0.581792705,13,94.783,0.338,0.510375744,2
279.79,13,0.941,37,85,0.57039821,13,93.263,0.333,0.492058519,2
281.475,13,0.942,37,84,0.588701093,13,92.652,0.329,0.484695476,2
286.259,12,0.943,36,86,0.640666073,12,93.631,0.327,0.496493215,2
281.892,12,0.938,35,85,0.593230649,12,92.789,0.329,0.486346437,2
281.709,12,0.942,36,86,0.591242858,12,93.903,0.333,0.499771035,2
284.881,11,0.94,38,91,0.625697899,11,99.115,0.348,0.562579837,2
279.948,10,0.929,38,91,0.572114445,10,99.731,0.356,0.570003133,2
277.415,10,0.935,40,94,0.544600378,10,102.297,0.369,0.600925502,2
282.153,9,0.943,40,100,0.596065695,9,108.159,0.383,0.671567328,2
276.676,8,0.933,41,101,0.536573179,8,110.094,0.398,0.694885638,2
274.531,7,0.935,40,106,0.513273663,7,114.388,0.417,0.7466318,2
271.488,6,0.938,41,109,0.480219852,6,117.079,0.431,0.779060519,2
270.719,6,0.941,43,111,0.471866785,6,120.132,0.444,0.81585163,2
276.013,5,0.942,43,116,0.529371511,5,124.781,0.452,0.871875828,2
268.751,5,0.932,43,113,0.450489887,5,122.058,0.454,0.839061483,2
272.668,5,0.933,43,115,0.493037301,5,123.269,0.452,0.85365501,2
274.12,6,0.933,43,113,0.508809281,6,121.641,0.444,0.834036297,2
280.907,7,0.933,43,112,0.582531338,7,120.556,0.429,0.820961172,2
287.546,8,0.94,43,112,0.654645782,8,120.41,0.419,0.819201755,2
284.842,8,0.938,42,108,0.625274272,8,116.31,0.408,0.769793449,2
278.817,8,0.938,41,102,0.559829246,8,110.365,0.396,0.698151406,2
283.697,8,0.946,39,102,0.612837001,8,109.933,0.388,0.692945458,2
275.852,7,0.941,37,98,0.527622689,7,105.168,0.381,0.635523367,2
277.059,7,0.938,35,96,0.540733419,7,102.743,0.371,0.606300161,2
271.558,6,0.934,34,92,0.480980209,6,98.44,0.362,0.554445542,2
272.458,6,0.941,34,90,0.490756229,6,97.063,0.356,0.537851582,2
260.704,4,0.939,33,84,0.363081402,4,91.246,0.35,0.467752043,2
262.172,3,0.94,33,83,0.379027177,3,90.122,0.344,0.454206936,2
262.865,1,0.941,32,83,0.386554713,1,89.265,0.34,0.443879396,2
259.307,0,0.942,32,80,0.347906845,0,86.976,0.335,0.4162951,2
256.039,178,0.942,32,79,0.312409029,1,85.88,0.335,0.403087417,2
252.202,173,0.939,30,79,0.270730595,6,85.118,0.338,0.393904702,2
257.431,172,0.944,31,82,0.327529274,7,88.492,0.344,0.434564122,2
257.016,172,0.942,32,82,0.323021442,7,88.885,0.346,0.439300089,2
251.765,173,0.94,31,81,0.265983794,6,87.593,0.348,0.423730448,2
251.005,175,0.941,31,81,0.257728487,4,87.852,0.35,0.426851606,2
254.138,177,0.947,32,83,0.291759901,2,90.007,0.354,0.452821094,2
255.172,179,0.947,33,85,0.302991462,0,91.968,0.36,0.476452725,2
256.243,1,0.941,34,87,0.314624927,1,93.956,0.367,0.500409727,2
258.694,3,0.937,36,88,0.341248289,3,95.932,0.371,0.52422212,2
254.335,5,0.94,36,88,0.293899763,5,95.906,0.377,0.523908799,2
260.117,8,0.936,39,91,0.356705264,8,99.711,0.383,0.569762117,2
263.16,9,0.936,41,92,0.389759075,9,101.426,0.385,0.59042925,2
269.28,11,0.944,43,94,0.456236015,11,104.346,0.388,0.625617604,2
271.557,12,0.945,45,95,0.480969347,12,105.794,0.39,0.643067171,2
274.014,12,0.952,46,96,0.507657883,12,107.322,0.392,0.661480803,2
270.88,12,0.946,45,95,0.473615607,12,105.53,0.39,0.639885758,2
266.335,12,0.937,43,92,0.424246703,12,102.65,0.385,0.605179437,2
256.199,10,0.936,41,88,0.314146988,10,98.209,0.383,0.551661806,2
256.024,9,0.941,40,88,0.312246095,9,97.609,0.381,0.544431322,2
250.36,7,0.946,38,87,0.250722339,7,95.45,0.381,0.518413632,2
248.08,5,0.947,38,85,0.225956421,5,93.547,0.377,0.495480948,2
248.653,2,0.944,38,85,0.232180487,2,93.763,0.377,0.498083922,2
240.236,0,0.947,35,82,0.140752971,0,90.089,0.375,0.45380926,2
240.276,177,0.945,34,82,0.141187461,2,89.603,0.373,0.447952568,2
235.923,175,0.94,33,81,0.093904108,4,87.98,0.373,0.42839411,2
239.112,173,0.935,35,80,0.128543807,6,87.674,0.367,0.424706563,2
245.899,171,0.946,38,82,0.202265864,8,90.675,0.369,0.460871032,2
245.503,170,0.944,39,81,0.197964415,9,90.018,0.367,0.452953653,2
249.22,172,0.947,36,84,0.23833938,7,91.9,0.369,0.47563327,2
243.39,174,0.949,34,82,0.175012492,5,89.75,0.369,0.449724037,2
241.384,175,0.947,33,82,0.153222828,4,89.011,0.369,0.440818491,2
240.655,177,0.948,33,82,0.145304251,2,89.243,0.371,0.443614278,2
244.512,179,0.947,35,84,0.18719993,0,91.692,0.375,0.473126702,2
250.674,2,0.948,37,87,0.254133084,2,95.047,0.379,0.513557157,2
251.174,4,0.933,37,88,0.259564207,4,96.283,0.383,0.528451953,2
251.565,6,0.935,39,89,0.263811345,6,97.481,0.388,0.542888819,2
260.791,9,0.939,40,93,0.364026417,9,102.143,0.392,0.599069678,2
262.981,10,0.941,43,94,0.387814734,10,103.549,0.394,0.616013111,2
272.787,11,0.952,45,97,0.494329908,11,107.978,0.396,0.669386132,2
266.694,11,0.944,44,95,0.428146249,11,105.011,0.394,0.63363139,2
264.477,11,0.941,43,93,0.404064652,11,103.587,0.392,0.616471042,2
262.743,10,0.94,42,93,0.385229519,10,102.36,0.39,0.601684703,2
254.294,8,0.939,39,90,0.293454411,8,99.069,0.39,0.5620255,2
252.47,6,0.936,39,89,0.273641676,6,97.306,0.385,0.540779928,2
248.867,5,0.944,39,87,0.234505007,5,96.436,0.388,0.530295727,2
246.391,2,0.941,38,86,0.207610089,2,94.45,0.383,0.506362826,2
239.414,0,0.945,36,84,0.131824205,0,91.775,0.383,0.474126919,2
243.593,178,0.942,36,86,0.177217527,1,93.377,0.383,0.493432311,2
238.967,175,0.948,34,84,0.126968782,4,91.106,0.381,0.46606493,2
236.037,173,0.94,35,82,0.095142404,6,89.989,0.381,0.452604179,2
284.512,15,0.941,54,103,0.621689731,15,116.768,0.41,0.775312718,2
249.122,177,0.951,35,88,0.23727488,2,95.497,0.383,0.51898002,2
249.919,175,0.949,33,87,0.245932089,4,94.24,0.377,0.503832156,2
246.828,175,0.943,34,86,0.21235689,4,93.075,0.377,0.489792967,2
245.531,176,0.95,33,86,0.198268558,3,92.586,0.377,0.483900123,2
248.1,178,0.949,34,86,0.226173666,1,93.037,0.375,0.489335037,2
243.815,179,0.944,35,84,0.179628946,0,91.43,0.375,0.469969391,2
247.132,1,0.952,36,85,0.215659012,1,92.675,0.375,0.484972645,2
246.576,3,0.945,37,85,0.209619604,3,93.494,0.379,0.494842255,2
250.73,5,0.939,38,87,0.25474137,5,95.591,0.381,0.520112796,2
251.861,7,0.935,39,88,0.267026569,7,96.547,0.383,0.531633366,2
257.971,10,0.938,41,90,0.333394886,10,99.426,0.385,0.566327637,2
264.439,12,0.938,44,92,0.403651887,12,102.47,0.388,0.603010291,2
267.482,12,0.944,46,93,0.436705698,12,104.207,0.39,0.623942542,2
276.058,14,0.946,47,95,0.529860312,14,106.973,0.388,0.657275072,2
277.595,14,0.948,48,96,0.546555582,14,108.146,0.39,0.671410667,2
277.241,14,0.952,48,96,0.542710347,14,108.008,0.39,0.669747656,2
251.731,7,0.947,42,91,0.265614477,7,100.692,0.4,0.581583958,2
275.41,6,0.947,39,102,0.522821577,6,110.164,0.4,0.695729194,2
277.826,6,0.95,39,104,0.549064761,6,111.709,0.402,0.71434769,2
274.855,6,0.946,40,102,0.516793031,6,109.942,0.4,0.693053915,2
272.886,6,0.948,39,101,0.49540527,6,109.154,0.4,0.68355788,2
272.379,6,0.948,40,101,0.489898112,6,108.952,0.4,0.681123617,2
260.154,7,0.949,40,96,0.357107167,7,104.604,0.402,0.628726712,2
255.519,7,0.948,42,93,0.306760661,7,102.74,0.402,0.606264009,2
258.224,7,0.952,41,95,0.336143034,7,103.827,0.402,0.619363235,2
259.456,7,0.951,41,95,0.34952532,7,104.323,0.402,0.625340435,2
265.941,6,0.944,40,99,0.419966979,6,107.484,0.404,0.663433034,2
271.442,6,0.945,39,102,0.479720189,6,109.708,0.404,0.690234027,2
274.868,5,0.948,39,103,0.51693424,5,111.092,0.404,0.706912342,2
267.019,5,0.942,40,99,0.431676479,5,107.92,0.404,0.668687185,2
266.776,6,0.945,40,99,0.429036953,6,107.822,0.404,0.667506206,2
264.23,6,0.947,40,98,0.401381678,6,106.793,0.404,0.655105927,2
263.75,6,0.946,40,98,0.3961678,6,106.599,0.404,0.65276807,2
263.354,6,0.946,40,97,0.391866351,6,105.89,0.402,0.644224049,2
271.536,5,0.947,38,102,0.48074124,5,109.746,0.404,0.690691957,2
274.968,4,0.949,38,104,0.518020464,4,111.133,0.404,0.707406425,2
277.539,4,0.95,38,105,0.545947296,4,112.172,0.404,0.719927213,2
265.739,2,0.952,37,100,0.417772805,2,106.849,0.402,0.655780772,2
260.063,171,0.946,36,90,0.356118703,8,98.065,0.377,0.54992649,2
271.841,14,0.949,45,102,0.484054224,14,112.134,0.412,0.719469282,2
259.898,3,0.947,38,95,0.354326432,3,102.335,0.394,0.601383433,2
267.241,9,0.947,33,82,0.434087897,9,89.08,0.333,0.441649996,2
266.352,10,0.951,34,78,0.424431361,10,86.009,0.323,0.404641971,2
266.91,10,0.946,33,78,0.430492494,10,85.078,0.319,0.39342267,2
267.589,11,0.936,34,76,0.437867959,11,84.179,0.315,0.382588995,2
269.559,11,0.945,33,78,0.459266581,11,85.36,0.317,0.396820997,2
261.776,7,0.946,35,84,0.374725728,7,91.076,0.348,0.465703406,2
257.119,2,0.95,38,100,0.324140253,2,107.133,0.417,0.659203201,2
258.861,3,0.95,36,97,0.343062284,3,104.084,0.402,0.622460293,2
261.983,4,0.949,37,96,0.376974213,4,103.156,0.394,0.611277144,2
261.344,4,0.948,35,94,0.370033238,4,100.726,0.385,0.581993685,2
261.352,7,0.946,32,78,0.370120136,7,85.484,0.327,0.398315297,2
249.793,173,0.945,29,76,0.244563446,6,82.224,0.329,0.359029669,2
249.238,175,0.948,29,77,0.2385349,4,82.56,0.331,0.36307874,2
254.752,5,0.946,33,80,0.298429319,5,87.04,0.342,0.417066352,2
256.149,2,0.942,33,79,0.313603876,2,86.45,0.338,0.409956376,2
250.254,178,0.946,30,78,0.249570941,1,84.461,0.338,0.385987323,2
251.039,179,0.945,30,76,0.258097804,0,82.634,0.329,0.3639705,2
253.614,1,0.948,29,75,0.286068085,1,80.839,0.319,0.342339302,2
254.02,2,0.942,30,73,0.290478156,2,79.91,0.315,0.331144104,2
254.619,3,0.945,30,74,0.296984641,3,80.099,0.315,0.333421706,2
253.661,5,0.944,30,72,0.28657861,5,78.741,0.31,0.317056711,2
255.094,6,0.944,31,72,0.302144207,6,78.654,0.308,0.316008291,2
256.818,7,0.936,31,73,0.320870718,7,79.72,0.31,0.32885445,2
262.447,9,0.937,31,74,0.382014295,9,80.921,0.308,0.343327469,2
263.882,10,0.942,34,74,0.397601616,10,82.463,0.312,0.361909812,2
267.042,11,0.943,35,76,0.431926311,11,84.563,0.317,0.387216505,2
268.711,12,0.934,36,76,0.450055397,12,85.092,0.317,0.393591381,2
272.284,13,0.949,38,78,0.488866199,13,87.925,0.323,0.427731315,2
276.653,13,0.943,38,81,0.536323347,13,90.489,0.327,0.458629582,2
276.725,13,0.944,39,82,0.537105429,13,91.665,0.331,0.47280133,2
273.803,13,0.938,40,81,0.505365949,13,91.268,0.333,0.46801716,2
276.453,13,0.939,39,83,0.534150898,13,92.727,0.335,0.485599287,2
273.6,12,0.942,40,82,0.503160913,12,91.77,0.335,0.474066665,2
263.224,11,0.943,37,79,0.390454259,11,88.29,0.335,0.432129859,2
259.654,9,0.933,35,79,0.351676044,9,87.092,0.335,0.417692994,2
255.85,7,0.94,35,78,0.310356064,7,85.816,0.335,0.402316165,2
254.324,5,0.947,33,77,0.293780279,5,84.245,0.331,0.383384348,2
251.401,3,0.94,32,77,0.262029936,3,83.8,0.333,0.37802174,2
247.364,1,0.946,31,76,0.218179053,1,82.97,0.335,0.368019571,2
250.775,179,0.951,30,78,0.255230171,0,84.637,0.338,0.388108264,2
246.265,177,0.943,31,76,0.206241446,2,82.602,0.335,0.363584874,2
248.028,176,0.947,30,78,0.225391584,3,83.709,0.338,0.376925116,2
255.245,179,0.947,33,87,0.303784406,0,93.59,0.367,0.495999132,2
265.149,4,0.949,33,87,0.411364081,4,93.354,0.352,0.493155142,2
262.476,6,0.951,40,104,0.3823293,6,112.646,0.429,0.725639295,2
248.345,2,0.941,41,105,0.228834916,2,113.825,0.458,0.739847196,2
238.196,6,0.907,34,75,0.118593991,6,83.368,0.35,0.372815791,3
248.847,12,0.894,35,67,0.234287763,12,76.21,0.306,0.286556121,3
255.694,13,0.864,33,69,0.308661554,13,77.241,0.302,0.298980502,3
249.038,11,0.886,34,66,0.236362451,11,74.711,0.3,0.268491962,3
251.39,12,0.874,35,66,0.261910452,12,75.417,0.3,0.276999831,3
250.487,11,0.885,35,66,0.252101844,11,75.668,0.302,0.280024584,3
255.693,11,0.881,35,69,0.308650692,11,77.773,0.304,0.305391531,3
250.534,13,0.899,35,68,0.25261237,13,77.248,0.308,0.299064857,3
245.014,10,0.895,36,67,0.192652777,10,77.077,0.315,0.29700417,3
250.398,12,0.886,33,73,0.251135105,12,80.336,0.321,0.336277747,3
251.935,10,0.888,35,74,0.267830375,10,82.928,0.329,0.367513437,3
240.84,9,0.912,36,72,0.147313767,9,81.284,0.338,0.347701911,3
248.885,9,0.867,36,77,0.234700528,9,86.073,0.346,0.405413222,3
241.725,9,0.902,35,77,0.156926854,9,85.611,0.354,0.39984575,3
241.468,8,0.886,37,78,0.154135257,8,87.029,0.36,0.416933793,3
238.34,7,0.892,37,80,0.120158154,7,88.384,0.371,0.433262635,3
245.233,7,0.882,37,84,0.195031609,7,92.473,0.377,0.482538382,3
245.767,8,0.875,37,86,0.200832048,8,94.211,0.383,0.503482683,3
243.363,7,0.88,38,85,0.174719211,7,93.289,0.383,0.49237184,3
246.091,6,0.866,38,87,0.204351415,6,95.36,0.388,0.517329059,3
243.031,6,0.877,38,85,0.171112946,6,94.174,0.388,0.503036803,3
248.166,7,0.865,38,86,0.226890574,7,95.13,0.383,0.514557374,3
238.158,7,0.888,37,81,0.118181226,7,90.301,0.379,0.456364031,3
247.838,9,0.873,36,84,0.223327757,9,92.423,0.373,0.481935842,3
245.223,9,0.894,37,81,0.194922987,9,89.915,0.367,0.45171242,3
250.979,8,0.869,37,81,0.257446069,8,89.934,0.358,0.451941385,3
248.636,9,0.874,36,79,0.231995829,9,87.023,0.35,0.416861488,3
245.465,9,0.895,35,75,0.19755165,9,83.867,0.342,0.378829144,3
249.686,10,0.874,34,76,0.243401186,10,83.749,0.335,0.377407149,3
244.122,10,0.887,33,70,0.182963655,10,78.322,0.321,0.312007423,3
249.299,9,0.887,35,70,0.239197497,9,78.425,0.315,0.313248656,3
248.657,11,0.892,33,70,0.232223936,11,77.705,0.312,0.304572076,3
247.837,10,0.902,35,69,0.223316895,10,77.965,0.315,0.307705285,3
250.07,10,0.88,33,71,0.247572288,10,79.189,0.317,0.322455472,3
253.873,11,0.856,33,75,0.288881406,11,82.509,0.325,0.362464149,3
250.957,11,0.871,32,76,0.2572071,11,83.652,0.333,0.37623822,3
246.174,10,0.884,34,76,0.205252982,10,84.11,0.342,0.38175749,3
247.385,11,0.88,34,80,0.21840716,11,87.1,0.352,0.4177894,3
244.779,9,0.897,37,81,0.19010015,9,89.242,0.365,0.443602227,3
239.241,9,0.898,38,81,0.129945037,9,90.214,0.377,0.455315611,3
239.807,9,0.899,39,85,0.136093068,9,93.924,0.392,0.500024102,3
242.803,9,0.89,39,89,0.168636354,9,98.133,0.404,0.550745945,3
238.095,8,0.897,41,89,0.117496904,8,98.71,0.415,0.55769926,3
241.651,8,0.878,41,93,0.156123048,8,102.702,0.425,0.605806078,3
243.452,8,0.882,41,97,0.175685951,8,105.496,0.433,0.639476031,3
244.418,10,0.866,40,97,0.186178879,10,105.914,0.433,0.644513268,3
243.883,8,0.877,41,96,0.180367578,8,104.667,0.429,0.629485913,3
237.997,8,0.892,41,91,0.116432404,8,100.653,0.423,0.581113977,3
242.826,8,0.887,41,91,0.168886185,8,100.672,0.415,0.581342942,3
244.977,9,0.879,40,91,0.192250874,9,99.522,0.406,0.567484515,3
245.454,10,0.885,39,88,0.197432165,10,97.159,0.396,0.53900846,3
244.898,10,0.883,38,86,0.191392757,10,94.388,0.385,0.505615676,3
242.941,8,0.883,38,82,0.170135344,8,90.597,0.373,0.459931069,3
249.33,9,0.879,36,83,0.239534227,9,90.902,0.365,0.463606565,3
243.401,8,0.889,36,77,0.175131976,8,85.698,0.352,0.40089417,3
250.493,10,0.882,35,78,0.252167018,10,86.107,0.344,0.40582295,3
248.97,9,0.873,34,75,0.235623819,9,83.509,0.335,0.374514955,3
253.109,8,0.887,35,73,0.280582651,8,81.733,0.323,0.353112723,3
245.183,8,0.903,34,70,0.194488497,8,78.152,0.319,0.309958786,3
249.573,10,0.899,33,72,0.242173752,10,79.551,0.319,0.326817864,3
243.176,9,0.895,33,69,0.172687971,9,77.006,0.317,0.296148562,3
252.581,8,0.876,32,74,0.274847385,8,81.563,0.323,0.351064086,3
243.269,9,0.895,33,72,0.17369816,9,79.569,0.327,0.327034779,3
246.81,7,0.895,36,73,0.21216137,7,81.756,0.331,0.353389892,3
243.302,8,0.892,35,75,0.174056614,8,83.128,0.342,0.369923598,3
245.211,7,0.878,34,79,0.19479264,7,86.335,0.352,0.408570533,3
241.422,8,0.894,35,81,0.153635593,8,88.521,0.367,0.434913596,3
248.851,7,0.881,34,88,0.234331212,7,94.875,0.381,0.511484418,3
241.13,7,0.888,35,88,0.150463818,7,95.447,0.396,0.518377479,3
237.906,6,0.898,37,89,0.11544394,6,97.145,0.408,0.538839748,3
238.413,6,0.896,39,92,0.120951098,6,100.332,0.421,0.577245668,3
238.461,6,0.879,39,95,0.121472486,6,103.333,0.433,0.613410137,3
236.913,6,0.894,41,95,0.104657731,6,103.649,0.438,0.617218192,3
242.437,8,0.875,41,98,0.164660772,8,106.571,0.44,0.652430648,3
242.421,8,0.873,42,97,0.164486976,8,106.059,0.438,0.646260635,3
244.32,9,0.88,41,96,0.185114379,9,104.854,0.429,0.631739413,3
241.023,10,0.88,38,93,0.149301558,10,101.43,0.421,0.590477453,3
244.41,10,0.863,38,92,0.186091981,10,100.31,0.41,0.57698055,3
245.283,9,0.88,39,90,0.195574721,9,98.624,0.402,0.556662891,3
244.775,10,0.889,36,87,0.190056701,10,94.85,0.388,0.511183148,3
256.164,11,0.907,34,82,0.313766809,11,89.124,0.348,0.442180232,3
254.644,11,0.933,37,80,0.297256197,11,88.595,0.348,0.435805355,3
262.657,11,0.923,36,83,0.384295366,11,91.383,0.348,0.469403003,3
259.611,12,0.913,36,82,0.351208968,12,90.323,0.348,0.456629148,3
259.186,11,0.933,38,82,0.346592514,11,90.715,0.35,0.461353065,3
267.971,11,0.927,36,85,0.442017336,11,93.231,0.348,0.491672893,3
258.831,12,0.912,37,81,0.342736417,12,89.512,0.346,0.446855945,3
256.894,13,0.907,37,81,0.321696248,13,89.378,0.348,0.445241137,3
257.496,12,0.913,37,81,0.32823532,12,89.587,0.348,0.447759755,3
256.47,12,0.913,37,80,0.317090656,12,89.23,0.348,0.443457617,3
256.446,12,0.932,38,79,0.316829962,12,88.688,0.346,0.43692608,3
263.668,12,0.919,36,84,0.395277096,12,91.734,0.348,0.473632836,3
259.457,11,0.915,35,83,0.349536182,11,90.269,0.348,0.455978405,3
262.115,12,0.911,36,83,0.378408029,12,91.194,0.348,0.467125401,3
264.415,12,0.921,36,85,0.403391193,12,92.545,0.35,0.48340604,3
266.283,11,0.931,37,85,0.423681867,11,93.199,0.35,0.491287267,3
262.566,11,0.923,37,83,0.383306902,11,91.351,0.348,0.469017377,3
268.03,11,0.928,37,85,0.442658209,11,93.252,0.348,0.49192596,3
264.726,11,0.931,37,84,0.406769351,11,92.103,0.348,0.478079584,3
260.375,11,0.924,35,82,0.359507723,11,90.046,0.346,0.453291075,3
268.544,11,0.928,36,86,0.448241403,11,93.99,0.35,0.500819455,3
262.676,11,0.924,36,83,0.384501749,11,91.389,0.348,0.469475308,3
267.924,11,0.934,37,85,0.441506811,11,93.215,0.348,0.49148008,3
264.752,11,0.923,36,84,0.407051769,11,92.112,0.348,0.478188041,3
262.032,12,0.918,36,83,0.377506463,12,91.165,0.348,0.466775927,3
257.072,13,0.914,37,81,0.323629728,13,89.44,0.348,0.445988287,3
260.241,12,0.905,37,83,0.358052182,12,91.084,0.35,0.465799812,3
257.549,12,0.915,38,81,0.328811019,12,90.142,0.35,0.454447953,3
253.227,13,0.92,39,78,0.281864396,13,88.102,0.348,0.429864308,3
257.054,13,0.905,38,80,0.323434207,13,89.433,0.348,0.445903931,3
258.911,13,0.92,39,81,0.343605396,13,90.619,0.35,0.460196187,3
258.838,13,0.917,39,81,0.342812452,13,90.593,0.35,0.459882866,3
253.659,11,0.92,38,80,0.286556886,11,88.781,0.35,0.438046805,3
258.432,12,0.923,37,82,0.338402381,12,90.451,0.35,0.458171652,3
259.779,11,0.92,37,82,0.353033825,11,90.923,0.35,0.463859632,3
266.324,11,0.933,37,85,0.424127219,11,93.213,0.35,0.491455978,3
259.819,12,0.922,39,82,0.353468315,12,91.478,0.352,0.47054783,3
258.425,12,0.919,38,82,0.338326345,12,90.987,0.352,0.464630884,3
262.148,11,0.926,37,84,0.378766483,11,92.298,0.352,0.480429491,3
263.265,11,0.927,37,84,0.390899611,11,92.691,0.352,0.485165458,3
265.156,11,0.93,37,85,0.411440116,11,93.357,0.352,0.493191294,3
264.254,11,0.927,37,85,0.401642371,11,93.04,0.352,0.489371189,3
256.794,13,0.916,37,80,0.320610024,13,88.808,0.346,0.438372177,3
237.822,0,0.921,31,76,0.114531511,0,83.238,0.35,0.371249187,3
236.965,179,0.923,32,76,0.105222567,0,82.938,0.35,0.367633945,3
239.592,179,0.92,32,77,0.133757685,0,83.857,0.35,0.378708636,3
243.4,0,0.905,31,79,0.175121114,0,85.19,0.35,0.39477236,3
245.828,1,0.903,30,80,0.201494645,1,86.04,0.35,0.405015546,3
241.663,1,0.916,31,78,0.156253394,1,84.079,0.348,0.381383915,3
