angle_90,r,area_ellipse,area_contour,scale,eccentricity,norm_r,norm_area_ellipse,norm_area_contour,label
0.044,193.962,30455.290,23720.500,0.264,0.885,,,,1
0.082,200.299,30524.800,24408.000,0.271,0.889,,,,1
0.047,203.935,32053.588,25236.500,0.280,0.895,,,,1
0.049,205.841,32829.410,26040.500,0.289,0.891,,,,1
0.041,207.921,33937.337,26643.000,0.296,0.889,,,,1
0.066,208.066,35311.030,27392.500,0.304,0.889,,,,1
0.144,129.474,13997.661,12473.000,0.139,0.858,,,,1
0.148,129.870,14552.982,12556.000,0.140,0.858,,,,1
0.167,130.376,14418.763,12624.500,0.140,0.861,,,,1
0.166,129.376,14336.614,12512.000,0.139,0.870,,,,1
0.156,129.541,13945.006,12455.000,0.138,0.850,,,,1
0.170,130.307,14335.469,12572.000,0.140,0.859,,,,1
0.161,131.129,14775.113,12850.500,0.143,0.868,,,,1
0.134,131.035,14966.728,12929.500,0.144,0.873,,,,1
0.156,133.102,15003.573,12871.000,0.143,0.859,,,,1
0.141,132.040,14875.850,12855.000,0.143,0.865,,,,1
0.136,133.810,15054.543,12999.000,0.144,0.854,,,,1
0.147,134.134,15718.572,13230.500,0.147,0.868,,,,1
0.148,135.579,15738.114,13367.500,0.149,0.866,,,,1
0.134,134.320,16002.686,13558.000,0.151,0.872,,,,1
0.149,137.613,15837.573,13638.500,0.152,0.872,,,,1
0.107,135.275,15921.024,13631.500,0.151,0.872,,,,1
0.152,137.600,16242.006,13813.500,0.153,0.868,,,,1
0.135,138.319,16765.588,14308.000,0.159,0.872,,,,1
0.122,151.242,18488.164,15749.000,0.175,0.875,,,,1
0.127,152.371,18300.661,15796.000,0.176,0.879,,,,1
0.121,149.719,18978.353,15691.000,0.174,0.890,,,,1
0.137,151.751,18505.306,15682.500,0.174,0.884,,,,1
0.140,152.167,18379.854,15615.500,0.174,0.886,,,,1
0.119,150.741,18516.458,15496.500,0.172,0.881,,,,1
0.118,149.718,17984.851,15133.000,0.168,0.880,,,,1
0.116,147.748,17849.414,14999.000,0.167,0.889,,,,1
0.134,148.691,17647.969,14794.500,0.164,0.882,,,,1
0.138,147.346,17595.232,14684.500,0.163,0.886,,,,1
0.125,145.848,17300.653,14665.500,0.163,0.889,,,,1
0.124,145.753,17504.824,14697.500,0.163,0.887,,,,1
0.139,146.440,17280.633,14660.000,0.163,0.885,,,,1
0.128,146.161,17245.464,14631.500,0.163,0.882,,,,1
0.134,147.888,17304.283,14517.000,0.161,0.892,,,,1
0.124,147.219,17524.861,14532.500,0.161,0.887,,,,1
0.090,144.219,17738.130,14503.000,0.161,0.891,,,,1
0.106,147.114,17535.783,14513.000,0.161,0.887,,,,1
0.097,146.118,17800.140,14461.500,0.161,0.893,,,,1
0.103,147.528,17640.394,14475.000,0.161,0.895,,,,1
0.087,147.205,18152.852,14465.500,0.161,0.897,,,,1
0.082,149.020,17558.987,14709.500,0.163,0.890,,,,1
0.079,147.898,18273.213,14871.000,0.165,0.891,,,,1
0.093,149.737,18044.220,14835.500,0.165,0.886,,,,1
0.070,148.663,17924.231,14750.500,0.164,0.884,,,,1
0.070,148.116,17700.345,14693.500,0.163,0.890,,,,1
0.081,148.739,17523.459,14607.500,0.162,0.888,,,,1
0.071,147.494,17487.659,14538.000,0.162,0.893,,,,1
0.060,146.905,17786.275,14559.000,0.162,0.886,,,,1
0.056,145.251,18027.091,14512.000,0.161,0.890,,,,1
0.072,147.245,17419.954,14485.000,0.161,0.883,,,,1
0.070,146.318,17457.851,14463.000,0.161,0.887,,,,1
0.062,146.817,17546.806,14502.000,0.161,0.883,,,,1
0.075,145.257,17583.056,14275.000,0.159,0.892,,,,1
0.084,145.434,17383.745,14087.000,0.157,0.893,,,,1
0.081,145.983,17426.194,14094.500,0.157,0.891,,,,1
0.082,146.339,16950.262,14097.000,0.157,0.892,,,,1
0.086,146.008,17248.952,14077.000,0.156,0.905,,,,1
0.074,144.775,17139.206,13977.000,0.155,0.890,,,,1
0.074,145.264,17047.839,13895.500,0.154,0.901,,,,1
0.070,145.533,16710.043,13900.000,0.154,0.893,,,,1
0.068,144.656,16845.534,13876.500,0.154,0.893,,,,1
0.062,145.653,16958.612,13844.500,0.154,0.893,,,,1
0.058,143.266,16968.828,13725.500,0.153,0.896,,,,1
0.063,142.249,16643.706,13522.000,0.150,0.897,,,,1
0.068,143.263,16108.004,13130.000,0.146,0.895,,,,1
0.078,142.235,15889.450,12855.500,0.143,0.896,,,,1
0.096,142.972,15329.107,12827.500,0.143,0.900,,,,1
0.094,139.505,15730.303,12797.500,0.142,0.896,,,,1
0.118,140.312,15287.032,12635.500,0.140,0.891,,,,1
0.123,140.127,15265.752,12571.000,0.140,0.902,,,,1
0.111,137.936,15290.801,12546.500,0.139,0.889,,,,1
0.134,139.357,14731.753,12435.500,0.138,0.890,,,,1
0.132,137.450,14587.915,12381.000,0.138,0.889,,,,1
0.125,138.226,14684.988,12406.500,0.138,0.886,,,,1
0.142,136.365,14950.303,12242.000,0.136,0.887,,,,1
0.153,138.762,14377.261,12172.500,0.135,0.884,,,,1
0.150,135.296,14077.241,11977.000,0.133,0.886,,,,1
0.164,134.821,14557.725,12046.000,0.134,0.893,,,,1
0.177,135.732,14611.281,11964.000,0.133,0.895,,,,1
0.164,135.003,13871.260,11954.000,0.133,0.886,,,,1
0.162,134.714,14087.538,11965.500,0.133,0.886,,,,1
0.162,133.410,14335.830,11953.500,0.133,0.881,,,,1
0.150,134.126,14188.838,11950.000,0.133,0.880,,,,1
0.176,136.042,13949.496,11937.000,0.133,0.883,,,,1
0.181,136.494,14151.796,11945.000,0.133,0.888,,,,1
0.168,135.760,13911.774,11963.000,0.133,0.879,,,,1
0.166,138.840,13695.609,11974.000,0.133,0.870,,,,1
0.152,133.025,14590.235,11942.000,0.133,0.881,,,,1
0.159,135.026,14358.947,11962.500,0.133,0.881,,,,1
0.170,131.483,13978.705,11613.500,0.129,0.884,,,,1
0.176,132.702,13750.866,11633.500,0.129,0.889,,,,1
0.169,130.157,13594.260,11498.000,0.128,0.879,,,,1
0.184,129.972,13272.362,11452.500,0.127,0.887,,,,1
0.184,130.115,13472.434,11472.500,0.127,0.882,,,,1
0.170,130.050,13734.203,11475.500,0.128,0.876,,,,1
0.185,129.340,13381.352,11482.500,0.128,0.876,,,,1
0.191,129.240,13509.556,11456.500,0.127,0.879,,,,1
0.177,127.818,13489.904,11511.000,0.128,0.878,,,,1
0.190,129.124,13666.389,11511.500,0.128,0.881,,,,1
0.187,130.133,13485.655,11525.000,0.128,0.882,,,,1
0.189,128.760,13543.640,11460.500,0.127,0.885,,,,1
0.188,129.227,13415.126,11374.000,0.126,0.871,,,,1
0.185,127.373,13410.682,11336.500,0.126,0.885,,,,1
0.168,127.096,13340.281,11319.500,0.126,0.879,,,,1
0.173,124.741,13613.692,11305.500,0.126,0.873,,,,1
0.189,128.213,12740.496,11232.000,0.125,0.881,,,,1
0.192,127.236,13307.208,11229.000,0.125,0.879,,,,1
0.206,128.497,12967.588,11198.500,0.124,0.874,,,,1
0.186,125.587,13318.189,11138.000,0.124,0.883,,,,1
0.196,126.780,12832.817,11117.000,0.124,0.876,,,,1
0.198,125.288,12754.755,11060.000,0.123,0.883,,,,1
0.194,123.812,12947.198,11035.500,0.123,0.878,,,,1
0.189,122.911,13154.898,11093.000,0.123,0.879,,,,1
0.184,124.497,13013.015,11045.500,0.123,0.874,,,,1
0.193,125.422,12876.230,10963.500,0.122,0.876,,,,1
0.191,124.706,12755.450,10977.000,0.122,0.877,,,,1
0.200,125.778,13093.157,10991.000,0.122,0.873,,,,1
0.222,127.490,12835.990,11049.500,0.123,0.883,,,,1
0.186,126.389,13083.778,11030.500,0.123,0.877,,,,1
0.179,125.967,13038.200,11055.000,0.123,0.880,,,,1
0.184,125.844,13060.134,11104.000,0.123,0.875,,,,1
0.198,127.831,13325.902,11293.500,0.125,0.878,,,,1
0.187,128.091,13232.555,11371.500,0.126,0.882,,,,1
0.198,127.372,13311.995,11324.000,0.126,0.885,,,,1
0.166,128.534,13468.663,11320.000,0.126,0.883,,,,1
0.175,128.393,13251.756,11388.500,0.127,0.881,,,,1
0.151,129.192,13590.412,11368.000,0.126,0.880,,,,1
0.145,127.763,13589.128,11316.500,0.126,0.879,,,,1
0.138,130.121,13183.210,11321.000,0.126,0.878,,,,1
0.162,128.848,13209.365,11275.500,0.125,0.886,,,,1
0.159,128.645,13755.027,11318.000,0.126,0.880,,,,1
0.143,129.045,13282.639,11181.000,0.124,0.876,,,,1
0.127,130.924,13818.757,11212.500,0.125,0.886,,,,1
0.120,131.168,13550.217,11151.500,0.124,0.888,,,,1
0.104,130.114,13949.950,11223.000,0.125,0.887,,,,1
0.078,132.275,13879.264,11336.000,0.126,0.890,,,,1
0.054,131.847,13586.276,11209.000,0.125,0.889,,,,1
0.030,128.917,13883.002,11251.500,0.125,0.885,,,,1
0.006,129.948,13693.328,11303.500,0.126,0.886,,,,1
0.007,131.255,13677.949,11365.500,0.126,0.884,,,,1
0.009,128.539,13894.739,11368.500,0.126,0.886,,,,1
0.014,128.498,13997.544,11374.500,0.126,0.876,,,,1
0.009,131.107,13917.348,11439.500,0.127,0.886,,,,1
0.001,130.727,14155.438,11419.000,0.127,0.886,,,,1
0.032,132.359,13867.870,11384.000,0.126,0.891,,,,1
0.034,130.311,14250.999,11347.500,0.126,0.887,,,,1
0.070,136.488,13919.353,11268.000,0.125,0.896,,,,1
0.081,132.606,13894.555,11178.000,0.124,0.899,,,,1
0.079,132.777,13847.535,11156.500,0.124,0.898,,,,1
0.093,132.702,13659.381,11054.000,0.123,0.902,,,,1
0.121,133.749,13392.413,11091.500,0.123,0.901,,,,1
0.115,134.353,13677.460,11074.000,0.123,0.904,,,,1
0.126,131.347,13763.219,11072.000,0.123,0.902,,,,1
0.137,130.684,13665.615,11054.000,0.123,0.907,,,,1
0.137,130.660,13681.501,11061.000,0.123,0.902,,,,1
0.146,131.090,13461.947,11025.000,0.122,0.900,,,,1
0.156,131.382,13332.965,11087.500,0.123,0.893,,,,1
0.137,128.402,13464.827,10977.500,0.122,0.903,,,,1
0.135,130.043,13454.758,10960.000,0.122,0.901,,,,1
0.135,131.759,13209.418,10978.500,0.122,0.901,,,,1
0.159,131.686,13710.217,10917.500,0.121,0.897,,,,1
0.126,132.683,13298.794,10979.000,0.122,0.895,,,,1
0.119,130.873,13265.397,10846.500,0.121,0.908,,,,1
0.105,131.872,13377.421,10884.000,0.121,0.902,,,,1
0.109,131.775,13255.601,10872.500,0.121,0.896,,,,1
0.093,131.455,13370.308,10918.000,0.121,0.899,,,,1
0.074,130.292,13453.401,10924.500,0.121,0.900,,,,1
0.093,132.646,13470.907,10958.500,0.122,0.904,,,,1
0.087,130.946,13359.817,10938.000,0.122,0.903,,,,1
0.076,130.885,13237.728,10994.000,0.122,0.904,,,,1
0.056,128.146,13281.848,10941.500,0.122,0.902,,,,1
0.049,128.153,13050.616,10887.000,0.121,0.899,,,,1
0.004,124.929,13001.858,10930.500,0.121,0.896,,,,1
0.046,122.576,12992.963,10920.500,0.121,0.883,,,,1
0.057,120.729,12491.097,10853.500,0.121,0.876,,,,1
0.071,117.852,12412.217,10894.500,0.121,0.868,,,,1
0.075,117.435,12408.943,10838.000,0.120,0.876,,,,1
0.084,115.476,12658.854,10855.000,0.121,0.876,,,,1
0.091,116.092,12553.878,10817.000,0.120,0.869,,,,1
0.102,117.369,12778.281,10922.500,0.121,0.863,,,,1
0.087,118.428,12590.066,10870.500,0.121,0.870,,,,1
0.055,119.984,12490.804,10751.000,0.119,0.864,,,,1
0.054,125.192,13172.580,10890.500,0.121,0.881,,,,1
0.001,127.860,13295.772,10831.000,0.120,0.894,,,,1
0.028,125.758,13305.233,10848.000,0.121,0.891,,,,1
0.021,127.674,13291.139,10922.000,0.121,0.892,,,,1
0.057,132.200,13653.188,10912.000,0.121,0.901,,,,1
0.015,129.468,13548.311,10893.000,0.121,0.897,,,,1
0.029,132.518,13436.571,10889.000,0.121,0.904,,,,1
0.003,130.508,13484.502,10900.000,0.121,0.902,,,,1
0.028,128.880,13378.117,10880.500,0.121,0.894,,,,1
0.064,127.399,13387.149,10860.000,0.121,0.897,,,,1
0.082,126.838,12886.059,10828.500,0.120,0.896,,,,1
0.106,125.373,13282.453,10832.000,0.120,0.891,,,,1
0.100,126.659,12836.971,10812.500,0.120,0.888,,,,1
0.112,127.617,12860.678,10879.500,0.121,0.895,,,,1
0.121,127.243,12834.084,10877.500,0.121,0.896,,,,1
0.125,128.157,12967.405,10949.500,0.122,0.893,,,,1
0.154,126.187,12785.834,10894.000,0.121,0.896,,,,1
0.165,126.085,12825.138,10982.000,0.122,0.890,,,,1
0.170,125.072,12681.364,10899.000,0.121,0.897,,,,1
0.193,123.089,12995.229,10873.000,0.121,0.893,,,,1
0.200,121.721,13031.104,10924.000,0.121,0.895,,,,1
0.204,122.431,12827.682,10899.000,0.121,0.897,,,,1
0.205,123.984,13048.758,11078.000,0.123,0.893,,,,1
0.231,122.015,13158.643,10997.000,0.122,0.899,,,,1
0.227,123.578,12940.051,11068.500,0.123,0.896,,,,1
0.240,123.201,13152.755,11030.500,0.123,0.898,,,,1
0.275,120.614,13497.046,11039.000,0.123,0.894,,,,1
0.266,120.972,13308.955,11022.000,0.122,0.901,,,,1
0.283,121.135,13477.884,11074.000,0.123,0.896,,,,1
0.283,121.225,13306.315,11011.500,0.122,0.893,,,,1
0.272,121.386,13437.787,11125.000,0.124,0.895,,,,1
0.280,122.175,13498.041,11209.500,0.125,0.898,,,,1
0.287,121.219,13667.911,11204.500,0.124,0.895,,,,1
0.293,120.860,13732.123,11104.500,0.123,0.893,,,,1
0.278,121.183,13631.327,11215.500,0.125,0.893,,,,1
0.266,121.026,13241.534,11135.500,0.124,0.897,,,,1
0.249,121.189,13274.864,11083.000,0.123,0.893,,,,1
0.221,124.018,13308.640,11189.000,0.124,0.891,,,,1
0.226,123.712,13289.037,11186.500,0.124,0.892,,,,1
0.201,124.150,13193.773,11069.000,0.123,0.892,,,,1
0.185,127.460,13141.994,11031.500,0.123,0.894,,,,1
0.155,128.700,13113.369,11075.000,0.123,0.898,,,,1
0.146,127.744,13540.420,11100.500,0.123,0.901,,,,1
0.140,127.942,13914.850,11048.500,0.123,0.897,,,,1
0.119,129.752,13355.694,11029.000,0.123,0.905,,,,1
0.083,130.740,13054.535,10856.000,0.121,0.907,,,,1
0.071,129.630,13143.724,10769.000,0.120,0.907,,,,1
0.064,130.775,13558.955,10825.500,0.120,0.907,,,,1
0.037,132.097,13591.929,10835.500,0.120,0.905,,,,1
0.023,131.163,13706.382,10895.500,0.121,0.906,,,,1
0.029,131.052,14038.769,11094.000,0.123,0.901,,,,1
0.007,132.707,13874.676,10992.500,0.122,0.903,,,,1
0.001,131.831,14160.787,11012.000,0.122,0.908,,,,1
0.003,133.784,13797.812,10959.500,0.122,0.901,,,,1
0.004,132.241,14198.667,10985.000,0.122,0.902,,,,1
0.018,132.733,14036.609,10941.000,0.122,0.904,,,,1
0.023,131.505,13796.643,10924.000,0.121,0.906,,,,1
0.053,133.280,13935.231,10941.000,0.122,0.908,,,,1
0.046,133.644,13497.205,10754.000,0.119,0.910,,,,1
0.062,133.739,13522.675,10714.500,0.119,0.906,,,,1
0.071,132.948,13885.031,10784.000,0.120,0.909,,,,1
0.091,135.247,13256.350,10720.000,0.119,0.910,,,,1
0.098,134.126,13368.670,10657.000,0.118,0.901,,,,1
0.118,134.114,13381.674,10679.000,0.119,0.911,,,,1
0.128,137.021,13156.210,10705.500,0.119,0.908,,,,1
0.127,134.492,13653.699,10780.000,0.120,0.903,,,,1
0.145,135.954,13431.685,10774.000,0.120,0.897,,,,1
0.180,135.996,13446.219,10717.000,0.119,0.906,,,,1
0.173,135.042,13356.285,10786.500,0.120,0.900,,,,1
0.193,133.613,13175.639,10744.500,0.119,0.899,,,,1
0.191,133.054,13227.218,10809.000,0.120,0.905,,,,1
0.183,129.572,13698.284,10805.500,0.120,0.899,,,,1
0.198,130.785,13586.477,10827.000,0.120,0.910,,,,1
0.219,129.279,13445.585,10783.000,0.120,0.902,,,,1
0.207,129.775,13426.939,10744.000,0.119,0.895,,,,1
0.227,129.176,13363.859,10813.500,0.120,0.902,,,,1
0.240,130.072,13072.703,10800.500,0.120,0.909,,,,1
0.244,126.643,13659.728,10794.500,0.120,0.908,,,,1
0.247,127.014,13196.720,10842.500,0.120,0.907,,,,1
0.247,125.455,13730.256,10839.500,0.120,0.901,,,,1
0.259,126.306,13755.673,10781.000,0.120,0.904,,,,1
0.270,125.898,13383.730,10821.000,0.120,0.908,,,,1
0.261,124.735,13676.330,10783.500,0.120,0.901,,,,1
0.274,125.583,13973.476,10856.500,0.121,0.906,,,,1
0.286,126.464,13706.064,10851.000,0.121,0.908,,,,1
0.275,124.202,14048.079,10882.000,0.121,0.905,,,,1
0.289,125.546,13589.412,10938.500,0.122,0.907,,,,1
0.290,125.165,13364.552,10844.000,0.120,0.901,,,,1
0.290,124.232,13801.294,10904.500,0.121,0.912,,,,1
0.044,111.505,13209.989,10512.000,0.117,0.904,,,,2
0.052,116.551,14254.518,11385.000,0.127,0.905,,,,2
0.032,119.423,13884.400,11408.500,0.127,0.902,,,,2
0.049,120.685,14536.624,11603.500,0.129,0.899,,,,2
0.049,120.699,14539.108,11720.500,0.130,0.908,,,,2
0.053,120.753,14777.822,11940.000,0.133,0.901,,,,2
0.049,120.568,15345.433,12093.500,0.134,0.912,,,,2
0.043,124.994,15204.503,12390.000,0.138,0.906,,,,2
0.048,123.956,15690.736,12502.500,0.139,0.902,,,,2
0.049,125.156,15396.309,12532.000,0.139,0.905,,,,2
0.053,121.098,15696.647,12325.000,0.137,0.901,,,,2
0.047,122.878,15695.332,12474.000,0.139,0.899,,,,2
0.019,126.385,15664.790,12762.500,0.142,0.901,,,,2
0.034,126.328,15904.600,12877.500,0.143,0.902,,,,2
0.031,127.539,16177.377,13110.000,0.146,0.895,,,,2
0.033,127.735,16719.061,13408.500,0.149,0.903,,,,2
0.035,128.828,16924.355,13619.500,0.151,0.900,,,,2
0.036,130.620,17489.967,14025.500,0.156,0.902,,,,2
0.029,132.307,18059.453,14354.500,0.159,0.897,,,,2
0.023,132.907,18089.921,14608.500,0.162,0.901,,,,2
0.024,133.651,18405.803,14741.000,0.164,0.903,,,,2
0.020,135.027,18019.470,14792.000,0.164,0.903,,,,2
0.024,136.269,18220.751,14817.000,0.165,0.905,,,,2
0.042,137.236,18855.423,15133.500,0.168,0.905,,,,2
0.033,138.088,19052.176,15512.500,0.172,0.907,,,,2
0.032,137.447,19202.992,15598.000,0.173,0.907,,,,2
0.032,139.069,19435.050,15858.000,0.176,0.904,,,,2
0.028,140.252,19693.612,15995.000,0.178,0.904,,,,2
0.036,142.263,19785.656,16101.000,0.179,0.905,,,,2
0.029,143.041,19448.809,16210.000,0.180,0.905,,,,2
0.028,142.878,19454.016,16016.000,0.178,0.905,,,,2
0.038,139.223,20258.842,16080.500,0.179,0.907,,,,2
0.030,139.355,20767.850,16162.500,0.180,0.904,,,,2
0.022,141.257,20665.518,16247.500,0.181,0.906,,,,2
0.027,142.405,19976.154,16426.500,0.183,0.905,,,,2
0.021,145.947,20352.671,16663.500,0.185,0.908,,,,2
0.035,144.789,20753.466,16927.000,0.188,0.905,,,,2
0.034,146.381,21477.572,17295.000,0.192,0.908,,,,2
0.014,149.128,21151.798,17568.500,0.195,0.908,,,,2
0.023,149.260,21731.666,17816.500,0.198,0.900,,,,2
0.020,151.040,22082.259,17996.500,0.200,0.902,,,,2
0.022,152.102,22407.158,18255.000,0.203,0.904,,,,2
0.023,150.121,22645.882,18157.500,0.202,0.905,,,,2
0.029,149.670,22893.019,18294.500,0.203,0.905,,,,2
0.029,151.428,22540.131,18326.000,0.204,0.909,,,,2
0.033,154.406,22279.256,18377.500,0.204,0.903,,,,2
0.025,152.463,22637.882,18452.000,0.205,0.903,,,,2
0.033,151.161,22919.350,18566.000,0.206,0.910,,,,2
0.037,151.830,23020.809,18629.500,0.207,0.907,,,,2
0.035,151.183,22955.805,18399.500,0.204,0.902,,,,2
0.039,147.831,22904.212,18170.000,0.202,0.907,,,,2
0.032,150.185,22408.059,18033.000,0.200,0.900,,,,2
0.042,149.915,22386.252,17761.500,0.197,0.903,,,,2
0.059,148.525,22296.252,17694.000,0.197,0.905,,,,2
0.050,149.420,21493.379,17557.500,0.195,0.908,,,,2
0.053,146.436,22217.387,17377.000,0.193,0.904,,,,2
0.062,147.976,21554.000,17235.000,0.192,0.908,,,,2
0.052,145.491,21479.088,16911.000,0.188,0.907,,,,2
0.056,147.847,21619.337,17089.000,0.190,0.906,,,,2
0.051,146.956,21453.927,16965.500,0.189,0.902,,,,2
0.059,145.382,21638.094,16992.000,0.189,0.905,,,,2
0.055,147.186,21339.086,17056.500,0.190,0.902,,,,2
0.065,148.485,21054.299,17190.500,0.191,0.904,,,,2
0.058,148.455,20572.453,16953.500,0.188,0.899,,,,2
0.060,146.140,21005.407,16953.000,0.188,0.902,,,,2
0.060,147.157,21136.878,16999.000,0.189,0.901,,,,2
0.061,146.757,21702.379,17236.500,0.192,0.909,,,,2
0.064,147.505,21260.603,17141.000,0.190,0.903,,,,2
0.072,147.639,21588.432,17266.500,0.192,0.905,,,,2
0.060,150.532,21792.164,17641.000,0.196,0.901,,,,2
0.060,149.539,22831.585,17930.500,0.199,0.904,,,,2
0.066,153.449,22779.091,18374.500,0.204,0.905,,,,2
0.058,153.120,23748.714,18847.500,0.209,0.903,,,,2
0.054,157.383,24160.669,19398.000,0.216,0.902,,,,2
0.055,159.353,24433.682,19693.000,0.219,0.905,,,,2
0.053,158.808,24578.483,19876.000,0.221,0.900,,,,2
0.051,161.270,24876.953,20149.500,0.224,0.901,,,,2
0.059,161.674,25458.975,20497.000,0.228,0.900,,,,2
0.052,163.546,25070.306,20766.500,0.231,0.898,,,,2
0.063,165.136,25814.253,21249.000,0.236,0.899,,,,2
0.041,165.149,26092.372,21415.000,0.238,0.901,,,,2
0.053,165.380,25994.212,21483.000,0.239,0.898,,,,2
0.044,164.097,26298.794,21076.000,0.234,0.898,,,,2
0.053,164.088,26228.511,21164.500,0.235,0.903,,,,2
0.060,164.394,26123.661,20950.500,0.233,0.902,,,,2
0.062,165.143,25888.566,20929.000,0.233,0.905,,,,2
0.065,163.507,26062.220,20809.000,0.231,0.902,,,,2
0.054,164.169,25767.455,20623.500,0.229,0.905,,,,2
0.069,163.521,25612.357,20497.000,0.228,0.901,,,,2
0.076,161.199,25565.831,20374.500,0.226,0.906,,,,2
0.077,161.348,25216.360,19967.000,0.222,0.909,,,,2
0.077,159.047,25601.805,19844.000,0.220,0.913,,,,2
0.076,158.974,25542.195,20098.500,0.223,0.905,,,,2
0.068,158.673,25816.717,19870.500,0.221,0.914,,,,2
0.065,156.038,25423.470,19802.500,0.220,0.905,,,,2
0.059,156.971,24948.630,19581.000,0.218,0.902,,,,2
0.068,155.434,24636.977,19366.000,0.215,0.907,,,,2
0.073,153.056,24677.202,19199.500,0.213,0.906,,,,2
0.072,152.384,24936.025,19121.000,0.212,0.901,,,,2
0.065,149.545,24531.705,18891.500,0.210,0.905,,,,2
0.082,150.840,24129.352,18717.500,0.208,0.903,,,,2
0.068,150.522,23414.184,18607.500,0.207,0.907,,,,2
0.069,150.897,23387.190,18494.500,0.205,0.904,,,,2
0.069,150.510,23175.835,18480.500,0.205,0.903,,,,2
0.075,148.387,23734.092,18422.500,0.205,0.907,,,,2
0.046,147.718,23970.058,18504.500,0.206,0.908,,,,2
0.036,148.700,23564.666,18568.000,0.206,0.901,,,,2
0.039,146.946,23763.317,18273.000,0.203,0.903,,,,2
0.029,145.606,24021.111,18341.500,0.204,0.906,,,,2
0.010,146.633,22943.641,18239.500,0.203,0.909,,,,2
0.009,144.521,23520.073,18168.000,0.202,0.910,,,,2
0.015,143.749,23358.476,18133.000,0.201,0.908,,,,2
0.001,143.508,23046.606,17951.500,0.199,0.906,,,,2
0.014,142.028,23129.789,17916.500,0.199,0.903,,,,2
0.046,146.065,23095.750,17842.500,0.198,0.910,,,,2
0.053,146.545,23674.377,17875.500,0.199,0.905,,,,2
0.055,146.572,23668.049,17819.000,0.198,0.912,,,,2
0.059,147.686,23639.127,17784.000,0.198,0.907,,,,2
0.056,148.462,23582.500,17823.000,0.198,0.913,,,,2
0.061,145.934,24164.368,17904.000,0.199,0.921,,,,2
0.061,148.357,23727.150,17801.500,0.198,0.910,,,,2
0.069,150.747,23670.104,17856.000,0.198,0.913,,,,2
0.077,148.725,24287.888,17980.500,0.200,0.912,,,,2
0.073,146.946,24128.696,17925.500,0.199,0.917,,,,2
0.080,148.190,23835.642,17869.500,0.199,0.913,,,,2
0.073,149.300,23459.757,17811.500,0.198,0.915,,,,2
0.066,150.294,23816.376,17907.500,0.199,0.917,,,,2
0.071,152.232,23659.102,17980.000,0.200,0.911,,,,2
0.086,151.628,23789.574,17896.500,0.199,0.917,,,,2
0.088,152.102,23955.408,17970.500,0.200,0.913,,,,2
0.085,150.507,24219.230,18001.500,0.200,0.917,,,,2
0.087,153.306,23429.957,17964.500,0.200,0.916,,,,2
0.085,149.725,23478.372,17741.000,0.197,0.918,,,,2
0.083,150.773,23159.487,17597.000,0.196,0.916,,,,2
0.067,145.239,22574.617,17163.500,0.191,0.920,,,,2
0.051,145.034,21908.375,16916.500,0.188,0.912,,,,2
0.042,144.545,22182.998,16948.000,0.188,0.918,,,,2
0.046,144.153,22204.495,17006.000,0.189,0.904,,,,2
0.032,141.654,22416.101,16996.000,0.189,0.907,,,,2
0.026,142.609,22059.743,17217.000,0.191,0.900,,,,2
0.023,142.739,21805.394,17176.000,0.191,0.902,,,,2
0.009,140.608,22275.753,17244.000,0.192,0.907,,,,2
0.041,144.003,23014.594,17140.000,0.190,0.911,,,,2
0.082,143.834,23951.823,17041.500,0.189,0.916,,,,2
0.113,147.323,24269.172,17110.500,0.190,0.922,,,,2
0.120,144.452,25197.257,17143.500,0.190,0.924,,,,2
0.110,147.032,24599.432,17079.500,0.190,0.925,,,,2
0.121,146.774,24704.364,17103.500,0.190,0.916,,,,2
0.130,144.667,25741.956,17152.500,0.191,0.922,,,,2
0.116,150.385,24577.694,17015.000,0.189,0.920,,,,2
0.124,146.529,24816.731,16924.000,0.188,0.925,,,,2
0.129,146.504,24461.162,16752.000,0.186,0.928,,,,2
0.136,144.379,25549.882,16812.500,0.187,0.927,,,,2
0.132,143.787,25105.850,16760.500,0.186,0.927,,,,2
0.145,142.322,25609.439,16825.500,0.187,0.924,,,,2
0.139,145.961,25290.411,16723.000,0.186,0.928,,,,2
0.146,145.533,25306.195,16666.000,0.185,0.922,,,,2
0.172,144.510,25433.003,16592.000,0.184,0.927,,,,2
0.162,146.542,25146.618,16721.500,0.186,0.922,,,,2
0.155,147.972,24906.100,16739.000,0.186,0.922,,,,2
0.162,144.527,26006.754,16723.000,0.186,0.927,,,,2
0.177,143.186,26412.047,16659.000,0.185,0.918,,,,2
0.170,144.604,25918.349,16798.500,0.187,0.929,,,,2
0.176,143.473,26953.839,16930.000,0.188,0.925,,,,2
0.173,146.861,25527.457,16856.000,0.187,0.925,,,,2
0.142,142.061,26013.492,16856.000,0.187,0.928,,,,2
0.123,143.635,25679.689,16863.000,0.187,0.928,,,,2
0.139,144.307,25438.077,16823.000,0.187,0.921,,,,2
0.133,144.640,25199.905,16814.500,0.187,0.922,,,,2
0.121,146.037,24475.270,16713.500,0.186,0.919,,,,2
0.111,141.731,25477.789,16694.500,0.185,0.917,,,,2
0.078,138.137,24952.593,16625.500,0.185,0.922,,,,2
0.075,141.200,23743.963,16555.000,0.184,0.917,,,,2
