angle_90,r,area_ellipse,area_contour,proportion,eccentricity,norm_r,norm_area_ellipse,norm_area_contour,label
0.03,108.994,13317.969,11007,0.574,0.819,0.380833043,0.206017282,0.221313163,4
0.002,110.443,13651.1,11161,0.56,0.826,0.387658869,0.211545946,0.224650795,4
0.008,112.078,13826.218,11426.5,0.571,0.835,0.395360888,0.214452215,0.230404959,4
0.002,115.002,15263.697,11953.5,0.54,0.82,0.409135019,0.238308711,0.241826595,4
0.002,122.881,17563.395,13643.5,0.538,0.821,0.446250742,0.276474649,0.278453853,4
0.019,125.922,16383.176,14155.5,0.584,0.809,0.460576026,0.256887658,0.289550395,4
0.031,124.487,16443.77,13739.5,0.566,0.822,0.45381615,0.25789328,0.280534455,4
0.04,125.595,16135.247,13901.5,0.577,0.827,0.459035622,0.252773012,0.28404547,4
0.034,126.587,16262.658,14185.5,0.582,0.825,0.463708652,0.254887533,0.290200583,4
0.061,128.546,15909.619,13818.5,0.562,0.83,0.472936942,0.249028475,0.282246616,4
0.065,126.754,15985.821,13669.5,0.561,0.827,0.464495341,0.250293128,0.279017349,4
0.16,125.076,15352.115,13120,0.522,0.79,0.456590761,0.239776102,0.267108072,4
0.167,122.957,14524.334,12274.5,0.51,0.781,0.446608756,0.226038194,0.248783607,4
0.157,123.46,13774.89,12101,0.514,0.807,0.448978246,0.213600373,0.245023353,4
0.167,121.675,13916.519,12158.5,0.518,0.799,0.44056962,0.215950857,0.246269546,4
0.055,118.152,13583.131,12595.5,0.633,0.886,0.423973771,0.210417928,0.255740618,4
0.046,114.697,13569.957,12870.5,0.719,0.896,0.40769825,0.210199291,0.261700675,4
0.058,116.955,14510.447,12803,0.604,0.852,0.418335045,0.225807725,0.260237752,4
0.014,118.676,15871.165,12920.5,0.559,0.843,0.426442185,0.24839029,0.262784322,4
0.007,122.779,16022.084,13147.5,0.541,0.82,0.445770249,0.250894951,0.267704078,4
0.126,115.302,14228.182,13134,0.614,0.874,0.410548233,0.221123236,0.267411493,4
0.065,122.271,16626.221,13647.5,0.55,0.804,0.443377206,0.260921248,0.278540545,4
0.084,126.058,15559.495,12932,0.533,0.803,0.461216683,0.243217794,0.263033561,4
0.089,116.63,16550.583,13697.5,0.539,0.803,0.416804063,0.259665955,0.279624191,4
0.005,124.13,16443.967,13256.5,0.515,0.755,0.452134425,0.257896549,0.270066428,4
0.127,117.168,16130.818,13045,0.524,0.788,0.419338427,0.252699508,0.265482602,4
0.013,117.994,16481.318,14859,0.586,0.807,0.423229478,0.258516429,0.304797304,4
0.096,117.19,15690.939,13147.5,0.542,0.82,0.419442063,0.245399247,0.267704078,4
0.015,116.979,15900.917,13869.5,0.593,0.838,0.418448102,0.248884056,0.283351936,4
0.045,104.621,13058.738,10059.5,0.513,0.786,0.360233086,0.201715067,0.200778058,4
0.041,101.321,12150.63,9255,0.508,0.768,0.344687727,0.186644048,0.183342183,4
0.027,98.571,10918.807,8482.5,0.515,0.79,0.33173326,0.166200633,0.166599842,4
0.013,93.522,9957.709,7797,0.516,0.79,0.30794886,0.150250187,0.151743046,4
0.044,93.45,9297.258,7377,0.516,0.775,0.307609689,0.139289299,0.142640414,4
0.013,90.057,9205.481,7221.5,0.526,0.786,0.291626233,0.137766162,0.139270272,4
0.022,87.992,9133.004,6991,0.516,0.777,0.281898607,0.136563329,0.134274661,4
0.016,85.233,8565.76,6762.5,0.533,0.794,0.268901744,0.127149311,0.129322396,4
0.012,83.308,8457.383,6463.5,0.528,0.79,0.259833618,0.125350679,0.122842189,4
0.028,84.649,8110.623,6379,0.525,0.788,0.266150686,0.119595827,0.121010826,4
0.007,82.363,7825.094,6264.5,0.546,0.809,0.255381992,0.114857169,0.118529275,4
0.009,79.046,7479.251,5920,0.544,0.808,0.23975655,0.109117536,0.111062949,4
0.027,77.583,6953.237,5629,0.543,0.81,0.232864774,0.100387774,0.104756125,4
0.02,78.225,6864.451,5510,0.547,0.78,0.235889053,0.098914275,0.102177046,4
0.012,75.964,6596.669,5463.5,0.553,0.791,0.225238127,0.094470148,0.101169255,4
0.032,74.872,6410.675,5264,0.558,0.778,0.220094026,0.091383379,0.096845504,4
0.007,75.749,5414.556,4627.5,0.592,0.834,0.224225323,0.074851723,0.083050682,4
0.028,61.923,4479.45,4058.5,0.613,0.723,0.159094977,0.059332643,0.070718783,4
0.063,60.56,4441.827,4057,0.632,0.71,0.152674273,0.058708249,0.070686273,4
0.096,64.039,4683.911,4155.5,0.617,0.725,0.16906285,0.062725891,0.072821057,4
0.145,65,4549.972,4129,0.563,0.73,0.173589847,0.060503031,0.072246725,4
0.119,80.323,6323.679,5081.5,0.48,0.787,0.245772133,0.089939588,0.092890194,4
0.108,82.048,6776.033,5631.5,0.528,0.809,0.253898117,0.097446885,0.104810308,4
0.096,85.202,7070.044,5796,0.513,0.803,0.268755712,0.10232631,0.108375505,4
0.039,84.955,7725.471,6379.5,0.557,0.783,0.267592165,0.11320382,0.121021662,4
0.004,88.005,8262.706,6943.5,0.567,0.82,0.281959846,0.122119807,0.133245197,4
0.032,89.008,8664.964,7521.5,0.574,0.825,0.286684693,0.128795707,0.145772152,4
0.021,94.334,10204.222,7983.5,0.526,0.807,0.311773961,0.154341333,0.155785048,4
0.008,96.738,10741.596,8359.5,0.535,0.806,0.32309852,0.163259627,0.163934071,4
0.019,97.844,10901.976,9364.5,0.579,0.802,0.328308571,0.165921304,0.185715369,4
0.008,99.019,11000.841,9026,0.585,0.785,0.333843661,0.167562074,0.178379081,4
0.055,105.913,11811.288,9362.5,0.537,0.802,0.36631933,0.181012306,0.185672023,4
0.05,107.245,12473.06,10174.5,0.551,0.814,0.372594002,0.191995117,0.203270446,4
0.015,107.12,12674.526,10466.5,0.562,0.781,0.372005163,0.19533866,0.209598942,4
0.037,110.909,12613.333,10475.5,0.538,0.798,0.389854062,0.194323097,0.209793999,4
0.041,111.484,13410.273,10872.5,0.543,0.799,0.392562723,0.207549165,0.218398153,4
0.015,112.177,13504.61,11562,0.578,0.763,0.395827249,0.209114788,0.233341641,4
0.002,110.477,13493.33,11434.5,0.573,0.814,0.387819033,0.208927584,0.230578342,4
0.007,108.095,12424.938,9919,0.539,0.832,0.37659811,0.191196481,0.197733011,4
0.018,101.318,11597.614,9526,0.559,0.8,0.344673595,0.177466158,0.189215548,4
0.048,99.404,10581.606,9413.5,0.6,0.815,0.335657286,0.160604423,0.186777343,4
0.044,101.1,10842.462,9352.5,0.573,0.796,0.343646659,0.164933606,0.185455294,4
0.059,104.977,11861.401,9475.5,0.532,0.779,0.361910101,0.181843984,0.188121065,4
0.025,107.403,12847.542,11152.5,0.593,0.771,0.373338295,0.198210045,0.224466575,4
0.018,104.431,12057.98,10924.5,0.622,0.823,0.35933805,0.185106422,0.219525146,4
0.01,100.023,11394.581,9603.5,0.571,0.801,0.338573219,0.174096609,0.190895201,4
0.007,95.166,10447.541,8379,0.552,0.809,0.315693276,0.158379471,0.164356693,4
0.01,93.62,9419.821,8391.5,0.616,0.812,0.308410511,0.141323363,0.164627605,4
0.069,97.83,10039.518,8542,0.553,0.801,0.328242621,0.151607895,0.167889381,4
0.095,103.503,11249.93,9255.5,0.536,0.792,0.354966507,0.171695972,0.18335302,4
0.004,100.028,11751.677,9802.5,0.581,0.807,0.338596772,0.180022997,0.195208114,4
0.049,100.482,11234.188,9222,0.559,0.812,0.340735437,0.171434716,0.182626976,4
0.065,99.569,11037.852,8877,0.547,0.803,0.336434554,0.168176311,0.175149814,4
0.065,96.059,11075.334,9426.5,0.583,0.804,0.319899944,0.168798365,0.187059091,4
0.017,97.953,11349.068,10011,0.621,0.809,0.328822039,0.173341272,0.199726921,4
0.103,103.394,10722.581,9133,0.52,0.814,0.354453039,0.162944053,0.180698085,4
0.105,101.887,10285.688,8747.5,0.523,0.846,0.347353991,0.155693348,0.172343169,4
0.085,100.272,10526.863,8687.5,0.538,0.838,0.339746187,0.159695904,0.171042793,4
0.051,98.566,10842.606,8867,0.553,0.828,0.331709707,0.164935996,0.174933085,4
0.028,98.933,10770.701,8938.5,0.569,0.789,0.333438539,0.163742656,0.1764827,4
0.073,94.876,10379.164,8629.5,0.568,0.835,0.314327169,0.157244682,0.169785763,4
0.118,92.548,9963.374,8386.5,0.584,0.824,0.303360624,0.150344204,0.16451924,4
0.15,88.805,8854.292,8181.5,0.646,0.846,0.285728418,0.131937807,0.160076289,4
0.056,93.184,9103.734,7732.5,0.563,0.795,0.306356639,0.136077562,0.150345141,4
0.068,88.331,8815.804,7233,0.562,0.796,0.283495539,0.131299057,0.139519511,4
0.022,85.014,8283.95,6632,0.571,0.828,0.267870097,0.122472374,0.126494078,4
0.087,83.164,7801.496,6605,0.587,0.822,0.259155275,0.114465535,0.125908909,4
0.133,81.155,6895.469,6415.5,0.657,0.866,0.249691448,0.099429052,0.121801888,4
0.13,81.776,6790.647,6163,0.602,0.815,0.252616802,0.097689419,0.116329472,4
0.051,82.126,7192.469,5961,0.526,0.73,0.254265552,0.104358084,0.111951539,4
0.122,85.741,7294.903,6036.5,0.503,0.792,0.271294787,0.106058085,0.113587846,4
0.152,87.849,7222.071,6141,0.495,0.792,0.281224974,0.10484936,0.115852667,4
0.174,87.944,7570.976,6037,0.469,0.789,0.281672492,0.110639811,0.113598682,4
0.063,82.5,6384.714,5535,0.527,0.83,0.25602736,0.090952529,0.10271887,4
0.006,81.019,5885.894,5125,0.544,0.871,0.249050791,0.08267408,0.093832967,4
0.092,59.987,4417.228,4245,0.677,0.83,0.149975033,0.058300003,0.074760785,4
0.027,68.477,4762.675,4204.5,0.537,0.771,0.189969003,0.064033064,0.073883031,4
0.131,81.738,5386.675,4641,0.501,0.855,0.252437795,0.074389008,0.083343267,4
0.15,80.496,5542.772,4846.5,0.493,0.837,0.246587087,0.076979604,0.087797055,4
0.04,78.703,5168.932,4440,0.564,0.875,0.238140775,0.070775331,0.078987007,4
0.014,82.452,5465.15,4874.5,0.573,0.904,0.255801246,0.075691385,0.088403897,4
0.082,85.492,6805.944,5512.5,0.488,0.812,0.270121819,0.097943289,0.102231229,4
0.169,89.763,7570.01,6033.5,0.468,0.807,0.290241283,0.110623779,0.113522827,4
0.09,87.583,6830.015,6109.5,0.543,0.857,0.279971924,0.098342773,0.11516997,4
0.152,89.226,7787.312,6457,0.496,0.83,0.287711629,0.114230137,0.122701314,4
0.209,92.418,8531.104,7060,0.493,0.845,0.302748231,0.126574158,0.135770094,4
0.134,89.304,8335.382,7132.5,0.546,0.801,0.288079065,0.123325942,0.137341381,4
0.098,91.833,8897.521,7158,0.534,0.827,0.299992463,0.132655238,0.137894041,4
0.073,90.75,9036.223,7263,0.55,0.83,0.294890759,0.134957145,0.140169699,4
0.088,91.477,9250.676,7554,0.549,0.852,0.298315448,0.138516221,0.146476523,4
0.114,92.317,9519.121,7870.5,0.548,0.865,0.302272449,0.142971352,0.153336006,4
0.009,91.373,9494.11,7952,0.579,0.807,0.297825534,0.142556268,0.15510235,4
0.012,91.497,9501.314,7820,0.546,0.847,0.298409663,0.142675826,0.152241523,4
0.009,91.813,10081.005,8035,0.55,0.842,0.299898249,0.152296416,0.156901204,4
0.049,94.652,10154.961,8378.5,0.579,0.853,0.313271968,0.153523794,0.164345857,4
0.09,99.127,10208.512,8603.5,0.541,0.862,0.334352418,0.15441253,0.169222267,4
0.074,100.086,10494.559,9127,0.559,0.862,0.338869994,0.159159785,0.180568048,4
0.024,98.052,11408.461,9420,0.592,0.82,0.329288399,0.174326962,0.186918217,4
0.048,98.009,11346.2,9312.5,0.569,0.842,0.329085839,0.173293675,0.184588377,4
0.004,101.594,12047.942,9961.5,0.589,0.817,0.345973752,0.184939831,0.198654111,4
0.069,102.035,11649.239,9480,0.565,0.842,0.348051177,0.17832293,0.188218593,4
0.079,100.689,11205.888,9312.5,0.56,0.828,0.341710555,0.170965048,0.184588377,4
0.058,99.819,10902.956,8852,0.552,0.819,0.337612233,0.165937568,0.174607991,4
0.011,96.023,10631.801,8421,0.56,0.827,0.319730359,0.161437462,0.165266956,4
0.009,94.412,9991.422,8047.5,0.561,0.824,0.312141397,0.15080969,0.157172116,4
0.075,91.023,9590.044,7659.5,0.55,0.857,0.296176784,0.144148395,0.148763017,4
0.076,90.366,8678.465,7245.5,0.553,0.854,0.293081844,0.12901977,0.139790423,4
0.023,85.398,8306.763,6929,0.581,0.841,0.269679012,0.12285098,0.132930939,4
0.018,84.674,8278.958,6672,0.57,0.827,0.266268454,0.122389526,0.127360995,4
0.001,85.599,7514.494,6360.5,0.579,0.829,0.270625866,0.109702432,0.120609876,4
0.026,83.555,7490.34,6283,0.576,0.844,0.260997164,0.10930157,0.118930224,4
0.019,80.93,7498.35,6234,0.585,0.835,0.248631537,0.109434505,0.11786825,4
0.008,81.47,7917.329,6404.5,0.577,0.82,0.251175323,0.116387908,0.121563485,4
0.026,85.812,8365.123,6935.5,0.575,0.818,0.271629248,0.123819526,0.133071813,4
0.019,89.436,9107.835,7639,0.591,0.815,0.288700879,0.136145623,0.148318722,4
0.007,94.513,10373.207,8803,0.595,0.81,0.312617179,0.157145819,0.173546017,4
0.034,101.658,10973.175,9182,0.569,0.827,0.346275238,0.167102927,0.181760059,4
0.042,111.787,13410.108,11008,0.54,0.795,0.39399007,0.207546427,0.221334836,4
0.111,118.693,14702.769,11832,0.511,0.835,0.426522268,0.228999513,0.239193333,4
0.058,117.545,15077.877,12099,0.542,0.833,0.421114367,0.23522483,0.244980007,4
0.07,119.109,15611.181,12524.5,0.544,0.816,0.428481925,0.244075578,0.25420184,4
0.125,123.594,15008.604,12661.5,0.519,0.848,0.449609482,0.234075171,0.257171032,4
0.066,121.03,15748.341,13305.5,0.567,0.844,0.437531208,0.246351894,0.271128401,4
0.052,123.083,16148.691,13171.5,0.546,0.825,0.447202306,0.252996129,0.268224228,4
0.125,125.245,15726.511,13739.5,0.537,0.843,0.457386872,0.245989602,0.280534455,4
0.152,126.507,16651.027,14354,0.541,0.828,0.463331794,0.26133293,0.293852472,4
0.126,131.178,16832.59,13894,0.51,0.825,0.485335544,0.264346162,0.283882923,4
0.139,130.499,16073.619,13925,0.512,0.857,0.482136969,0.251750229,0.284554784,4
0.106,128.668,17615.772,15006.5,0.547,0.843,0.47351165,0.277343901,0.307994062,4
0.134,131.217,17396.947,14515,0.523,0.833,0.485519262,0.273712267,0.297341815,4
0.136,132.69,16643.881,14404,0.522,0.875,0.492458145,0.261214335,0.294936119,4
0.079,130.206,18201.941,15822,0.577,0.834,0.480756729,0.287072,0.325668339,4
0.037,126.829,18011.202,14481.5,0.563,0.833,0.464848645,0.283906483,0.296615771,4
0.059,127.834,18057.534,15728,0.582,0.839,0.469582913,0.284675412,0.323631083,4
0.138,133.5,16298.085,14373.5,0.513,0.865,0.496273824,0.255475482,0.294275095,4
0.114,130.928,17200.881,14589,0.53,0.832,0.484157865,0.270458343,0.298945612,4
0.075,128.036,17484.703,14154.5,0.534,0.802,0.470534478,0.275168672,0.289528722,4
0.09,125.09,17422.693,15311.5,0.572,0.839,0.456656711,0.27413955,0.314604306,4
0.169,129.026,15591.077,13843,0.51,0.881,0.475198086,0.243741931,0.282777603,4
0.168,130.496,15530.367,13425.5,0.506,0.84,0.482122837,0.242734384,0.273729153,4
0.147,126.402,16358.976,13927,0.533,0.837,0.462837169,0.256486033,0.28459813,4
0.128,126.989,15516.901,13030.5,0.514,0.83,0.465602359,0.242510901,0.265168345,4
0.131,118.363,15786.104,13584,0.557,0.797,0.424967732,0.246978612,0.277164313,4
0.209,125.669,14692.404,12787.5,0.489,0.841,0.459384215,0.228827495,0.259901822,4
0.236,126.658,14452.956,12496,0.471,0.833,0.464043112,0.2248536,0.253584161,4
0.183,124.8,14911.939,12441.5,0.485,0.802,0.455290604,0.232470912,0.252402987,4
0.175,124.324,14700.991,12982.5,0.52,0.809,0.453048304,0.228970005,0.264128044,4
0.223,124.1,14918.826,13192,0.508,0.82,0.451993104,0.232585209,0.268668523,4
0.228,122.649,13465.489,11569.5,0.472,0.794,0.445157856,0.208465533,0.233504188,4
0.121,111.366,13571.426,11604.5,0.562,0.786,0.392006859,0.210223671,0.234262741,4
0.279,121.585,13241.007,11438.5,0.474,0.801,0.440145655,0.204740016,0.230665034,4
0.183,111.943,14261.299,12354,0.562,0.796,0.394724941,0.221672848,0.250506605,4
0.071,110.201,13908.76,11414,0.566,0.815,0.386518876,0.215822088,0.230134047,4
0.121,117.073,13955.406,11900,0.539,0.81,0.418890909,0.216596228,0.240667093,4
0.224,123.455,12886.98,11431.5,0.47,0.843,0.448954692,0.19886456,0.230513323,4
0.168,115.204,14273.752,12582.5,0.55,0.816,0.410086583,0.221879519,0.25545887,4
0.115,115.312,13612.953,11421.5,0.535,0.801,0.41059534,0.210912856,0.230296594,4
0.166,116.661,13668.173,11958,0.531,0.818,0.416950095,0.21182929,0.241924123,4
0.143,112.438,13754.962,12177.5,0.563,0.796,0.397056745,0.213269646,0.246681332,4
0.031,103.669,12567.492,10628,0.596,0.809,0.355748486,0.193562317,0.213099121,4
0.056,107.578,12414.739,10548.5,0.561,0.819,0.37416267,0.191027218,0.211376123,4
0.104,104.643,11969.965,10195,0.552,0.812,0.360336722,0.183645719,0.203714741,4
0.045,103.408,11068.209,9311,0.555,0.8,0.354518989,0.168680118,0.184555867,4
0.092,102.522,11080.034,9105.5,0.531,0.818,0.350345295,0.168876366,0.18010208,4
0.081,101.299,10724.377,8897.5,0.54,0.835,0.344584091,0.16297386,0.175594109,4
0.034,97.55,10895.876,8631,0.564,0.824,0.32692362,0.165820068,0.169818272,4
0.049,98.924,10259.047,8524.5,0.558,0.82,0.333396143,0.155251212,0.167510105,4
0.022,93.338,9698.811,8108.5,0.574,0.791,0.307082089,0.145953499,0.158494165,4
0.013,92.942,9658.5,7835.5,0.554,0.793,0.305216646,0.145284495,0.152577454,4
0.029,90.149,9278.529,7738.5,0.571,0.83,0.292059619,0.138978472,0.150475179,4
0.038,85.951,8555.487,7220,0.574,0.831,0.272284037,0.126978819,0.139237763,4
0.011,88.205,8968.768,7409,0.555,0.785,0.282901989,0.133837658,0.143333947,4
0.002,87.583,8830.911,7341.5,0.573,0.819,0.279971924,0.131549774,0.141871024,4
0.008,92.073,9637.64,7838,0.566,0.791,0.301123034,0.144938301,0.152631636,4
0.009,95.117,9937.861,8739.5,0.585,0.796,0.315462451,0.149920789,0.172169786,4
0.035,100.065,10637.581,8791,0.561,0.806,0.338771069,0.161533387,0.173285942,4
0.049,98.945,11380.273,9606.5,0.585,0.793,0.333495068,0.173859152,0.190960219,4
0.087,105.713,11377.248,9435.5,0.53,0.822,0.365377187,0.173808949,0.187254148,4
0.084,105.21,11960.675,10149.5,0.561,0.818,0.363007697,0.183491542,0.202728622,4
0.077,108.906,12001.285,10044.5,0.533,0.806,0.3804185,0.184165508,0.200452964,4
0.034,103.099,11725.421,9816,0.554,0.824,0.353063378,0.179587251,0.195500699,4
0.028,107.223,13330.514,11631,0.58,0.785,0.372490367,0.20622548,0.234837074,4
0.022,106.886,12920.381,10985.5,0.566,0.816,0.370902856,0.199418885,0.220847195,4
0.035,112.566,13466.09,11094,0.541,0.803,0.397659717,0.208475508,0.223198708,4
0.005,110.767,13795.985,11462,0.566,0.823,0.389185141,0.213950467,0.231174348,4
0.006,113.137,14218.475,11332.5,0.538,0.813,0.400349535,0.220962138,0.228367703,4
0.032,110.527,14179.25,11562.5,0.55,0.818,0.388054569,0.220311158,0.233352478,4
0.06,118.27,14904.173,13124,0.576,0.814,0.424529635,0.232342027,0.267194764,4
0.051,116.489,15112.752,13094.5,0.579,0.794,0.416139852,0.235803618,0.266555412,4
0.047,120.603,15502.565,12861,0.55,0.791,0.435519733,0.24227298,0.261494782,4
0.022,117.927,15032.589,12688.5,0.564,0.826,0.42291386,0.234473227,0.257756201,4
0.028,118.146,16071.611,13234,0.552,0.814,0.423945506,0.251716904,0.269578787,4
0.06,121.802,15803.332,13362,0.553,0.81,0.44116788,0.247264529,0.272352922,4
0.008,120.004,15634.249,12755,0.544,0.798,0.432698015,0.244458416,0.259197451,4
0.02,115.309,15079.739,12751,0.577,0.818,0.410581208,0.235255732,0.25911076,4
0.008,108.324,13198.758,11135,0.559,0.797,0.377676864,0.204038848,0.224087299,4
0.017,107.298,12305.226,9855,0.533,0.826,0.37284367,0.189209733,0.196345943,4
0.004,101.751,11721.571,9273.5,0.531,0.816,0.346713334,0.179523356,0.183743132,4
0.003,100.574,10946.113,8781.5,0.535,0.792,0.341168823,0.166653805,0.173080049,4
0.007,97.344,10123.133,8185,0.534,0.795,0.325953213,0.152995575,0.160152144,4
0.035,96.333,10333.409,8158.5,0.541,0.81,0.32119068,0.156485329,0.159577811,4
0.021,95.897,10030.813,8071,0.54,0.786,0.319136809,0.151463426,0.15768143,4
0.003,93.988,9468.767,7948.5,0.558,0.808,0.310144054,0.142135674,0.155026495,4
0.095,89.808,9128.012,7400.5,0.551,0.789,0.290453265,0.136480482,0.143149727,4
0.056,89.265,9125.877,7636,0.552,0.747,0.287895347,0.136445049,0.148253703,4
0.06,85.746,8666.242,7226,0.559,0.76,0.271318341,0.128816917,0.139367801,4
0.104,82.604,8200.405,6860.5,0.571,0.82,0.256517274,0.121085855,0.131446343,4
0.121,83.289,8495.265,6951.5,0.564,0.774,0.259744114,0.125979371,0.13341858,4
0.109,87.006,8951.168,7119,0.547,0.779,0.277253842,0.133545567,0.137048797,4
0.084,100.278,10205.466,8506.5,0.524,0.79,0.339774451,0.154361979,0.167119992,4
0.083,101.541,10541.528,8206,0.499,0.779,0.345724084,0.159939286,0.160607276,4
0.052,102.309,10414.937,8270.5,0.515,0.789,0.349341913,0.157838373,0.16200518,4
0.045,100.736,10791.278,8213.5,0.517,0.793,0.341931958,0.164084153,0.160769823,4
0.007,97.844,10553.639,8657.5,0.548,0.808,0.328308571,0.160140281,0.170392605,4
0.052,92.423,10569.277,8307,0.543,0.799,0.302771785,0.16039981,0.162796242,4
0.023,95.023,10562.666,8470,0.545,0.811,0.315019644,0.160290093,0.16632893,4
0.001,102.911,11133.915,9173.5,0.536,0.758,0.352177764,0.169770579,0.181575839,4
0.011,102.881,11514.265,9306.5,0.536,0.803,0.352036442,0.176082892,0.184458339,4
0.051,102.477,11743.763,9403,0.535,0.794,0.350133313,0.179891656,0.186549777,4
0,106.425,12759.992,10625,0.554,0.809,0.368731216,0.196757059,0.213034102,4
0.007,110.005,13957.991,11126,0.548,0.812,0.385595576,0.216639129,0.223892242,4
0.008,115.945,14667.93,12433,0.556,0.816,0.413577223,0.228421323,0.252218767,4
0.047,123.091,15089.436,12411,0.513,0.801,0.447239992,0.235416664,0.251741962,4
0.023,122.067,15715.438,13005,0.541,0.794,0.44241622,0.245805834,0.264615685,4
0.003,119.708,15919.952,12478,0.522,0.824,0.431303643,0.249199962,0.253194049,4
0.035,125.982,17357.501,13347.5,0.511,0.809,0.460858669,0.273057619,0.272038665,4
0.053,120.49,16454.507,12978.5,0.523,0.822,0.434987422,0.258071471,0.264041352,4
0.008,119.266,16027.392,13314,0.563,0.793,0.429221507,0.250983043,0.271312621,4
0.008,112.226,14462.972,11378.5,0.543,0.822,0.396058074,0.225019826,0.229364658,4
0.053,107.047,12561.287,10700,0.569,0.81,0.371661281,0.193459338,0.214659572,4
0.098,108.65,11716.757,9752.5,0.515,0.814,0.379212557,0.179443463,0.194124468,4
0.043,107.988,11786.926,9626,0.533,0.813,0.376094064,0.180607992,0.191382842,4
0.101,104.13,11695.169,9798,0.55,0.821,0.357920125,0.179085187,0.195110586,4
0.181,107.053,11088.042,9771,0.526,0.822,0.371689545,0.169009268,0.194525417,4
0.173,107.276,10726.956,8875.5,0.479,0.799,0.372740034,0.163016661,0.175117305,4
0.191,103.028,10322.938,8864.5,0.502,0.822,0.352728917,0.156311552,0.174878902,4
0.188,104.789,9513.171,8417,0.483,0.825,0.361024486,0.142872606,0.165180265,4
0.211,101.694,9747.551,8312.5,0.486,0.798,0.346444823,0.146762391,0.162915443,4
0.242,103.042,9644.605,8221,0.464,0.799,0.352794867,0.145053893,0.16093237,4
0.247,101.875,9484.146,8021.5,0.464,0.8,0.347297463,0.142390905,0.156608619,4
0.241,99.902,9242.479,7780,0.472,0.804,0.338003222,0.138380184,0.151374606,4
0.163,94.834,8269.115,7067,0.487,0.811,0.314129319,0.122226171,0.135921804,4
0.15,86.476,8017.112,7368,0.618,0.882,0.274757163,0.118043913,0.142445357,4
0.173,86.577,8231.409,7415,0.585,0.88,0.275232945,0.1216004,0.143463985,4
0.183,86.625,8628.369,7758.5,0.622,0.873,0.275459059,0.128188374,0.150908638,4
0.131,87.984,9386.352,8185.5,0.617,0.871,0.281860921,0.140767909,0.16016298,4
0.119,89.296,8908.109,7916.5,0.608,0.869,0.288041379,0.132830957,0.154332961,4
0.172,88.207,9625.153,8525,0.624,0.866,0.28291141,0.144731066,0.167520941,4
0.157,87.818,9116.652,8182.5,0.613,0.864,0.281078942,0.13629195,0.160097962,4
0.199,86.498,9766.309,8544,0.595,0.856,0.274860798,0.1470737,0.167932727,4
0.184,84.64,9534.854,8433,0.615,0.858,0.26610829,0.143232458,0.165527032,4
0.186,86.435,9493.553,8456,0.6,0.853,0.274564023,0.142547024,0.166025509,4
0.187,86.118,9538.928,8558.5,0.604,0.84,0.273070727,0.143300071,0.168246985,4
0.247,83.385,9548.103,8289,0.6,0.83,0.260196343,0.143452339,0.162406129,4
0.275,75.96,7680.715,6973,0.569,0.835,0.225219284,0.112461046,0.133884548,4
0.281,83.676,7754.778,7203.5,0.589,0.856,0.261567161,0.113690201,0.13888016,4
0.191,82.781,8260.676,7660,0.638,0.812,0.257351071,0.122086117,0.148773854,4
0.195,81.177,8561.903,7596.5,0.612,0.832,0.249795084,0.1270853,0.147397622,4
0.183,80.346,8687.48,7701,0.614,0.818,0.24588048,0.129169384,0.149662444,4
0.195,81.279,8901.693,7987,0.632,0.822,0.250275577,0.132724477,0.155860903,4
0.109,89.618,9708.728,8427,0.591,0.801,0.289558229,0.146118082,0.165396994,4
0.084,91.124,10164.007,8714.5,0.6,0.801,0.296652566,0.153673922,0.171627962,4
0.083,93.405,10330.897,8873.5,0.571,0.793,0.307397707,0.15644364,0.175073959,4
0.08,93.915,11027.238,9168,0.571,0.791,0.309800171,0.168000161,0.181456638,4
0.113,95.107,11100.347,9575,0.587,0.812,0.315415344,0.169213482,0.190277522,4
0.13,97.438,11691.923,9988.5,0.584,0.804,0.32639602,0.179031316,0.19923928,4
0.114,98.591,11890.074,10209,0.572,0.821,0.331827475,0.182319843,0.204018162,4
0.2,88.226,10459.406,9038,0.595,0.81,0.283000914,0.158576384,0.178639156,4
0.22,78.35,8010.949,7136,0.587,0.841,0.236477893,0.117941631,0.137417236,4
0.217,79.233,7966.318,7116.5,0.608,0.846,0.240637454,0.117200932,0.136994614,4
0.21,81.031,7413.357,6839.5,0.587,0.86,0.24910732,0.108023955,0.130991212,4
0.193,79.48,7611.613,6885.5,0.597,0.848,0.241801001,0.111314225,0.131988167,4
0.193,76.481,7847.357,6851.5,0.604,0.823,0.227673566,0.115226648,0.131251287,4
0.207,75.815,7484.155,6873,0.622,0.844,0.22453623,0.109198924,0.131717255,4
0.217,78.308,7500.7,6875,0.617,0.863,0.236280043,0.109473505,0.131760601,4
0.181,79.398,8032.711,7302.5,0.649,0.833,0.241414722,0.118302795,0.14102578,4
0.164,79.06,8012.487,7315.5,0.661,0.848,0.2398225,0.117967156,0.141307528,4
0.176,83.387,8310.189,7677.5,0.648,0.842,0.260205764,0.122907838,0.14915313,4
0.166,85.73,9020.937,8361.5,0.663,0.842,0.271242969,0.134703458,0.163977417,4
0.154,87.774,9511.077,8981.5,0.682,0.852,0.280871671,0.142837853,0.177414636,4
