angle_90,r,area_ellipse,area_contour,proportion,eccentricity,norm_r,norm_area_ellipse,norm_area_contour,label
0.028,95.544,10527.464,7618.5,0.489,0.901,0.317473926,0.159705879,0.147874427,0
0.053,97.014,10138.906,7638,0.482,0.897,0.324398677,0.153257345,0.148297049,0
0.045,96.59,10153.386,7632,0.485,0.895,0.322401334,0.153497656,0.148167012,0
0.042,94.748,10378.95,7664.5,0.487,0.898,0.313724197,0.157241131,0.148871382,0
0.007,92.571,10949.27,7680.5,0.482,0.903,0.303468971,0.166706198,0.149218149,0
0.054,98.482,9936.451,7625,0.484,0.897,0.331314007,0.149897388,0.148015301,0
0.045,95.634,10110.844,7582.5,0.481,0.89,0.317897891,0.152791626,0.147094201,0
0.059,96.551,10330.448,7572.5,0.481,0.902,0.322217616,0.156436188,0.146877472,0
0.057,95.98,10185.325,7541,0.479,0.899,0.319527798,0.154027717,0.146194775,0
0.058,91.195,10814.712,7506.5,0.477,0.907,0.296987027,0.164473065,0.145447058,0
0.077,93.095,10296.575,7474,0.475,0.897,0.305937385,0.15587403,0.144742688,0
0.101,96.052,10080.518,7442.5,0.472,0.901,0.319866969,0.152288334,0.144059991,0
0.099,91.372,10634.742,7495,0.468,0.907,0.297820823,0.161486271,0.14519782,0
0.141,95.57,10528.668,7568.5,0.457,0.901,0.317596405,0.15972586,0.14679078,0
0.168,95.107,10726.795,7667,0.456,0.906,0.315415344,0.163013989,0.148925564,0
0.187,97.18,10963.256,7912.5,0.452,0.895,0.325180656,0.166938311,0.15424627,0
0.209,100.093,11901.28,8419,0.44,0.889,0.338902969,0.182505819,0.16522361,0
0.257,105.272,11226.38,8570.5,0.451,0.885,0.363299762,0.171305134,0.16850706,0
0.24,104.272,11646.382,8653.5,0.449,0.886,0.358589047,0.178275515,0.170305913,0
0.248,105.664,11362.227,8722,0.452,0.888,0.365146362,0.17355966,0.171790509,0
0.245,105.391,11300.975,8700.5,0.451,0.887,0.363860337,0.172543118,0.171324541,0
0.244,104.758,11455.646,8782.5,0.447,0.89,0.360878454,0.175110048,0.173101722,0
0.245,106.638,11444.118,8742.5,0.447,0.888,0.369734598,0.174918728,0.172234805,0
0.264,106.855,11314.575,8799.5,0.445,0.882,0.370756823,0.172768824,0.173470162,0
0.252,105.096,11850.205,8746,0.445,0.885,0.362470676,0.181658175,0.17231066,0
0.237,105.449,11779.898,8683,0.443,0.891,0.364133558,0.180491355,0.170945265,0
0.256,106.198,11030.221,8607.5,0.442,0.893,0.367661884,0.168049667,0.169308959,0
0.226,100.415,11442.087,8378.5,0.452,0.893,0.340419819,0.174885022,0.164345857,0
0.219,101.938,10784.264,8174.5,0.456,0.888,0.347594238,0.163967748,0.159924578,0
0.183,97.389,10608.144,8011.5,0.466,0.889,0.326165195,0.161044849,0.15639189,0
0.176,98.617,10801.44,8036,0.469,0.889,0.331949953,0.164252802,0.156922877,0
0.156,99.047,10650.197,8015,0.467,0.885,0.333975561,0.161742763,0.156467745,0
0.175,99.69,10304.106,8017,0.47,0.881,0.337004551,0.155999015,0.156511091,0
0.144,98.44,10545.375,8063,0.477,0.89,0.331116157,0.160003131,0.157508046,0
0.115,98.33,10561.808,8091,0.481,0.889,0.330597978,0.160275854,0.158114888,0
0.155,100.533,10294.989,8108,0.485,0.883,0.340975683,0.155847708,0.158483328,0
0.05,98.031,7599.522,6645,0.572,0.89,0.329189474,0.111113562,0.126775826,1
0.032,90.102,6791.491,5789,0.584,0.895,0.291838215,0.097703427,0.108223795,1
0.051,89.837,6299.603,5552,0.585,0.894,0.290589876,0.089540021,0.103087309,1
0.049,87.062,6285.582,5418.5,0.574,0.891,0.277517642,0.089307328,0.100193973,1
0.042,85.645,6126.449,5291.5,0.577,0.892,0.270842558,0.086666346,0.09744151,1
0.037,84.374,6117.857,5157.5,0.571,0.887,0.26485524,0.086523753,0.094537337,1
0.042,83.029,5857.862,4990,0.597,0.895,0.258519328,0.082208859,0.090907121,1
0.077,83.547,5546.004,4883.5,0.588,0.882,0.260959478,0.077033243,0.088598953,1
0.065,82.622,5517.461,4793.5,0.591,0.884,0.256602067,0.076559541,0.086648389,1
0.084,82.026,5376.913,4733.5,0.583,0.888,0.253794481,0.074226998,0.085348013,1
0.082,80.576,5377.377,4690,0.601,0.894,0.246963944,0.074234698,0.084405241,1
0.1,80.688,5316.446,4658,0.593,0.886,0.247491544,0.073223483,0.083711707,1
0.074,79.446,5565.308,4681.5,0.572,0.893,0.241640836,0.077353613,0.084221021,1
0.076,82.51,5508.32,4805.5,0.584,0.89,0.256074467,0.076407837,0.086908464,1
0.064,83.442,5675.69,4947,0.582,0.894,0.260464853,0.07918552,0.089975184,1
0.065,85.539,5833.559,5061,0.575,0.902,0.270343223,0.081805524,0.092445899,1
0.042,88.632,6137.287,5344.5,0.572,0.904,0.284913464,0.086846214,0.098590176,1
0.051,90.064,6324.323,5607,0.588,0.904,0.291659208,0.089950276,0.104279321,1
0.019,92.478,6859.936,5857.5,0.556,0.902,0.303030874,0.098839344,0.109708391,1
0.006,95.399,7225.607,6165,0.565,0.898,0.316790873,0.104908044,0.116372818,1
0.016,97.202,7867.512,6526,0.548,0.902,0.325284292,0.115561141,0.124196747,1
0.03,100.885,8144.209,6843.5,0.554,0.892,0.342633855,0.120153223,0.131077903,1
0.046,103.376,8328.418,7083,0.551,0.895,0.354368246,0.123210367,0.136268571,1
0.044,106.112,8415.01,7256,0.547,0.892,0.367256762,0.124647454,0.140017989,1
0.058,103.403,8524.754,7233,0.553,0.892,0.354495435,0.126468773,0.139519511,1
0.065,103.357,8649.66,7179.5,0.548,0.897,0.354278742,0.128541721,0.138360009,1
0.06,102.026,8430.319,7075,0.551,0.895,0.348008781,0.124901523,0.136095188,1
0.05,102.779,8137.539,6910,0.552,0.895,0.351555949,0.120042527,0.132519153,1
0.048,99.922,8138.262,6777.5,0.555,0.9,0.338097436,0.120054526,0.12964749,1
0.042,99.934,7864.857,6555,0.548,0.897,0.338153965,0.115517079,0.124825262,1
0.024,97.582,7595.97,6400.5,0.552,0.898,0.327074363,0.111054613,0.121476794,1
0.029,94.186,7453.777,6177.5,0.551,0.899,0.311076775,0.108694768,0.116643729,1
0.011,93.614,7190.723,6062,0.567,0.901,0.308382246,0.104329107,0.114140506,1
0.006,92.627,7114.882,5977.5,0.571,0.901,0.303732771,0.103070445,0.112309143,1
0.011,92.283,6929.907,5835.5,0.561,0.898,0.302112285,0.100000588,0.109231586,1
0.011,96.524,7212.796,6286,0.569,0.904,0.322090427,0.104695432,0.118995243,1
0.022,97.563,7338.818,6394.5,0.566,0.893,0.32698486,0.106786901,0.121346756,1
0.022,96.122,7230.337,6166,0.565,0.895,0.320196719,0.104986543,0.116394491,1
0.019,94.203,6899.464,5936,0.575,0.897,0.311156857,0.099495353,0.111409716,1
0.03,91.622,6953.383,5815,0.566,0.901,0.298998502,0.100390197,0.108787291,1
0.006,93.094,6605.618,5737.5,0.567,0.894,0.305932674,0.094618666,0.107107639,1
0.01,90.41,6657.697,5656,0.567,0.894,0.293289115,0.095482973,0.105341295,1
0.015,89.426,6698.818,5560,0.582,0.901,0.288653772,0.096165419,0.103260693,1
0.01,89.992,6373.182,5523.5,0.573,0.893,0.291320037,0.090761143,0.102469631,1
0.001,88.499,6425.534,5483,0.578,0.898,0.284286939,0.09162998,0.101591877,1
0.024,88.607,6202.891,5459.5,0.579,0.896,0.284795696,0.087934982,0.101082563,1
0.014,89.303,6254.525,5411,0.574,0.896,0.288074354,0.088791904,0.100031426,1
0.012,87.929,6286.805,5367.5,0.577,0.891,0.281601832,0.089327625,0.099088653,1
0.008,87.386,6240.618,5307,0.58,0.895,0.279043913,0.088561102,0.097777441,1
0.014,88.737,6150.715,5272.5,0.58,0.896,0.285408089,0.087069066,0.097029724,1
0.024,87.029,6079.726,5230,0.575,0.895,0.277362188,0.085890928,0.096108625,1
0.003,86.628,6107.806,5183,0.583,0.897,0.275473191,0.086356946,0.095089997,1
0.019,86.094,5976.378,5155.5,0.571,0.892,0.27295767,0.084175758,0.094493991,1
0.024,113.685,10563.411,9007.5,0.567,0.9,0.402931007,0.160302457,0.177978132,1
0.012,116.886,10374.293,9037.5,0.569,0.894,0.418010006,0.157163843,0.17862832,1
0.023,115.613,10607.616,9055,0.567,0.902,0.412013265,0.161036086,0.179007596,1
0.021,116.556,10400.822,8990,0.56,0.892,0.41645547,0.15760412,0.177598856,1
0.019,115.032,10492.884,9026.5,0.569,0.897,0.40927634,0.159131987,0.178389918,1
0.021,115.246,10424.313,8993.5,0.566,0.9,0.410284433,0.157993978,0.177674711,1
0.014,115.847,10322.812,9016,0.571,0.898,0.413115573,0.156309461,0.178162352,1
0.015,116.362,10270.46,8992,0.566,0.893,0.415541591,0.155440623,0.177642202,1
0.027,115.302,10464.285,8998,0.567,0.897,0.410548233,0.158657356,0.177772239,1
0.038,113.66,10708.022,8967.5,0.558,0.895,0.402813239,0.162702431,0.177111215,1
0.025,115.658,10421.151,8948,0.567,0.892,0.412225248,0.157941501,0.176688592,1
0.024,114.407,10427.417,8900,0.564,0.895,0.406332143,0.158045492,0.175648292,1
0.33,94.292,7926.229,6626.5,0.46,0.9,0.311576111,0.116535613,0.126374877,1
0.3,95.277,7944.558,6685.5,0.467,0.901,0.316216165,0.116839802,0.12765358,1
0.304,95.442,7923.044,6720,0.475,0.897,0.316993433,0.116482754,0.128401296,1
0.307,94.966,8019.798,6721.5,0.472,0.9,0.314751133,0.11808849,0.128433805,1
0.31,95.987,7960.787,6723,0.462,0.9,0.319560773,0.117109139,0.128466315,1
0.315,94.708,8175.545,6741,0.468,0.901,0.313535768,0.120673277,0.128856428,1
0.299,96.806,7809.402,6696,0.465,0.897,0.323418849,0.114596744,0.127881146,1
0.297,97.018,8035.986,6673,0.463,0.907,0.32441752,0.118357147,0.127382668,1
0.298,97.529,7759.456,6688.5,0.468,0.898,0.326824695,0.113767837,0.127718599,1
0.307,95.328,8027.097,6734,0.471,0.895,0.316456412,0.118209624,0.128704717,1
0.308,95.708,8028.821,6704.5,0.474,0.902,0.318246483,0.118238236,0.128065366,1
0.307,94.612,8228.085,6750.5,0.472,0.9,0.31308354,0.121545234,0.129062321,1
0.309,95.132,8102.31,6709.5,0.469,0.903,0.315533112,0.119457864,0.12817373,1
0.303,96.788,8003.628,6714,0.469,0.901,0.323334056,0.117820131,0.128271258,1
0.316,95.821,8244.423,6737.5,0.468,0.907,0.318778794,0.121816381,0.128780572,1
0.314,92.702,7960.316,6657.5,0.47,0.899,0.304086074,0.117101323,0.127046738,1
0.212,87.634,7010.876,6293.5,0.56,0.881,0.280212171,0.101344354,0.11915779,1
0.181,88.578,7186.97,6440,0.58,0.872,0.284659086,0.104266822,0.122332875,1
0.172,89.062,7224.918,6472.5,0.579,0.865,0.286939072,0.104896609,0.123037245,1
0.18,88.566,7275.552,6487.5,0.588,0.873,0.284602557,0.105736935,0.123362339,1
0.174,88.557,7279.247,6482.5,0.588,0.869,0.284560161,0.105798257,0.123253974,1
0.173,88.825,7217.206,6498,0.582,0.867,0.285822632,0.10476862,0.123589905,1
0.16,89.398,7281.864,6446.5,0.573,0.872,0.288521872,0.105841689,0.122473749,1
0.164,88.876,7269.492,6489,0.577,0.877,0.286062879,0.105636362,0.123394848,1
0.166,89.161,7212.405,6498.5,0.585,0.871,0.287405432,0.104688943,0.123600741,1
0.168,89.526,7169.441,6464.5,0.586,0.869,0.289124843,0.103975909,0.122863861,1
0.149,88.673,7272.747,6498,0.593,0.876,0.285106603,0.105690383,0.123589905,1
0.167,90.889,7043.593,6478,0.584,0.866,0.295545548,0.101887328,0.123156446,1
0.155,89.64,7108.481,6497,0.593,0.87,0.289661865,0.102964213,0.123568232,1
0.16,90.634,7177.592,6477,0.587,0.872,0.294344316,0.104111184,0.123134773,1
0.15,90.122,7152.499,6508.5,0.594,0.867,0.29193243,0.103694739,0.123817471,1
0.153,89.416,7092.963,6458,0.594,0.862,0.288606665,0.102706676,0.122722987,1
0.438,64.77,3855.671,3182.5,0.428,0.897,0.172506383,0.048980366,0.051733293,1
0.438,66.329,3838.745,3217.5,0.422,0.897,0.179850388,0.048699461,0.052491846,1
0.439,65.817,3814.881,3195,0.418,0.893,0.177438502,0.048303412,0.052004205,1
0.434,66.455,3821.287,3166,0.415,0.898,0.180443938,0.048409727,0.051375689,1
0.457,65.62,3877.523,3174.5,0.416,0.896,0.176510491,0.049343023,0.051559909,1
0.474,63.536,3807.404,3140,0.425,0.896,0.166693361,0.048179324,0.050812193,1
0.474,63.68,3756.64,3097,0.415,0.895,0.167371704,0.047336841,0.049880257,1
0.452,63.855,3672.632,3046.5,0.413,0.893,0.168196079,0.045942639,0.048785774,1
0.452,65.158,3637.911,3027,0.415,0.896,0.17433414,0.045366407,0.048363152,1
0.46,62.88,3558.992,2987.5,0.419,0.895,0.163603132,0.044056662,0.047507071,1
0.456,62.428,3499.141,2923,0.42,0.895,0.161473889,0.043063371,0.046109167,1
0.46,61.839,3410.635,2875,0.418,0.897,0.158699277,0.041594519,0.045068866,1
0.465,62.321,3510.66,2855,0.42,0.903,0.160969842,0.043254541,0.044635407,1
0.467,60.707,3384.149,2815,0.44,0.893,0.153366748,0.041154956,0.04376849,1
0.457,61.079,3267.465,2755,0.426,0.889,0.155119134,0.039218461,0.042468114,1
0.468,59.442,3230.102,2697,0.422,0.886,0.147407694,0.038598382,0.041211084,1
0.49,57.216,3216.898,2684.5,0.425,0.884,0.136921642,0.038379248,0.040940172,1
0.48,57.238,3149.079,2671.5,0.439,0.888,0.137025278,0.037253719,0.040658424,1
0.466,59.868,3167.384,2635.5,0.422,0.889,0.149414458,0.03755751,0.039878198,1
0.475,59.54,3249.479,2625.5,0.421,0.898,0.147869344,0.038919964,0.039661469,1
0.481,58.129,3235.527,2623.5,0.42,0.895,0.141222525,0.038688416,0.039618123,1
0.467,59.946,3191.319,2594.5,0.427,0.901,0.149781894,0.037954737,0.038989608,1
0.482,59.133,3225.918,2585,0.425,0.896,0.145952083,0.038528944,0.038783715,1
0.47,57.725,3086.791,2562,0.421,0.888,0.139319396,0.036219983,0.038285237,1
0.478,58.414,3117.621,2588.5,0.431,0.891,0.142565079,0.03673164,0.03885957,1
0.482,57.958,3040.324,2560.5,0.426,0.89,0.140416992,0.035448814,0.038252728,1
0.494,57.259,3088.064,2559,0.421,0.886,0.137124203,0.03624111,0.038220219,1
0.501,56.851,3060.715,2559,0.432,0.884,0.135202231,0.035787224,0.038220219,1
0.503,57.692,3089.844,2551.5,0.419,0.886,0.139163942,0.036270651,0.038057672,1
0.497,58.557,3133.883,2566,0.427,0.892,0.143238711,0.037001525,0.038371929,1
0.496,58,3130.934,2547.5,0.424,0.893,0.140614843,0.036952583,0.03797098,1
0.469,58.354,2987.371,2528,0.421,0.888,0.142282436,0.034570002,0.037548358,1
0.488,57.225,3031.857,2509,0.429,0.889,0.136964038,0.035308295,0.037136572,1
0.486,56.829,3067.145,2521.5,0.431,0.884,0.135098595,0.035893937,0.037407484,1
0.489,57.501,3012.731,2508.5,0.429,0.885,0.138264196,0.034990879,0.037125736,1
0.512,55.068,3004.657,2526,0.426,0.88,0.126803026,0.034856882,0.037505012,1
0.503,55.556,2992.449,2483.5,0.424,0.885,0.129101855,0.034654277,0.036583912,1
0.508,56.919,3113.407,2504,0.417,0.892,0.13552256,0.036661704,0.037028207,1
0.491,57.361,2985.281,2491.5,0.431,0.883,0.137604696,0.034535317,0.036757296,1
0.49,56.131,2932.99,2487,0.425,0.881,0.131810516,0.033667492,0.036659767,1
0.49,55.731,2930.734,2495.5,0.432,0.886,0.12992623,0.033630051,0.036843987,1
0.498,57.135,2999.864,2478,0.418,0.887,0.136540074,0.034777337,0.036464711,1
0.495,57.079,3011.926,2485,0.425,0.892,0.136276274,0.034977519,0.036616422,1
0.506,58.689,3107.161,2490.5,0.42,0.904,0.143860525,0.036558045,0.036735623,1
0.492,56.687,2979.08,2479.5,0.424,0.897,0.134429674,0.034432404,0.03649722,1
0.503,57.103,3062.061,2498.5,0.421,0.89,0.136389331,0.035809563,0.036909006,1
0.484,58.454,3035.21,2476,0.423,0.898,0.142753507,0.035363942,0.036421365,1
0.5,58.363,3104.493,2485.5,0.425,0.898,0.142324832,0.036513767,0.036627258,1
0.497,57.942,3071.487,2499.5,0.427,0.898,0.140341621,0.035965997,0.036930679,1
0.498,56.735,2985.28,2494.5,0.421,0.889,0.134655788,0.0345353,0.036822314,1
0.502,57.919,3077.741,2501,0.427,0.889,0.140233275,0.036069789,0.036963189,1
0.507,56.491,2990.814,2494,0.426,0.886,0.133506374,0.034627143,0.036811478,1
0.494,58.843,3104.726,2495.5,0.421,0.901,0.144585975,0.036517634,0.036843987,1
0.071,96.223,6768.039,5703.5,0.553,0.907,0.320672502,0.097314216,0.106370759,1
0.047,94.478,7225.531,5911.5,0.553,0.908,0.312452304,0.104906783,0.110878729,1
0.103,93.357,7240.542,6040,0.549,0.904,0.307171593,0.105155906,0.113663701,1
0.12,93.143,7475.162,6066.5,0.555,0.909,0.306163499,0.109049675,0.114238034,1
0.115,92.503,7508.911,6072.5,0.54,0.904,0.303148642,0.109609776,0.114368071,1
0.134,93.748,7201.941,6058,0.546,0.909,0.309013482,0.104515282,0.114053814,1
0.13,94.523,7251.12,6050.5,0.538,0.904,0.312664286,0.105331459,0.113891267,1
0.127,92.97,7180.693,6034.5,0.552,0.907,0.305348546,0.104162648,0.1135445,1
0.12,94.179,7192.102,5993.5,0.556,0.909,0.3110438,0.104351993,0.11265591,1
0.063,94.981,7157.835,5987.5,0.552,0.906,0.314821794,0.103783295,0.112525872,1
0.026,95.425,7311.946,5958.5,0.557,0.905,0.316913351,0.106340932,0.111897357,1
0.003,96.807,7270.467,5884.5,0.567,0.91,0.323423559,0.105652544,0.11029356,1
0.028,94.634,7162.902,5866,0.561,0.907,0.313187176,0.103867388,0.109892611,1
0.022,95.823,7068.472,5819.5,0.565,0.912,0.318788216,0.102300221,0.108884819,1
0.035,97.648,6841.266,5744.5,0.55,0.912,0.327385271,0.098529496,0.107259349,1
0.078,97.915,7127.415,5704,0.534,0.914,0.328643031,0.103278443,0.106381595,1
0.118,96.115,7356.256,5651.5,0.518,0.918,0.320163744,0.107076303,0.105243766,1
0.111,96.695,6973.429,5580.5,0.512,0.921,0.322895959,0.100722881,0.103704988,1
0.117,97.839,7008.185,5602,0.51,0.909,0.328285017,0.101299694,0.104170956,1
0.125,98.317,6884.93,5615.5,0.508,0.902,0.330536739,0.099254146,0.104463541,1
0.122,99.812,6841.758,5623.5,0.501,0.898,0.337579258,0.098537661,0.104636924,1
0.082,99.134,6874.278,5540.5,0.494,0.901,0.334385393,0.099077365,0.102838071,1
0.068,98.986,7308.843,5592,0.506,0.912,0.333688207,0.106289434,0.103954227,1
0.033,101.051,7232.917,5787.5,0.532,0.919,0.343415834,0.105029361,0.108191285,1
0.015,101.158,7185.621,5858,0.538,0.913,0.34391988,0.104244434,0.109719227,1
0.01,99.297,7194.324,5891.5,0.545,0.913,0.33515324,0.104388869,0.11044527,1
0.011,100.635,7314.443,5884,0.541,0.916,0.341456176,0.106382372,0.110282723,1
0.009,100.079,7295.348,5878.5,0.54,0.917,0.338837019,0.10606547,0.110163522,1
0.019,98.777,7404.849,5883.5,0.541,0.916,0.332703668,0.107882756,0.110271887,1
0.025,99.539,7390.31,5842.5,0.537,0.918,0.336293233,0.107641466,0.109383297,1
0.017,101.64,7174.246,5837.5,0.529,0.907,0.346190445,0.104055654,0.109274932,1
0.041,99.187,7256.09,5809.5,0.526,0.912,0.334635061,0.105413942,0.10866809,1
0.049,98.954,7302.763,5806,0.534,0.921,0.333537464,0.10618853,0.108592235,1
0.044,99.358,7276.147,5788,0.524,0.918,0.335440593,0.105746809,0.108202122,1
0.052,98.029,7474.07,5813.5,0.527,0.92,0.329180053,0.109031552,0.108754782,1
0.037,99.383,7313.579,5833.5,0.528,0.916,0.335558361,0.106368033,0.10918824,1
0.035,100.16,7233.211,5821.5,0.535,0.915,0.339218587,0.105034241,0.108928165,1
0.029,100.374,7357.558,5849.5,0.53,0.914,0.34022668,0.107097911,0.109535007,1
0.044,98.902,7406.273,5837,0.532,0.912,0.333292507,0.107906389,0.109264096,1
0.039,98.079,7448.44,5838,0.529,0.915,0.329415589,0.108606195,0.109285768,1
0.036,98.924,7368.128,5820.5,0.538,0.917,0.333396143,0.107273332,0.108906492,1
0.053,97.779,7512.989,5807.5,0.534,0.915,0.328002374,0.109677454,0.108624744,1
0.044,96.995,7448.871,5851.5,0.538,0.917,0.324309174,0.108613348,0.109578353,1
0.038,96.795,7441.07,5832,0.547,0.921,0.323367031,0.108483882,0.109155731,1
0.016,98.953,7285.653,5863.5,0.542,0.917,0.333532754,0.105904571,0.109838428,1
0.02,98.746,7287.81,5868,0.543,0.916,0.332557636,0.105940369,0.109935956,1
0.009,99.192,7092.387,5897,0.554,0.914,0.334658614,0.102697116,0.110564472,1
0.024,96.67,7348.911,5867,0.546,0.909,0.322778191,0.106954405,0.109914284,1
0.015,98.605,7284.465,5872.5,0.543,0.912,0.331893425,0.105884855,0.110033485,1
0.006,99.666,7158.021,5852,0.541,0.913,0.336891493,0.103786382,0.10958919,1
0.011,98.465,7241.053,5862.5,0.542,0.913,0.331233925,0.105164387,0.109816755,1
0.017,97.35,7330.841,5859.5,0.545,0.913,0.325981477,0.106654514,0.109751737,1
0.039,65.201,3332.129,2702.5,0.515,0.901,0.174536701,0.040291629,0.041330285,1
0.04,65.055,3391.563,2774.5,0.524,0.898,0.173848937,0.041277999,0.042890736,1
0.032,66.874,3487.28,2827.5,0.509,0.906,0.182417727,0.042866525,0.044039401,1
0.017,67.61,3587.906,2908.5,0.53,0.905,0.185884814,0.044536521,0.045794909,1
0.012,68.748,3739.769,2987,0.53,0.911,0.191245607,0.047056849,0.047496234,1
0,69.591,3823.268,3055.5,0.527,0.91,0.19521674,0.048442604,0.04898083,1
0.005,70.49,3988.185,3135.5,0.511,0.909,0.199451673,0.051179577,0.050714665,1
0.005,72.017,3988.608,3190,0.511,0.911,0.206644935,0.051186597,0.05189584,1
0.004,72.873,4155.317,3289.5,0.509,0.909,0.210677307,0.053953311,0.054052297,1
0.001,74.784,4197.032,3403,0.522,0.913,0.219679483,0.054645615,0.056512175,1
0.006,74.366,4376.568,3469,0.518,0.91,0.217710404,0.057625207,0.057942588,1
0.013,75.478,4240.787,3552,0.522,0.914,0.222948719,0.055371776,0.059741442,1
0.011,74.978,4618.27,3637.5,0.53,0.912,0.220593362,0.061636509,0.061594478,1
0.009,77.686,4608.444,3715.5,0.524,0.91,0.233349978,0.061473436,0.063284967,1
0.005,77.845,4726.827,3743,0.523,0.915,0.234098982,0.063438128,0.063880972,1
0.008,79.405,4740.825,3809.5,0.519,0.904,0.241447697,0.06367044,0.065322222,1
0.013,78.509,4801.707,3813.5,0.524,0.911,0.237226896,0.064680841,0.065408914,1
0.01,79.478,4716.706,3816.5,0.516,0.911,0.241791579,0.063270159,0.065473933,1
0.011,79.054,4764.39,3842.5,0.524,0.909,0.239794236,0.064061526,0.066037429,1
0.007,79.234,4840.313,3834,0.519,0.911,0.240642165,0.065321549,0.065853209,1
0,79.77,4730.938,3849.5,0.521,0.911,0.243167108,0.063506354,0.06618914,1
0.011,78.258,4811.907,3817.5,0.52,0.909,0.236044507,0.064850121,0.065495606,1
0.009,78.077,4769.935,3836,0.519,0.916,0.235191867,0.064153551,0.065896555,1
0.003,79.406,4695.626,3809,0.519,0.915,0.241452408,0.062920314,0.065311386,1
0.018,78.514,4778.313,3823,0.521,0.907,0.23725045,0.064292593,0.065614807,1
0.019,77.67,4721.427,3800.5,0.522,0.906,0.233274606,0.063348509,0.065127166,1
0.026,77.37,4668.276,3750.5,0.525,0.908,0.231861392,0.062466412,0.064043519,1
0.009,77.189,4443.76,3665.5,0.521,0.911,0.231008753,0.058740329,0.06220132,1
0.019,76.105,4409.46,3582.5,0.522,0.914,0.225902337,0.058171084,0.060402466,1
0.018,75.588,4343.804,3505.5,0.515,0.912,0.223466898,0.057081453,0.05873365,1
0.034,74.81,4354.962,3426.5,0.512,0.908,0.219801962,0.057266632,0.057021489,1
0.033,73.685,4205.301,3323,0.504,0.906,0.214502407,0.054782848,0.05477834,1
0.023,73.279,4015.054,3229.5,0.513,0.918,0.212589857,0.051625497,0.052751921,1
0.024,71.128,3825.7,3111.5,0.517,0.913,0.202457109,0.048482965,0.050194515,1
0.024,70.022,3719.687,3008,0.523,0.906,0.197247058,0.046723567,0.047951366,1
0.026,68.429,3617.124,2917.5,0.512,0.913,0.189742889,0.045021424,0.045989965,1
0.031,66.506,3605.288,2838,0.528,0.905,0.180684184,0.044824993,0.044266967,1
0.036,65.291,3579.105,2780,0.527,0.914,0.174960666,0.044390459,0.043009937,1
0.025,66.494,3443.794,2732.5,0.522,0.904,0.180627656,0.042144828,0.041980473,1
0.025,65.309,3477.587,2664.5,0.52,0.908,0.175045458,0.042705659,0.040506713,1
0.008,65.555,3336.216,2677,0.539,0.903,0.176204294,0.040359457,0.040777625,1
0.012,65.949,3235.096,2606,0.536,0.91,0.178060316,0.038681263,0.039238847,1
0.019,66.234,3151.507,2585,0.549,0.919,0.17940287,0.037294014,0.038783715,1
0.001,64.471,3270.078,2561,0.532,0.913,0.171097879,0.039261826,0.038263565,1
0.018,65.165,3173.066,2574,0.535,0.916,0.174367115,0.037651809,0.038545313,1
0.022,64.481,3108.16,2569.5,0.527,0.908,0.171144986,0.036574625,0.038447784,1
0.004,64.307,3196.487,2564,0.531,0.91,0.170325322,0.038040505,0.038328583,1
0.013,63.461,3136.118,2552,0.54,0.907,0.166340057,0.037038617,0.038068508,1
0.011,64.111,3073.71,2520,0.528,0.914,0.169402022,0.03600289,0.037374974,1
0.005,63.783,3124.306,2491,0.527,0.912,0.167856907,0.036842585,0.036746459,1
0.016,63.675,3031.865,2467,0.527,0.912,0.16734815,0.035308428,0.036226309,1
0.005,63.261,3022.671,2458,0.537,0.917,0.165397914,0.035155844,0.036031252,1
0.003,63.883,2966.561,2452,0.529,0.904,0.168327979,0.034224638,0.035901215,1
0.011,63.648,2980.444,2434.5,0.537,0.913,0.167220961,0.034455041,0.035521938,1
0.008,61.799,3040.675,2443.5,0.539,0.911,0.158510849,0.035454639,0.035716995,1
0.011,62.25,3025.365,2397.5,0.517,0.914,0.160635381,0.035200553,0.03472004,1
0.012,61.87,3019.175,2400.5,0.523,0.904,0.15884531,0.035097824,0.034785059,1
0.007,62.112,2946.317,2408,0.537,0.911,0.159985303,0.033888668,0.034947606,1
0.004,61.798,2966.626,2412,0.537,0.908,0.158506138,0.034225717,0.035034297,1
0.009,63.015,3035.104,2436.5,0.519,0.899,0.164239078,0.035362182,0.035565284,1
0.005,62.286,2961.272,2427,0.541,0.903,0.160804967,0.034136862,0.035359391,1
0.012,62.203,2940.691,2405,0.536,0.906,0.160413978,0.033795298,0.034882587,1
0.024,61.905,3057.344,2423,0.528,0.909,0.159010185,0.035731279,0.0352727,1
0.022,62.104,3000.508,2384,0.519,0.901,0.159947617,0.034788025,0.034427455,1
0.019,61.871,3040.618,2394.5,0.517,0.908,0.15885002,0.035453693,0.034655021,1
0.028,61.051,3028.328,2396,0.522,0.904,0.154987234,0.035249727,0.03468753,1
0.027,61.578,3003.176,2373,0.512,0.913,0.157469781,0.034832303,0.034189053,1
0.025,61.978,3009.291,2398.5,0.516,0.904,0.159354067,0.034933788,0.034741713,1
0.004,63.879,2874.604,2373.5,0.512,0.907,0.168309136,0.032698514,0.034199889,1
0.031,62.612,3001.03,2381,0.507,0.909,0.16234066,0.034796688,0.034362436,1
0.025,62.171,2983.658,2386,0.52,0.907,0.160263235,0.034508381,0.034470801,1
