angle_90,r,area_ellipse,area_contour,scale,eccentricity,norm_r,norm_area_ellipse,norm_area_contour,label
0.072,112.027,16134.415,13182,0.043,0.868,0.242172419,0.080164435,0.083412298,1
0.077,112.593,16194.857,13188.5,0.043,0.866,0.245503555,0.080973629,0.083522285,1
0.073,112.909,16386.705,13252,0.043,0.87,0.247363341,0.08354208,0.084596771,1
0.072,113.086,16303.25,13222,0.043,0.868,0.248405057,0.082424789,0.08408914,1
0.068,112.595,16113.263,13191,0.043,0.873,0.245515326,0.079881253,0.083564588,1
0.078,114.56,16232.382,13356,0.043,0.872,0.257080136,0.081476012,0.08635656,1
0.076,114.428,16508.237,13438.5,0.044,0.867,0.256303263,0.085169145,0.087752547,1
0.072,114.434,16620.202,13570,0.044,0.868,0.256338575,0.086668127,0.089977664,1
0.073,115.378,16385.575,13528,0.044,0.871,0.261894392,0.083526952,0.08926698,1
0.067,115.852,16634.615,13649,0.044,0.87,0.264684072,0.086861087,0.091314427,1
0.057,114.462,16614.779,13602,0.044,0.87,0.256503366,0.086595524,0.090519138,1
0.051,116.708,16534.961,13662.5,0.044,0.874,0.269721974,0.085526924,0.091542861,1
0.057,115.494,16639.942,13560.5,0.044,0.871,0.262577099,0.086932405,0.089816914,1
0.061,116.509,16667.82,13578,0.044,0.873,0.268550779,0.087305634,0.090113033,1
0.061,115.111,16846.699,13593.5,0.044,0.87,0.260322991,0.089700457,0.090375309,1
0.067,116.026,16976.198,13706.5,0.045,0.872,0.265708131,0.091434183,0.092287387,1
0.057,115.671,16839.11,13667.5,0.044,0.871,0.263618814,0.089598856,0.091627466,1
0.04,115.511,17014.965,13669.5,0.044,0.875,0.262677151,0.091953194,0.091661308,1
0.045,116.848,17088.484,13733.5,0.045,0.868,0.27054593,0.092937463,0.092744255,1
0.026,116.813,17063.037,13755.5,0.045,0.869,0.270339941,0.09259678,0.093116518,1
0.019,118.398,17020.982,13843.5,0.045,0.872,0.279668299,0.092033749,0.09460557,1
0.002,118.129,16736.601,13784.5,0.045,0.874,0.278085126,0.088226471,0.093607229,1
0.016,116.845,16859.919,13747.5,0.045,0.868,0.270528273,0.089877446,0.09298115,1
0.03,116.617,16756.573,13812,0.045,0.871,0.269186402,0.088493855,0.094072557,1
0.022,118.721,16663.634,13898.5,0.045,0.872,0.281569283,0.087249592,0.095536228,1
0.036,117.277,16796.54,13892,0.045,0.876,0.273070766,0.089028931,0.095426241,1
0.031,116.973,16801.241,13883,0.045,0.87,0.271281605,0.089091868,0.095273952,1
0.03,117.733,16878.088,14029,0.046,0.873,0.275754508,0.090120692,0.097744425,1
0.023,117.996,17035.419,13959.5,0.045,0.877,0.277302368,0.092227031,0.096568412,1
0.016,118.404,17094.988,14005.5,0.046,0.873,0.279703611,0.093024538,0.09734678,1
0.024,117.063,17557.98,14035.5,0.046,0.872,0.271811291,0.099223052,0.097854411,1
0.003,118.405,17616.687,13904.5,0.045,0.877,0.279709497,0.100009018,0.095637754,1
0.003,116.604,17926.272,13806,0.045,0.88,0.269109892,0.104153727,0.093971031,1
0.006,113.463,17965.628,13583.5,0.044,0.897,0.250623852,0.104680623,0.090206098,1
0.007,111.115,18239.099,13483,0.044,0.902,0.236804934,0.108341839,0.088505533,1
0.006,108.517,19256.603,13417.5,0.044,0.9,0.221514666,0.121964132,0.087397205,1
0.015,109.102,18704.743,13370.5,0.044,0.902,0.224957625,0.114575858,0.086601915,1
0.024,110.396,18967.481,13407,0.044,0.891,0.232573332,0.118093381,0.087219534,1
0.029,106.849,19123.481,13347.5,0.043,0.901,0.21169782,0.120181901,0.086212731,1
0.059,117.258,17358.863,13188.5,0.043,0.884,0.272958943,0.096557283,0.083522285,1
0.069,119.011,17563.93,13203.5,0.043,0.875,0.283276049,0.09930271,0.083776101,1
0.025,101.871,20062.483,13175.5,0.043,0.913,0.182400301,0.132753213,0.083302311,1
0.082,119.102,17775.126,13122.5,0.043,0.87,0.28381162,0.102130192,0.082405496,1
0.029,105.363,18870.039,13077,0.043,0.905,0.202952116,0.116788832,0.081635588,1
0.041,111.643,18507.884,13180,0.043,0.886,0.239912425,0.111940319,0.083378456,1
0.026,106.151,18738.964,13110.5,0.043,0.906,0.207589811,0.115034007,0.082202443,1
0.021,107.221,18630.677,13249,0.043,0.909,0.213887189,0.113584266,0.084546008,1
0.019,110.22,17767.214,13091.5,0.043,0.903,0.231537502,0.102024266,0.081880944,1
0.021,111.623,17696.655,13229.5,0.043,0.895,0.239794717,0.101079626,0.084216048,1
0.016,112.659,17500.833,13263.5,0.043,0.891,0.245891991,0.098457971,0.084791363,1
0.009,113.745,17354.893,13257.5,0.043,0.895,0.252283535,0.096504133,0.084689837,1
0.007,113.265,17031.081,13304.5,0.043,0.892,0.249458543,0.092168954,0.085485126,1
0.001,112.858,17049.614,13336.5,0.043,0.893,0.247063186,0.092417073,0.0860266,1
0,113.397,17436.401,13368,0.044,0.89,0.250235416,0.097595358,0.086559613,1
0.005,114.09,16870.392,13307,0.043,0.89,0.254313998,0.090017658,0.085527429,1
0.005,114.503,16275.869,13210,0.043,0.889,0.256744668,0.082058214,0.083886088,1
0.012,114.827,16236.271,13355.5,0.043,0.886,0.258651537,0.081528078,0.0863481,1
0.028,114.613,15832.85,13321.5,0.043,0.881,0.257392062,0.076127097,0.085772784,1
0.04,113.346,15202.699,13232.5,0.043,0.877,0.249935261,0.067690667,0.084266811,1
0.049,110.204,14757.656,13064,0.043,0.874,0.231443335,0.061732454,0.081415615,1
0.06,107.896,14665.927,13118.5,0.043,0.866,0.217859833,0.06050439,0.082337812,1
0.071,107.384,15026.62,13157.5,0.043,0.86,0.214846509,0.06533333,0.082997733,1
0.068,106.714,15270.65,13156.5,0.043,0.853,0.210903291,0.068600392,0.082980812,1
0.065,107.215,14564.844,13193,0.043,0.864,0.213851876,0.059151096,0.08359843,1
0.067,107.833,15165.051,13252.5,0.043,0.861,0.217489053,0.067186638,0.084605232,1
0.064,108.757,15003.305,13229.5,0.043,0.87,0.222927162,0.06502119,0.084216048,1
0.055,112.05,15493.161,13156.5,0.043,0.869,0.242307783,0.071579358,0.082980812,1
0.05,113.505,15918.995,13437.5,0.044,0.876,0.250871039,0.077280402,0.087735626,1
0.029,115.456,16412.393,13519,0.044,0.884,0.262353454,0.08388599,0.089114691,1
0.046,113.965,16097.623,13361.5,0.043,0.883,0.253578323,0.079671865,0.086449626,1
0.041,114.66,16315.245,13541.5,0.044,0.885,0.257668676,0.082585378,0.089495414,1
0.029,112.18,17627.114,13426,0.044,0.891,0.243072885,0.100148614,0.087541034,1
0.029,112.617,17038.489,13402.5,0.044,0.886,0.245644804,0.092268132,0.087143389,1
0.031,113.157,17209.491,13475.5,0.044,0.889,0.24882292,0.094557498,0.088378625,1
0.036,114.615,16874.574,13440.5,0.044,0.889,0.257403833,0.090073646,0.087786389,1
0.038,115.172,16300.469,13422.5,0.044,0.887,0.260682,0.082387557,0.08748181,1
0.055,114.432,16508.783,13466,0.044,0.884,0.256326804,0.085176455,0.088217875,1
0.068,113.285,16453.8,13386.5,0.044,0.882,0.249576251,0.084440345,0.086872652,1
0.067,113.77,16074.861,13336.5,0.043,0.88,0.25243067,0.079367129,0.0860266,1
0.077,113.473,15996.795,13325.5,0.043,0.882,0.250682706,0.078321985,0.085840468,1
0.075,113.877,15992.929,13447,0.044,0.884,0.253060408,0.078270227,0.087896376,1
0.087,113.053,16057.965,13449.5,0.044,0.885,0.248210839,0.079140926,0.087938678,1
0.091,113.254,16260.798,13454,0.044,0.884,0.249393804,0.081856444,0.088014823,1
0.099,112.312,16007.371,13456.5,0.044,0.889,0.243849758,0.078463576,0.088057125,1
0.103,112.326,16193.105,13545,0.044,0.886,0.243932153,0.080950173,0.089554638,1
0.106,111.664,16183.343,13531.5,0.044,0.88,0.240036019,0.08081948,0.089326204,1
0.113,110.892,16086.17,13546,0.044,0.883,0.23549249,0.079518533,0.089571559,1
0.113,110.695,16249.33,13654.5,0.044,0.88,0.234333067,0.081702911,0.091407493,1
0.13,107.909,16737.675,13578,0.044,0.874,0.217936344,0.088240849,0.090113033,1
0.113,109.78,16309.461,13734,0.045,0.88,0.228947926,0.082507942,0.092752716,1
0.139,109.464,16518.543,13739,0.045,0.873,0.22708814,0.085307121,0.092837321,1
0.145,109.528,16498.572,13721,0.045,0.877,0.227464805,0.08503975,0.092532742,1
0.144,110.638,16189.475,13756.5,0.045,0.879,0.233997599,0.080901575,0.093133439,1
0.157,109.714,16858.276,13820.5,0.045,0.872,0.22855949,0.089855449,0.094216386,1
0.15,110.477,16161.802,13779,0.045,0.879,0.233050049,0.08053109,0.093514163,1
0.16,111.163,16069.108,13819,0.045,0.879,0.237087433,0.079290108,0.094191005,1
0.168,110.008,16070.793,13743,0.045,0.877,0.230289797,0.079312666,0.092905005,1
0.167,110.874,16649.694,13890.5,0.045,0.877,0.235386553,0.087062964,0.09540086,1
0.171,111.196,16572.864,13973,0.045,0.875,0.237281652,0.086034368,0.096796846,1
0.168,112.336,16795.657,14048,0.046,0.875,0.243991007,0.089017109,0.098065924,1
0.166,110.818,16540.482,13801.5,0.045,0.872,0.235056971,0.085600839,0.093894886,1
0.169,111.948,16373.266,13989.5,0.046,0.877,0.241707472,0.08336216,0.097076043,1
0.158,111.235,16221.034,13982.5,0.046,0.88,0.237511182,0.081324085,0.096957596,1
0.143,111.112,16298.511,13951.5,0.045,0.882,0.236787278,0.082361344,0.096433043,1
0.144,109.129,16739.182,13851.5,0.045,0.878,0.225116531,0.088261025,0.094740939,1
0.133,109.136,16728.919,13924,0.045,0.876,0.225157729,0.088123624,0.095967715,1
0.124,110.55,16435.771,13830.5,0.045,0.884,0.233479684,0.084198974,0.094385597,1
0.112,112.749,16484.377,13804,0.045,0.889,0.246421677,0.084849708,0.093937189,1
0.108,112.67,16670.636,13821,0.045,0.889,0.245956731,0.087343335,0.094224847,1
0.101,113.108,17340.345,13843,0.045,0.889,0.248534536,0.096309365,0.09459711,1
0.094,113.613,17198.629,13801.5,0.045,0.893,0.251506662,0.094412078,0.093894886,1
0.082,115.052,16914.296,13751,0.045,0.892,0.259975752,0.090605442,0.093040374,1
0.075,115.123,16660.991,13487,0.044,0.894,0.260393616,0.087214208,0.088573217,1
0.066,115.167,16925.392,13476.5,0.044,0.901,0.260652573,0.090753995,0.088395546,1
0.06,114.568,17300.741,13451.5,0.044,0.896,0.257127219,0.095779149,0.08797252,1
0.051,115.317,17363.275,13555.5,0.044,0.895,0.261535383,0.096616351,0.089732309,1
0.042,115.501,17255.343,13606,0.044,0.896,0.262618297,0.095171363,0.090586822,1
0.041,115.763,17606.832,13785,0.045,0.895,0.264160271,0.09987708,0.093615689,1
0.042,114.833,17819.782,13670,0.044,0.895,0.25868685,0.102728044,0.091669769,1
0.042,115.185,17787.711,13659,0.044,0.895,0.26075851,0.102298679,0.091483637,1
0.038,115.718,17562.546,13632.5,0.044,0.895,0.263895428,0.099284181,0.09103523,1
0.037,113.274,18144.149,13690,0.045,0.895,0.249511512,0.107070653,0.09200819,1
0.025,116.103,17613.573,13641,0.044,0.892,0.266161307,0.099967328,0.091179059,1
0.026,115.085,17794.473,13588.5,0.044,0.896,0.26016997,0.102389208,0.090290704,1
0.02,114.544,17860.318,13489,0.044,0.895,0.256985969,0.103270738,0.088607059,1
0.013,114.807,17458.992,13423.5,0.044,0.896,0.258533829,0.097897805,0.087498731,1
0.016,113.045,17901.494,13374,0.044,0.894,0.248163755,0.103822,0.086661139,1
0.004,113.536,17488.353,13407.5,0.044,0.899,0.251053487,0.098290889,0.087227994,1
0.004,112.152,17909.956,13306,0.043,0.899,0.242908094,0.103935289,0.085510508,1
0.003,111.605,18010.626,13323.5,0.043,0.898,0.23968878,0.105283054,0.085806626,1
0.005,109.943,18410.95,13330.5,0.043,0.901,0.229907246,0.110642572,0.085925074,1
0.018,112.026,18037.059,13256.5,0.043,0.897,0.242166533,0.105636937,0.084672916,1
0.028,112.996,18136.763,13369,0.044,0.893,0.247875371,0.10697177,0.086576534,1
0.024,110.097,18331.135,13227,0.043,0.904,0.230813598,0.109574012,0.084173745,1
0.033,110.636,18144.468,13268.5,0.043,0.903,0.233985828,0.107074924,0.084875969,1
0.044,110.175,18315.737,13291,0.043,0.898,0.231272659,0.109367865,0.085256692,1
0.043,108.294,18741.952,13290.5,0.043,0.9,0.220202222,0.11507401,0.085248232,1
0.054,110.292,18278.272,13320.5,0.043,0.897,0.231961251,0.108866285,0.085755863,1
0.058,109.717,18111.747,13356,0.043,0.898,0.228577146,0.106636857,0.08635656,1
0.066,110.154,18288.947,13378.5,0.044,0.898,0.231149065,0.109009201,0.086737284,1
0.067,108.855,18709.234,13377,0.044,0.895,0.223503931,0.114635983,0.086711902,1
0.068,108.875,18009.088,13300,0.043,0.898,0.223621639,0.105262463,0.085408982,1
0.079,110.966,17841.387,13293,0.043,0.892,0.23592801,0.103017291,0.085290534,1
0.084,109.359,18491.308,13322.5,0.043,0.892,0.226470173,0.1117184,0.085789705,1
0.098,111.897,17796.117,13354,0.043,0.89,0.241407317,0.102411218,0.086322718,1
0.088,108.189,18495.808,13228.5,0.043,0.891,0.219584255,0.111778646,0.084199127,1
0.105,112.149,18098.135,13400,0.044,0.886,0.242890437,0.10645462,0.087101086,1
0.104,110.573,17984.186,13428.5,0.044,0.892,0.233615048,0.104929076,0.087583336,1
0.103,108.919,18478.783,13397.5,0.044,0.889,0.223880597,0.111550716,0.087058784,1
0.1,107.98,18423.475,13457.5,0.044,0.899,0.218354207,0.110810256,0.088074046,1
0.106,108.078,18276.489,13393.5,0.044,0.895,0.218930976,0.108842414,0.0869911,1
0.106,108.984,18089.956,13402.5,0.044,0.901,0.224263148,0.10634512,0.087143389,1
0.116,111.408,17936.887,13373,0.044,0.89,0.238529356,0.10429584,0.086644218,1
0.122,111.736,17969.59,13422,0.044,0.893,0.240459767,0.104733666,0.087473349,1
0.103,106.923,18539.311,13359,0.043,0.896,0.21213334,0.112361062,0.086407323,1
0.112,109.481,17915.987,13388,0.044,0.901,0.227188192,0.104016032,0.086898034,1
0.019,98.792,17047.439,14425,0.047,0.894,0.164279156,0.092387954,0.104445159,2
0.016,103.083,18132.061,15555.5,0.051,0.896,0.189533406,0.10690882,0.123574402,2
0.019,104.862,17870.567,15546.5,0.051,0.898,0.200003531,0.103407951,0.123422112,2
0.023,106.887,18387.206,15876,0.052,0.896,0.211921465,0.110324688,0.128997597,2
0.022,107.511,18881.233,16132,0.053,0.89,0.215593955,0.116938697,0.133329385,2
0.02,107.181,18823.131,16186.5,0.053,0.895,0.213651773,0.11616083,0.134251582,2
0.02,107.966,19278.425,16466,0.054,0.894,0.218271811,0.122256284,0.138981015,2
0.024,108.695,19319.575,16802,0.055,0.903,0.222562268,0.122807198,0.144666486,2
0.021,110.254,19985.467,17125,0.056,0.894,0.231737605,0.131722127,0.150131984,2
0.022,108.528,19661.578,16974.5,0.055,0.902,0.221579406,0.127385917,0.147585367,2
0.019,108.742,19898.758,16829,0.055,0.894,0.222838881,0.130561271,0.145123354,2
0.019,107.395,19754.264,17120.5,0.056,0.906,0.214911248,0.128626792,0.150055839,2
0.016,110.646,20200.278,17475,0.057,0.9,0.234044682,0.134598006,0.15605435,2
0.017,111.416,20755.188,17699.5,0.058,0.892,0.23857644,0.142027113,0.159853125,2
0.015,111.242,20992.342,17939.5,0.058,0.897,0.23755238,0.145202119,0.163914176,2
0.015,112.093,21230.648,18313.5,0.06,0.9,0.242560855,0.148392548,0.170242648,2
0.011,113.541,21715.599,18666,0.061,0.892,0.251082914,0.154885047,0.176207317,2
0.013,114.933,22269.702,19169.5,0.062,0.902,0.25927539,0.162303351,0.184727064,2
0.012,116.1,22681.397,19590.5,0.064,0.905,0.266143651,0.167815103,0.191850824,2
0.01,117.428,23444.756,20059,0.065,0.895,0.273959461,0.178034915,0.199778334,2
0.012,117.159,23313.221,20102.5,0.065,0.9,0.272376289,0.176273931,0.2005144,2
0.011,117.984,23163.372,20085.5,0.065,0.902,0.277231743,0.17426776,0.200226742,2
0.014,118.815,23971.983,20424,0.066,0.894,0.28212251,0.185093404,0.205954516,2
0.013,120.507,24237.358,20738.5,0.068,0.898,0.292080606,0.188646231,0.211276185,2
0.014,121.615,24351.31,20977.5,0.068,0.896,0.298601629,0.190171815,0.215320315,2
0.013,122.188,24572.237,21192.5,0.069,0.896,0.301973963,0.193129574,0.21895834,2
0.015,122.943,25201.745,21513.5,0.07,0.899,0.30641744,0.201557396,0.224389996,2
0.015,121.957,25025.989,21750.5,0.071,0.907,0.300614436,0.199204384,0.228400284,2
0.016,123.625,25423.09,21948,0.071,0.904,0.310431282,0.204520752,0.231742191,2
0.015,123.597,25525.027,22012,0.072,0.903,0.310266491,0.205885479,0.232825138,2
0.015,124.058,25789.214,22078,0.072,0.9,0.31297966,0.209422402,0.233941927,2
0.013,123.873,26076.302,22271.5,0.072,0.9,0.311890861,0.213265922,0.237216149,2
0.015,124.157,26045.412,22470.5,0.073,0.903,0.313562315,0.212852368,0.240583438,2
0.015,124.708,26032.296,22530.5,0.073,0.905,0.31680517,0.212676771,0.2415987,2
0.014,124.147,26207.736,22408,0.073,0.903,0.313503461,0.215025553,0.239525872,2
0.015,125.166,26022.252,22791.5,0.074,0.908,0.319500683,0.212542303,0.246015094,2
0.013,127.241,26698.169,23052.5,0.075,0.903,0.331712887,0.221591446,0.250431487,2
0.014,127.738,27430.671,23476,0.076,0.9,0.33463793,0.231398146,0.25759755,2
0.015,129.503,28053.114,23940,0.078,0.901,0.34502566,0.239731382,0.265448915,2
0.015,129.869,28085.813,24361.5,0.079,0.905,0.347179717,0.240169155,0.272581136,2
0.014,131.277,28566.669,24638.5,0.08,0.901,0.355466359,0.246606831,0.277268266,2
0.016,131.971,28486.274,24896.5,0.081,0.907,0.359550826,0.245530506,0.281633896,2
0.016,133.073,28909.059,25050,0.082,0.907,0.366036537,0.251190731,0.284231277,2
0.012,133.356,29414.832,25094,0.082,0.895,0.367702105,0.257961995,0.284975803,2
0.016,131.384,28903.241,25191,0.082,0.904,0.356096097,0.25111284,0.286617144,2
0.015,132.847,29415.075,25155,0.082,0.9,0.364706436,0.257965248,0.286007987,2
0.013,132.565,29021.36,25187.5,0.082,0.904,0.363046754,0.252694211,0.286557921,2
0.013,133.357,29207.672,25345.5,0.083,0.905,0.36770799,0.255188547,0.289231446,2
0.015,133.351,29422.834,25299,0.082,0.901,0.367672678,0.258069125,0.288444617,2
0.015,133.18,29045.497,25205,0.082,0.904,0.366666274,0.253017356,0.286854039,2
0.017,131.55,28870.735,24878.5,0.081,0.902,0.357073073,0.250677651,0.281329317,2
0.015,132.113,28986.733,24857,0.081,0.896,0.360386553,0.252230627,0.280965515,2
0.024,131.006,28766.16,24635.5,0.08,0.902,0.353871416,0.249277606,0.277217503,2
0.023,130.592,28276.493,24416.5,0.079,0.899,0.35143486,0.242721969,0.273511794,2
0.022,130.769,27981.616,24107,0.078,0.9,0.352476576,0.23877417,0.26827473,2
0.025,129.571,27301.15,23813,0.078,0.907,0.345425868,0.229664126,0.263299942,2
0.026,129.641,27721.383,23581,0.077,0.897,0.345837845,0.235290184,0.25937426,2
0.026,128.811,27150.902,23408.5,0.076,0.901,0.340952964,0.227652613,0.256455379,2
0.031,129.064,27189.607,23564,0.077,0.902,0.34244197,0.228170793,0.259086602,2
0.031,128.975,27015.852,23336.5,0.076,0.899,0.341918169,0.22584457,0.255237064,2
0.029,130.311,27288.245,23387,0.076,0.892,0.349781063,0.229491354,0.256091577,2
0.028,129.246,27385.318,23522,0.077,0.896,0.343513113,0.230790963,0.258375918,2
0.03,129.67,26963.168,23404,0.076,0.898,0.346008522,0.225139239,0.256379234,2
0.033,128.194,26695.517,23139,0.075,0.9,0.337321672,0.221555941,0.251895157,2
0.034,127.304,26559.991,23042.5,0.075,0.903,0.332083667,0.219741526,0.250262276,2
0.031,129.607,27412.32,23355.5,0.076,0.893,0.345637742,0.231152464,0.255558564,2
0.03,131.138,27742.427,23627.5,0.077,0.888,0.354648289,0.23557192,0.260161088,2
0.031,129.691,27272.309,23562.5,0.077,0.896,0.346132115,0.229278004,0.25906122,2
0.031,130.147,27521.554,23643.5,0.077,0.893,0.348815858,0.232614883,0.260431825,2
0.032,131.789,28369.148,24103,0.078,0.892,0.358479684,0.243962429,0.268207046,2
0.03,133.245,28482.708,24430.5,0.08,0.892,0.367048825,0.245482765,0.273748689,2
0.031,134.948,28905.604,24952.5,0.081,0.898,0.377071661,0.251144476,0.282581475,2
0.029,136.816,29696.741,25662,0.084,0.896,0.388065587,0.261736178,0.294586957,2
0.03,139.165,30251.237,26346.5,0.086,0.897,0.40189039,0.269159743,0.306169414,2
0.032,139.964,31295.306,26935.5,0.088,0.894,0.406592825,0.283137687,0.31613591,2
0.028,141.114,31398.158,27246,0.089,0.894,0.413361034,0.284514664,0.321389895,2
0.03,141.915,32174.768,27562.5,0.09,0.892,0.418075239,0.29491188,0.326745406,2
0.031,142.579,32104.661,27959,0.091,0.895,0.421983144,0.293973291,0.333454601,2
0.032,142.069,32120.051,28080,0.091,0.899,0.41898159,0.294179332,0.335502047,2
0.03,144.288,32736.19,28557,0.093,0.896,0.432041292,0.30242817,0.343573387,2
0.027,146.973,33164.147,28891.5,0.094,0.892,0.44784359,0.308157637,0.349233477,2
0.028,146.158,33284.558,29063,0.095,0.897,0.443046989,0.309769693,0.352135436,2
0.028,145.516,32859.753,28810.5,0.094,0.9,0.439268563,0.304082425,0.347862872,2
0.03,144.748,33121.953,28914.5,0.094,0.901,0.434748576,0.307592746,0.349622661,2
0.031,144.752,33006.764,28787.5,0.094,0.898,0.434772117,0.306050601,0.347473688,2
0.031,144.095,33133.141,28708,0.093,0.9,0.43090541,0.30774253,0.346128465,2
0.032,145.036,33761.1,28836.5,0.094,0.893,0.436443571,0.316149614,0.348302819,2
0.031,143.705,32998.999,28722.5,0.093,0.901,0.428610104,0.305946644,0.34637382,2
0.033,141.213,33240.717,28578,0.093,0.904,0.413943688,0.309182752,0.343928729,2
0.033,141.423,32542.452,28242,0.092,0.903,0.415179622,0.299834415,0.338243257,2
0.037,140.672,32831.426,28084.5,0.091,0.904,0.410759687,0.303703185,0.335578192,2
0.037,139.482,32650.002,27929,0.091,0.91,0.403756062,0.301274289,0.332946969,2
0.035,137.515,32756.138,27917,0.091,0.907,0.392179481,0.302695233,0.332743917,2
0.032,139.387,32957.154,27803.5,0.091,0.9,0.403196949,0.305386425,0.330823378,2
0.032,135.529,32316.331,27505.5,0.09,0.911,0.380491078,0.296807118,0.325780906,2
0.032,135.667,32337.136,27349.5,0.089,0.906,0.381303263,0.297085655,0.323141223,2
0.035,133.536,32440.279,27301.5,0.089,0.909,0.368761477,0.298466528,0.322329013,2
0.033,133.694,32082.178,27108.5,0.088,0.904,0.36969137,0.29367229,0.319063251,2
0.036,131.234,32287.91,26864,0.087,0.909,0.355213287,0.29642662,0.314926055,2
0.035,130.783,31501.821,26530.5,0.086,0.91,0.352558972,0.285902499,0.309282886,2
0.035,129.516,31559.619,26176.5,0.085,0.905,0.345102171,0.286676296,0.303292836,2
0.033,129.322,30954.252,25840.5,0.084,0.911,0.343960403,0.278571673,0.297607364,2
0.032,127.969,30903.704,25765.5,0.084,0.907,0.335997458,0.277894939,0.296338286,2
0.032,128.851,30692.025,25747,0.084,0.907,0.34118838,0.275060991,0.296025246,2
0.032,125.784,30853.76,25673,0.084,0.914,0.32313786,0.277226291,0.294773089,2
0.024,126.206,30656.229,25801.5,0.084,0.914,0.325621498,0.274581756,0.296947443,2
0.016,124.756,31336.546,26004,0.085,0.909,0.317087669,0.283689806,0.300373955,2
0.015,124.619,31268.409,25845.5,0.084,0.905,0.316281369,0.282777591,0.297691969,2
0.012,123.648,31402.145,25802.5,0.084,0.907,0.310566646,0.284568042,0.296964364,2
0.008,121.437,30999.897,25606.5,0.083,0.912,0.297554028,0.279182766,0.293647839,2
0.001,120.533,30878.077,25630,0.083,0.91,0.292233627,0.277551846,0.294045484,2
0.001,120.656,30778.995,25215.5,0.082,0.905,0.292957531,0.276225341,0.28703171,2
0.006,116.141,30507.018,25198,0.082,0.918,0.266384952,0.272584126,0.286735592,2
0.018,117.588,30396.066,25140,0.082,0.915,0.274901125,0.271098706,0.285754171,2
0.032,120.663,30738.704,25126,0.082,0.91,0.292998729,0.275685927,0.285517276,2
0.035,120.803,30961.789,25376,0.083,0.916,0.293822685,0.278672578,0.289747538,2
0.039,121.852,31271.089,25313.5,0.082,0.909,0.299996469,0.282813471,0.288689973,2
0.041,122.611,30899.063,25240,0.082,0.907,0.304463487,0.277832805,0.287446276,2
0.042,122.368,31204.588,25263.5,0.082,0.907,0.303033335,0.281923159,0.28784392,2
0.046,123.533,31474.025,25486,0.083,0.909,0.309889825,0.285530368,0.291608853,2
0.047,122.419,31416.723,25559,0.083,0.913,0.30333349,0.284763211,0.292844089,2
0.047,123.957,31325.43,25505.5,0.083,0.913,0.312385235,0.283540985,0.291938813,2
0.048,125.366,31543.834,25685.5,0.084,0.908,0.320677763,0.286464967,0.294984602,2
0.047,123.022,31328.285,25406.5,0.083,0.919,0.306882386,0.283579208,0.29026363,2
0.051,123.871,31222.765,25414.5,0.083,0.915,0.31187909,0.282166511,0.290398998,2
0.05,125.017,31281.579,25456.5,0.083,0.908,0.318623758,0.28295391,0.291109682,2
0.051,123.727,31253.381,25440,0.083,0.916,0.311031593,0.282576397,0.290830485,2
0.05,125.189,31737.158,25678.5,0.084,0.911,0.319636047,0.289053179,0.294866155,2
0.056,126.463,31124.728,25427.5,0.083,0.915,0.327134046,0.280853997,0.290618972,2
0.058,127.246,31156.682,25462,0.083,0.91,0.331742314,0.281281796,0.291202748,2
0.055,127.249,30919.462,25462,0.083,0.916,0.33175997,0.278105906,0.291202748,2
0.055,127.206,30525.842,25339,0.082,0.914,0.331506898,0.272836141,0.289121459,2
0.056,126.308,30555.838,25056.5,0.082,0.916,0.326221809,0.273237726,0.284341264,2
0.052,124.857,30313.144,24946.5,0.081,0.916,0.317682094,0.269988551,0.282479949,2
0.044,123.834,29247.844,24580.5,0.08,0.911,0.311661331,0.255726368,0.276286846,2
0.038,121.961,29158.227,24252,0.079,0.91,0.300637977,0.25452658,0.270728282,2
0.036,122.051,28979.294,24352.5,0.079,0.914,0.301167663,0.252131034,0.272428847,2
0.033,119.59,28907.877,24258.5,0.079,0.918,0.286683695,0.251174906,0.270838269,2
0.028,118.221,29463.68,24361,0.079,0.914,0.278626583,0.258615969,0.272572676,2
0.022,116.315,28968.051,24171,0.079,0.914,0.267409012,0.251980513,0.269357677,2
0.02,117.607,29004.67,24215.5,0.079,0.913,0.275012948,0.252470766,0.270110664,2
0.015,117.232,28792.446,24135.5,0.079,0.917,0.272805923,0.249629522,0.26875698,2
0.031,117.701,30320.442,24688,0.08,0.915,0.275566175,0.270086256,0.278105858,2
0.051,120.477,31696.677,24942,0.081,0.914,0.291904044,0.288511222,0.282403804,2
0.065,122.939,32177.952,25149.5,0.082,0.912,0.306393898,0.294954507,0.285914921,2
0.067,119.42,32557.62,25203,0.082,0.924,0.285683177,0.300037484,0.286820197,2
0.068,120.939,32717.687,25246.5,0.082,0.919,0.294623099,0.302180453,0.287556262,2
0.069,121.76,32532.781,25275.5,0.082,0.918,0.299455012,0.29970494,0.288046973,2
0.073,123.141,32905.382,25342,0.082,0.917,0.307582749,0.304693304,0.289172222,2
0.07,118.27,33169.028,25317,0.082,0.924,0.278914968,0.308222983,0.288749196,2
0.074,118.716,33148.458,25071.5,0.082,0.923,0.281539856,0.307947593,0.284595079,2
0.075,117.31,32868.03,24803,0.081,0.927,0.273264984,0.304193237,0.280051778,2
0.078,119.481,32815.717,24768,0.081,0.924,0.286042187,0.303492873,0.279459542,2
