angle_90,r,area_ellipse,area_contour,scale,eccentricity,norm_r,norm_area_ellipse,norm_area_contour,label
0.236,115.894,19602.403,13921.5,0.223,0.446,0.874768119,0.930133612,0.913737223,b
0.199,116.859,20191.589,13844,0.222,0.444,0.890470921,0.968991646,0.906008477,b
0.24,116.691,19927.891,13997,0.224,0.43,0.887737169,0.951600218,0.921266517,b
0.191,117.343,20017.065,13835.5,0.221,0.459,0.898346731,0.957481428,0.905160808,b
0.264,115.037,19465.996,13390,0.214,0.434,0.860822729,0.921137288,0.860732984,b
0.25,114.177,19178.181,13674.5,0.219,0.449,0.846828522,0.902155294,0.889104961,b
0.308,112.947,18647.764,13811,0.221,0.441,0.826813552,0.867173196,0.902717527,b
0.337,113.452,18685.715,13718.5,0.219,0.469,0.83503108,0.869676143,0.893492895,b
0.28,113.061,18765.336,13563.5,0.217,0.46,0.828668598,0.874927313,0.878035403,b
0.202,114.57,19448.714,13549,0.217,0.457,0.853223549,0.919997504,0.876589379,b
0.327,112.931,18358.915,13718,0.219,0.474,0.826553194,0.848123007,0.893443032,b
0.22,112.885,18855.699,13887.5,0.222,0.4,0.825804667,0.880886939,0.910346547,b
0.238,113.68,18957.671,13460.5,0.215,0.425,0.838741172,0.887612203,0.86776365,b
0.237,112.732,18701.355,13494,0.216,0.4,0.823315,0.870707633,0.871104463,b
0.231,113.218,18963.553,13477.5,0.216,0.486,0.831223354,0.888000133,0.869458988,b
0.281,111.178,18160.387,13441.5,0.215,0.441,0.798027793,0.835029675,0.865868861,b
0.203,114.236,19151.024,13061.5,0.209,0.464,0.84778859,0.900364233,0.827973074,b
0.312,108.845,17430.263,13248.5,0.212,0.46,0.760064438,0.786876488,0.84662179,b
0.33,109.656,17817.838,13108,0.21,0.484,0.773261301,0.812437861,0.832610322,b
0.243,111.141,17946.154,13158,0.211,0.408,0.797425717,0.820900566,0.837596609,b
0.261,111.697,18210.042,12894.5,0.206,0.478,0.806473134,0.838304525,0.811318873,b
0.087,114.423,18842.637,12676.5,0.203,0.4,0.850831516,0.880025473,0.789578659,b
0.301,110.607,17297.29,12753.5,0.204,0.308,0.788736291,0.778106644,0.797257542,b
0.334,109.9,17076.637,12656,0.202,0.414,0.777231751,0.763554123,0.787534281,b
0.303,110.271,17390.118,13002,0.208,0.367,0.783268786,0.784228843,0.822039392,b
0.221,112.21,17947.76,12919.5,0.207,0.448,0.814820842,0.821006485,0.813812017,b
0.27,112.22,17999.249,13292.5,0.213,0.387,0.814983565,0.824402291,0.851009723,b
0.407,109.09,17546.458,13259.5,0.212,0.468,0.76405116,0.794539789,0.847718773,b
0.306,109.905,17696.145,13165,0.211,0.378,0.777313112,0.804411956,0.83829469,b
0.322,110.366,17818.898,12874.5,0.206,0.44,0.784814658,0.81250777,0.809324358,b
0.267,113.083,18091.488,13201.5,0.211,0.432,0.829026589,0.830485644,0.84193468,b
0.282,110.836,18029.318,13094.5,0.21,0.424,0.792462655,0.826385404,0.831264024,b
0.304,111.296,18007.425,13226.5,0.212,0.423,0.799947929,0.824941515,0.844427823,b
0.3,110.403,17635.272,13186.5,0.211,0.391,0.785416734,0.800397256,0.840438793,b
0.286,110.567,17846.405,13410,0.215,0.359,0.788085397,0.814321913,0.862727499,b
0.354,110.448,17764.27,13314,0.213,0.367,0.786148989,0.80890494,0.853153827,b
0.264,112.038,18225.444,13451.5,0.215,0.379,0.812022,0.839320319,0.866866118,b
0.26,112.468,18239.117,13462,0.215,0.391,0.819019104,0.840222082,0.867913239,b
0.258,111.376,18268.462,13550.5,0.217,0.337,0.801249715,0.842157445,0.876738968,b
0.342,112.913,18655.008,13912.5,0.223,0.37,0.826260292,0.867650953,0.912839691,b
0.365,113.354,18572.795,13902,0.222,0.367,0.833436391,0.862228836,0.91179257,b
0.397,112.515,18477.059,13924,0.223,0.399,0.819783903,0.855914848,0.913986537,b
0.311,113.628,18904.701,13885.5,0.222,0.38,0.837895011,0.884118722,0.910147095,b
0.377,112.394,18702.419,14013,0.224,0.405,0.817814951,0.870777806,0.922862129,b
0.304,113.283,18688.805,14067,0.225,0.37,0.832281056,0.869879935,0.92824732,b
0.396,112.766,18515.38,14010.5,0.224,0.417,0.823868259,0.858442198,0.922612815,b
0.348,112.095,18909.332,14038,0.225,0.422,0.812949523,0.884424146,0.925355273,b
0.405,113.923,18659.914,14095,0.226,0.425,0.842695349,0.867974514,0.931039641,b
0.325,112.53,18497.466,14046,0.225,0.38,0.820027988,0.857260732,0.926153079,b
0.446,111.749,18691.561,14007.5,0.224,0.469,0.807319296,0.870061699,0.922313637,b
0.294,114.903,18982.097,13729.5,0.22,0.406,0.858642236,0.889223149,0.894589878,b
0.343,113.532,18902.036,14151,0.226,0.444,0.836332867,0.88394296,0.936624283,b
0.259,114.781,19328.664,13944.5,0.223,0.391,0.856657012,0.912079959,0.916030915,b
0.267,114.438,19209.179,13945.5,0.223,0.426,0.851075601,0.904199676,0.916130641,b
0.252,113.29,18908.109,13696,0.219,0.414,0.832394962,0.884343487,0.891249065,b
0.216,115.411,19620.173,14104,0.226,0.394,0.866908582,0.93130558,0.931937173,b
0.267,115.28,19405.092,13926,0.223,0.363,0.864776906,0.917120543,0.914185989,b
0.335,112.993,19073.828,13996.5,0.224,0.415,0.827562079,0.895272998,0.921216654,b
0.264,114.171,19151.715,13925.5,0.223,0.326,0.846730888,0.900409806,0.914136126,b
0.184,116.839,19473.331,13571,0.217,0.415,0.890145475,0.921621046,0.878783346,b
0.318,113.35,18739.975,14025.5,0.224,0.353,0.833371302,0.873254702,0.924108701,b
0.16,117.291,19934.694,13814.5,0.221,0.387,0.89750057,0.95204889,0.903066567,b
0.211,115.34,19567.614,13890,0.222,0.384,0.865753246,0.927839205,0.910595861,b
0.327,113.773,18868.398,13978.5,0.224,0.292,0.840254499,0.881724465,0.919421591,b
0.185,114.967,19205.475,13903,0.222,0.38,0.859683666,0.903955389,0.911892296,b
0.17,115.655,19482.18,14013.5,0.224,0.303,0.870879031,0.922204656,0.922911992,b
0.278,113.628,18548.458,13858.5,0.222,0.288,0.837895011,0.86062376,0.9074545,b
0.279,113.258,19145.007,13924,0.223,0.209,0.831874247,0.8999674,0.913986537,b
0.208,117.326,19556.846,13575,0.217,0.382,0.898070101,0.927129033,0.879182249,b
0.429,107.238,16564.884,13239.5,0.212,0.409,0.733914798,0.729802954,0.845724258,b
0.317,112.3,18438.752,13724,0.22,0.337,0.816285352,0.853388423,0.894041386,b
0.176,115.866,19233.859,13533.5,0.217,0.373,0.874312494,0.905827373,0.87504363,b
0.125,117.67,20021.149,14113.5,0.226,0.38,0.903667784,0.957750776,0.932884567,b
0.32,113.757,19031.8,13648.5,0.218,0.371,0.839994142,0.892501164,0.886512092,b
0.275,113.16,18544.833,13532,0.217,0.364,0.830279559,0.860384684,0.874894041,b
0.313,113.998,18593.487,13712,0.219,0.395,0.843915774,0.863593516,0.892844677,b
0.284,112.507,18337.399,13491,0.216,0.393,0.819653725,0.846703983,0.870805285,b
0.489,110.282,17852.851,13469.5,0.216,0.376,0.783447782,0.814747041,0.868661182,b
0.381,111.244,17946.732,13473,0.216,0.398,0.799101767,0.820938687,0.869010222,b
0.353,113.458,18983.797,13467.5,0.215,0.322,0.835128714,0.889335267,0.86846173,b
0.488,111.113,18284.255,13463,0.215,0.341,0.796970091,0.843199026,0.868012964,b
0.473,110.838,18020.038,13724.5,0.22,0.362,0.7924952,0.825773369,0.894091249,b
0.336,111.966,19072.428,13649,0.218,0.167,0.810850392,0.895180665,0.886561955,b
0.313,112.107,18231.454,13635.5,0.218,0.311,0.813144791,0.839716691,0.885215657,b
0.387,111.509,18031.653,13199,0.211,0.407,0.803413936,0.826539402,0.841685365,b
0.296,113.219,18977.16,13725,0.22,0.176,0.831239626,0.888897543,0.894141112,b
0.33,113.176,18266.544,13511,0.216,0.338,0.830539916,0.842030949,0.872799801,b
0.373,112.562,18121.442,13448.5,0.215,0.39,0.820548703,0.832461172,0.866566941,b
0.334,112.189,18435.421,13508.5,0.216,0.298,0.814479123,0.853168736,0.872550486,b
0.267,113.252,18512.953,13348,0.214,0.347,0.831776613,0.858282132,0.856544503,b
0.104,113.362,18814.425,13277.5,0.212,0.267,0.83356657,0.878164834,0.849513837,b
0.392,111.942,17859.839,13276,0.212,0.389,0.810459856,0.815207914,0.849364248,b
0.136,114.294,18881.13,13379,0.214,0.298,0.848732385,0.882564166,0.859636001,b
0.367,112.255,18477.879,13503,0.216,0.262,0.815553097,0.855968929,0.872001995,b
0.448,112.184,18485.207,13557.5,0.217,0.26,0.814397761,0.856452226,0.877437048,b
0.376,112.559,18182.284,13385,0.214,0.276,0.820499886,0.836473828,0.860234356,b
0.486,111.852,17872.17,13207.5,0.211,0.387,0.808995346,0.816021169,0.842533034,b
0.13,114.673,19203.602,13100.5,0.21,0.282,0.8548996,0.903831861,0.831862378,b
0.476,112.789,18066.123,13322,0.213,0.298,0.824242523,0.82881277,0.853951633,b
0.403,113.273,18554.299,13281.5,0.213,0.142,0.832118332,0.861008986,0.84991274,b
0.463,111.71,17972.044,13312.5,0.213,0.335,0.806684675,0.822608065,0.853004238,b
0.39,111.489,17779.101,13046,0.209,0.262,0.803088489,0.809883076,0.826427325,b
0.463,111.926,17665.07,13016,0.208,0.319,0.810199499,0.802362495,0.823435552,b
0.452,110.9,17552.625,13177,0.211,0.391,0.793504084,0.794946515,0.839491399,b
0.465,111.26,17542.067,13122.5,0.21,0.459,0.799362125,0.794250193,0.834056345,b
0.383,113.131,18303.772,13000,0.208,0.328,0.829807661,0.844486213,0.82183994,b
0.359,112.2,17886.806,12798,0.205,0.362,0.814658118,0.816986443,0.801695338,b
0.34,111.794,17742.779,12863.5,0.206,0.374,0.808051551,0.807487565,0.808227375,b
0.35,111.673,17841.769,12509,0.2,0.357,0.806082598,0.81401616,0.772874595,b
0.339,109.879,17430.075,12663,0.203,0.371,0.776890032,0.786864089,0.788232361,b
0.327,111.468,17765.953,12853,0.206,0.315,0.80274677,0.809015938,0.807180254,b
0.375,110.588,17900.836,12732,0.204,0.365,0.788427116,0.81791175,0.795113438,b
0.443,109.201,17208.675,12995,0.208,0.453,0.765857389,0.772262302,0.821341311,b
0.442,108.689,17086.326,12940.5,0.207,0.445,0.757525954,0.764193132,0.815906258,b
0.444,108.616,17070.792,12636,0.202,0.452,0.756338074,0.763168633,0.785539766,b
0.455,107.554,16847.833,12914.5,0.207,0.506,0.739056856,0.748464026,0.813313388,b
0.45,108.053,16735.248,12681,0.203,0.421,0.74717675,0.741038812,0.790027425,b
0.325,109.478,17525.311,12915.5,0.207,0.393,0.770364826,0.7931451,0.813413114,b
0.399,109.835,17202.615,12765.5,0.204,0.386,0.776174049,0.771862632,0.798454251,b
0.384,109.585,17277.507,12806,0.205,0.412,0.772105965,0.776801914,0.802493144,b
0.41,110.74,17058.114,12781,0.204,0.419,0.790900511,0.762332492,0.8,b
0.436,110.952,17464.269,12765.5,0.204,0.329,0.794350246,0.789119254,0.798454251,b
0.301,112.681,17650.483,13098.5,0.21,0.328,0.822485111,0.801400453,0.831662927,b
0.392,110.154,17685.875,12871,0.206,0.258,0.781364923,0.803734628,0.808975318,b
0.282,111.689,17663.685,13010,0.208,0.345,0.806342956,0.802271152,0.822837198,b
0.385,110.038,17356.115,13121.5,0.21,0.421,0.779477333,0.781986274,0.833956619,b
0.349,112.145,17732.77,13310.5,0.213,0.343,0.81376314,0.80682745,0.852804787,b
0.408,111.775,17777.747,13270.5,0.212,0.298,0.807742376,0.809793776,0.848815757,b
0.383,113.041,17440.992,13270,0.212,0.223,0.828343151,0.787584088,0.848765894,b
0.23,114.278,18474.858,13842,0.221,0.215,0.848472028,0.855769688,0.905809025,b
0.084,112.976,18260.06,13584.5,0.217,0.186,0.827285449,0.841603316,0.880129643,b
0.166,113.256,18611.411,13995,0.224,0.29,0.831841703,0.864775641,0.921067066,b
0.188,114.415,18294.741,14006.5,0.224,0.245,0.850701338,0.8438906,0.922213912,b
0.246,109.758,17378.988,13624.5,0.218,0.409,0.774921079,0.783494796,0.884118674,b
0.322,114.242,18628.706,13755,0.22,0.417,0.847886224,0.865916282,0.897132885,b
0.106,114.585,19345.256,14198,0.227,0.379,0.853467634,0.913174235,0.941311394,b
0.154,114.534,19131.218,14339.5,0.229,0.333,0.852637745,0.899057987,0.955422588,b
0.232,115.549,19246.722,14578,0.233,0.337,0.869154164,0.906675714,0.97920718,b
0.15,113.373,19412.157,14404.5,0.23,0.384,0.833745566,0.917586495,0.961904762,b
0.111,115.373,19538.717,14524,0.232,0.385,0.866290233,0.925933388,0.97382199,b
0.144,111.365,18878.54,14350,0.23,0.385,0.80107072,0.88239335,0.956469708,b
0.223,111.151,18621.569,14501,0.232,0.438,0.79758844,0.865445582,0.971528297,b
0.057,114.27,19736.859,14576,0.233,0.395,0.848341849,0.939001263,0.979007729,b
0.38,106.728,16611.49,13675.5,0.219,0.481,0.725615908,0.732876716,0.889204687,b
0.277,111.475,18313.151,14145.5,0.226,0.228,0.802860676,0.845104777,0.936075792,b
0.188,110.856,18175.247,13841,0.221,0.243,0.792788102,0.836009723,0.905709299,b
0.058,114.913,19161.426,14237.5,0.228,0.323,0.85880496,0.901050267,0.945250561,b
0.355,105.498,16288.049,13094.5,0.21,0.365,0.705600937,0.711545114,0.831264024,b
0.025,114.371,19003.978,13936.5,0.223,0.304,0.849985355,0.890666246,0.915233109,b
0.001,113.611,18888.368,13324.5,0.213,0.331,0.837618381,0.883041527,0.854200947,b
0.055,114.586,18774.685,13566.5,0.217,0.315,0.853483907,0.875543898,0.87833458,b
0.302,112.015,18061.195,13405,0.214,0.103,0.811647737,0.828487758,0.862228871,b
0.402,110.801,17548.589,13112.5,0.21,0.217,0.791893123,0.794680333,0.833059088,b
0.472,111.066,17429.92,13053,0.209,0.322,0.796205292,0.786853867,0.827125405,b
0.388,111.291,17236.587,12687,0.203,0.226,0.799866567,0.774103156,0.790625779,b
0.491,111.116,17336.179,13023.5,0.208,0.127,0.797018908,0.780671454,0.824183495,b
0.424,108.542,16861.894,12331,0.197,0.35,0.755133921,0.749391378,0.755123411,b
0.259,110.149,17515.276,12587.5,0.201,0.3,0.781283562,0.792483271,0.780703067,b
0.409,111.544,17062.046,12829.5,0.205,0.182,0.803983467,0.762591816,0.804836699,b
0.422,108.806,17008.014,12695.5,0.203,0.346,0.759429817,0.759028294,0.791473448,b
0.168,110.701,17554.508,12815,0.205,0.132,0.79026589,0.795070703,0.803390676,b
0.351,108.626,17099.159,12826.5,0.205,0.238,0.756500797,0.765039495,0.804537522,b
0.059,110.974,18189.875,12628.5,0.202,0.334,0.794708237,0.83697447,0.784791822,b
0.432,109.452,17060.898,13289.5,0.213,0.27,0.769941745,0.762516103,0.850710546,b
0.493,109.149,17606.732,12883.5,0.206,0.111,0.765011228,0.798514984,0.81022189,b
0.017,113.706,18248.527,13475,0.216,0.372,0.839164253,0.840842691,0.869209673,b
0.112,109.163,17758.714,13471.5,0.216,0.206,0.765239041,0.808538511,0.868860633,b
0.314,106.746,17193.797,13344,0.214,0.371,0.72590881,0.771281067,0.8561456,b
0.092,109.584,18211.59,13880.5,0.222,0.34,0.772089693,0.838406619,0.909648467,b
0.084,108.998,17921.17,13660,0.219,0.35,0.762554106,0.81925282,0.887658938,b
0.066,111.562,18802.822,14115.5,0.226,0.384,0.804276369,0.877399592,0.933084019,b
0.279,106.939,17308.368,13606,0.218,0.439,0.72904937,0.778837261,0.882273747,b
0.061,112.206,19343.773,14408,0.231,0.411,0.814755752,0.913076428,0.962253802,b
0.089,111.252,18932.916,14266,0.228,0.335,0.799231946,0.88597956,0.948092745,b
0.334,103.791,17272.705,13759,0.22,0.413,0.677824064,0.776485213,0.897531788,b
0.025,111.201,19181.324,14066,0.225,0.419,0.798402057,0.902362581,0.928147594,b
0.236,105.256,17324.734,13762.5,0.22,0.433,0.701663033,0.779916633,0.897880828,b
0.326,105.791,17669.35,13743,0.22,0.415,0.710368731,0.80264477,0.895936176,b
0.01,112.646,19501.132,14267.5,0.228,0.446,0.821915579,0.92345458,0.948242334,b
0.258,106.577,17422.102,13595,0.218,0.45,0.723158785,0.786338254,0.881176764,b
0.017,111.647,18777.123,14276,0.228,0.394,0.805659518,0.87570469,0.949090002,b
0.008,115.163,19982.241,13934.5,0.223,0.496,0.862873043,0.955184713,0.915033657,b
0.025,113.144,19107.882,14001.5,0.224,0.334,0.830019201,0.897518929,0.921715283,b
0.009,112.564,18938.01,13490,0.216,0.404,0.820581248,0.88631552,0.87070556,b
0.092,114.113,19172.175,13813.5,0.221,0.398,0.845787093,0.901759186,0.902966841,b
0.053,111.98,18366.343,13783.5,0.221,0.12,0.811078205,0.848612899,0.899975069,b
0.004,113.227,18699.709,13399,0.214,0.312,0.831369805,0.870599076,0.861630516,b
0.029,113.396,18542.006,13551.5,0.217,0.271,0.834119829,0.860198237,0.876838694,b
0.023,111.368,18404.423,13555,0.217,0.248,0.801119537,0.851124354,0.877187734,b
0.063,113.496,18465.324,13422,0.215,0.292,0.835747063,0.855140901,0.863924208,b
0.256,110.899,17756.566,12879.5,0.206,0.262,0.793487812,0.808396846,0.809822987,b
0.451,109.96,17469.338,13142,0.21,0.386,0.778208091,0.789453565,0.836000997,b
0.355,110.61,17531.533,12883,0.206,0.224,0.788785108,0.793555454,0.810172027,b
0.034,115.287,19363.989,12978.5,0.208,0.401,0.864890813,0.914409715,0.819695836,b
0.495,110.88,17312.798,13065,0.209,0.305,0.793178638,0.779129429,0.828322114,b
0.136,110.744,17629.822,12400.5,0.198,0.09,0.7909656,0.800037817,0.762054351,b
0.303,111.635,17369.539,12934,0.207,0.18,0.80546425,0.782871615,0.81525804,b
0.33,111.785,17437.818,12712,0.203,0.264,0.8079051,0.787374756,0.793118923,b
0.448,110.867,17673.088,12822.5,0.205,0.078,0.792967097,0.802891299,0.804138619,b
0.391,112.429,17380.205,12693,0.203,0.277,0.818384483,0.78357506,0.791224134,b
0.316,110.783,17151.538,12547.5,0.201,0.27,0.791600221,0.768493998,0.776714036,b
0.286,112.484,17651.452,12714.5,0.203,0.23,0.819279461,0.80146436,0.793368237,b
0.477,111.245,17758.33,12804,0.205,0.258,0.79911804,0.808513185,0.802293692,b
0.05,112.937,17988.743,12838,0.205,0.23,0.826650828,0.823709399,0.805684368,b
0.445,111.373,17346.975,12737,0.204,0.338,0.801200898,0.781383473,0.795612067,b
0.384,111.271,17452.548,12338,0.197,0.238,0.79954112,0.78834623,0.755821491,b
0.198,112.039,18004.024,12917.5,0.207,0.228,0.812038273,0.824717212,0.813612565,b
0.365,110.627,17280.009,12634,0.202,0.234,0.789061737,0.776966926,0.785340314,b
0.288,110.751,17005.066,12410,0.199,0.242,0.791079507,0.758833867,0.763001745,b
0.142,109.676,17121.558,12589.5,0.201,0.164,0.773586748,0.766516755,0.780902518,b
0.112,109.651,17092.146,12663,0.203,0.207,0.773179939,0.764576973,0.788232361,b
0.255,111.387,17355.835,12408.5,0.199,0.256,0.801428711,0.781967808,0.762852157,b
0.32,109.642,16904.124,12816,0.205,0.117,0.773033488,0.752176534,0.803490401,b
0.155,110.805,17782.51,12543,0.201,0.336,0.791958213,0.810107906,0.776265271,b
0.207,111.194,17498.444,13007.5,0.208,0.262,0.79828815,0.791373166,0.822587883,b
0.195,109.309,17272.818,12318.5,0.197,0.298,0.767614801,0.776492665,0.753876839,b
0.068,112.593,18212.617,12886.5,0.206,0.393,0.821053145,0.838474352,0.810521067,b
0.272,108.956,17141.832,12623.5,0.202,0.392,0.761870667,0.767853868,0.784293194,b
0.109,111.997,18529.308,12557.5,0.201,0.455,0.811354835,0.859360778,0.777711294,b
0.24,109.793,17099.734,12757.5,0.204,0.385,0.775490611,0.765077418,0.797656445,b
0.253,108.93,17215.295,12451.5,0.199,0.349,0.761447587,0.772698904,0.767140364,b
0.301,107.763,16982.611,12521.5,0.2,0.306,0.742457773,0.757352914,0.774121167,b
0.303,106.664,16666.015,12307.5,0.197,0.317,0.724574478,0.736472753,0.752779855,b
0.262,107.327,16583.207,12218.5,0.195,0.37,0.735363036,0.731011394,0.743904263,b
0.321,106.987,16388.879,12430.5,0.199,0.398,0.729830442,0.718195061,0.765046123,b
0.248,106.742,16538.176,12402,0.198,0.362,0.725843721,0.728041507,0.762203939,b
0.306,107.225,16474.318,12641,0.202,0.4,0.733703258,0.723829939,0.786038394,b
0.254,106.304,16591.211,12386,0.198,0.398,0.718716438,0.731539274,0.760608327,b
0.369,104.379,16199.779,12381.5,0.198,0.395,0.687392196,0.705723525,0.760159561,b
0.279,105.098,16356.058,12223.5,0.196,0.409,0.699092004,0.716030448,0.744402892,b
0.277,103.514,16192.278,12378,0.198,0.42,0.673316627,0.705228818,0.759810521,b
0.357,106.348,16470.508,12461,0.199,0.347,0.719432421,0.723578662,0.768087759,b
0.332,105.158,16489.661,12351.5,0.198,0.353,0.700068344,0.724841842,0.757167789,b
0.212,107.68,16916.665,12750.5,0.204,0.325,0.74110717,0.753003639,0.796958364,b
0.402,105.222,16409.692,12434,0.199,0.415,0.701109773,0.719567721,0.765395163,b
0.411,105.843,16357.456,12612,0.202,0.385,0.711214892,0.716122649,0.783146348,b
0.342,107.463,16837.634,12811.5,0.205,0.34,0.737576073,0.747791381,0.803041636,b
0.242,108.562,17303.919,12922,0.207,0.276,0.755459368,0.77854384,0.814061331,b
0.48,108.127,17130.428,12919.5,0.207,0.341,0.748380903,0.76710175,0.813812017,b
0.167,107.706,16853.636,12411.5,0.199,0.326,0.74153025,0.748846746,0.763151334,b
0.317,107.758,16800.564,12704,0.203,0.264,0.742376412,0.745346538,0.792321117,b
0.371,107.646,16595.198,12395.5,0.198,0.184,0.74055391,0.731802225,0.761555722,b
0.186,107.752,16768.045,12468.5,0.199,0.266,0.742278778,0.743201842,0.768835702,b
0.02,108.922,17120.212,12911,0.207,0.231,0.761317408,0.766427984,0.812964348,b
0.172,109.61,16746.249,12247.5,0.196,0.363,0.772512774,0.741764351,0.74679631,b
0.08,108.311,16860.68,12662.5,0.203,0.253,0.751375012,0.749311312,0.788182498,b
0.174,108.547,16866.884,12550.5,0.201,0.368,0.755215283,0.749720479,0.777013214,b
0.061,110.603,17898.214,12340.5,0.197,0.496,0.788671201,0.817738824,0.756070805,b
0.378,107.686,16937.157,12702,0.203,0.175,0.741204804,0.754355128,0.792121665,b
0.091,109.182,17247.51,12663.5,0.203,0.393,0.765548215,0.77482355,0.788282224,b
0.059,108.882,17353.436,12505,0.2,0.449,0.760666515,0.781809589,0.772475692,b
0.071,108.149,17262.45,12621.5,0.202,0.333,0.748738894,0.775808874,0.784093742,b
0.145,107.309,16735.868,12327,0.197,0.359,0.735070134,0.741079703,0.754724508,b
0.046,108.217,17198.443,12739.5,0.204,0.376,0.749845413,0.77158748,0.795861381,b
0.045,108.754,17346.502,12529.5,0.2,0.39,0.758583656,0.781352277,0.774918973,b
0.068,109.514,17816.317,12683,0.203,0.445,0.77095063,0.812337548,0.790226876,b
0.115,109.721,17477.126,12660,0.203,0.379,0.774319003,0.7899672,0.787933184,b
0.054,109.639,17835.943,13006.5,0.208,0.406,0.772984671,0.813631923,0.822488158,b
0.095,109.289,17369.088,12672.5,0.203,0.386,0.767289355,0.782841871,0.789179756,b
0.162,106.457,16734.083,12506,0.2,0.388,0.721206105,0.740961978,0.772575418,b
0.107,109.184,17386.097,12939,0.207,0.275,0.76558076,0.783963649,0.815756669,b
0.237,106.292,16638.706,12496,0.2,0.287,0.71852117,0.734671668,0.77157816,b
0.112,109.47,17226.417,12801.5,0.205,0.309,0.770234647,0.773432423,0.802044378,b
0.26,107.821,16795.979,12714,0.203,0.262,0.743401569,0.745044147,0.793318374,b
0.111,109.809,17483.855,12652,0.202,0.331,0.775750968,0.790410992,0.787135378,b
0.139,110.284,17656.791,13006,0.208,0.352,0.783480327,0.801816478,0.822438295,b
0.228,110.043,17368.846,12734,0.204,0.388,0.779558694,0.78282591,0.79531289,b
0.291,107.851,16859.662,12683,0.203,0.356,0.743889739,0.749244173,0.790226876,b
0.346,106.796,16954.383,12756.5,0.204,0.355,0.726722427,0.755491219,0.797556719,b
0.422,107.316,16997.662,13173.5,0.211,0.387,0.73518404,0.758345558,0.839142359,b
0.332,108.663,17087.331,12974,0.208,0.383,0.757102874,0.764259414,0.819247071,b
0.253,108.202,17418.864,13140.5,0.21,0.319,0.749601328,0.786124701,0.835851409,b
0.218,109.749,17418.334,12964.5,0.207,0.365,0.774774628,0.786089746,0.818299676,b
0.271,107.885,17147.518,12865,0.206,0.339,0.744442998,0.768228871,0.808376963,b
0.332,107.033,16836.637,12654.5,0.202,0.407,0.73057897,0.747725626,0.787384692,b
0.219,108.645,17372.326,12877.5,0.206,0.295,0.756809972,0.783055423,0.809623535,b
0.256,107.082,16680.673,12337.5,0.197,0.367,0.731376314,0.737439478,0.755771628,b
0.287,108.817,17121.176,12800,0.205,0.388,0.759608813,0.766491562,0.801894789,b
0.297,107.185,16575.855,12521.5,0.2,0.412,0.733052364,0.730526514,0.774121167,b
0.282,107.59,17073.936,12977.5,0.208,0.352,0.73964266,0.763375986,0.819596111,b
0.212,109.939,17725.761,12638,0.202,0.376,0.777866372,0.806365192,0.785739217,b
0.293,106.284,16613.412,12431.5,0.199,0.457,0.718390992,0.733003476,0.765145849,b
0.259,103.469,15816.705,11925,0.191,0.483,0.672584372,0.680459003,0.714634754,b
0.222,103.93,15774.794,11531.5,0.185,0.538,0.680085918,0.677694886,0.67539267,b
0.151,104.36,15782.825,11285,0.181,0.53,0.687083021,0.678224547,0.650810272,b
0.218,102.042,15269.759,11505,0.184,0.53,0.649363752,0.644386783,0.672749938,b
0.194,103.848,15862.871,11669.5,0.187,0.509,0.678751587,0.683503746,0.689154824,b
0.205,105.989,16616.235,12397,0.198,0.461,0.713590653,0.733189659,0.76170531,b
0.305,106.362,17250.401,12843.5,0.205,0.424,0.719660234,0.775014218,0.80623286,b
0.126,64.823,5563.184,4856.5,0.078,0.837,0.043723761,0.004218096,0.009723261,b
0.166,63.126,5514.804,4759,0.076,0.829,0.01610961,0.001027335,0,b
0.149,64.173,5499.227,4820,0.077,0.826,0.033146744,0,0.006083271,b
0.037,111.224,17830.271,13160.5,0.211,0.331,0.79877632,0.813257843,0.837845924,b
0.148,108.911,17294.131,12630,0.202,0.359,0.761138412,0.777898302,0.784941411,b
0.042,110.832,18067.554,12786,0.205,0.436,0.792397566,0.828907147,0.800498629,b
0.158,108.376,16985.528,12618.5,0.202,0.265,0.752432714,0.757545296,0.783794565,b
0.273,75.272,8975.158,7606,0.122,0.798,0.213753377,0.229244835,0.283919222,c
0.253,76.221,8737.602,7654,0.122,0.78,0.229195821,0.213577526,0.288706058,c
0.237,76.467,8594.149,7562.5,0.121,0.744,0.233198815,0.204116504,0.279581152,c
0.235,76.365,8694.617,7681.5,0.123,0.757,0.231539037,0.210742576,0.291448517,c
0.225,77.05,8736.998,7745.5,0.124,0.756,0.242685586,0.213537691,0.297830965,c
0.209,78.268,8882.979,7823.5,0.125,0.745,0.262505289,0.223165439,0.305609574,c
0.198,78.805,8992.511,7908,0.127,0.747,0.271243532,0.230389301,0.3140364,c
0.176,77.508,8809.085,7817,0.125,0.727,0.250138315,0.218291977,0.304961356,c
0.212,76.97,9025.718,7849,0.126,0.767,0.241383799,0.232579371,0.30815258,c
0.206,76.91,8996.842,7835,0.125,0.754,0.240407459,0.23067494,0.30675642,c
0.206,77.151,8989.101,7863.5,0.126,0.744,0.244329092,0.230164405,0.309598604,c
0.222,77.117,8901.676,7836,0.125,0.761,0.243775832,0.224398545,0.306856146,c
0.235,76.332,9009.041,7772,0.124,0.77,0.23100205,0.231479489,0.300473697,c
0.256,76.753,8849.217,7739.5,0.124,0.77,0.237852703,0.220938766,0.29723261,c
