9.4124, 9.71712, 10, 8.42254, 8.03615, 7.87506, 7.77844, 7.47932, 7.49242, 6.68865, 5.28712, 3.56082, 2.96868, 2.20095, 2.30235, 2.00966, 1.34356, 1.41033, 6.66045, 6.81278, 6.68732, 5.6699, 3.71747, 1.67648, 1.89323, 2.64846, 6.45086, 6.69057, 6.64466, 4.76592, 2.55252, 2.62648, 2.55953, 4.26767, 6.46554, 6.77564, 6.31448, 3.12761, 2.20859, 1.74863, 2.03496, 3.71747, 5.6699, 6.55187, 6.81159, 6.72608, 6.44471, 2.74485, 1.32862, 1.33012, 2.08957, 2.30235, 2.23872, 2.81122, 3.19219, 4.89633, 5.73054, 6.68865, 7.74295, 7.87506, 8.16039, 8.06044, 8.16039, 8.16432, 8.42254, 10

