r,act_angle,eccentricity,cx,cy,norm_r,angle_90,label,act_r,scale,norm_act_r
369.187,43,0.693,118,112,0.783953199,43,5,162.6898891,0.440670687,0.921125863
377.572,48,0.698,120,110,0.822487029,48,5,162.788206,0.431144804,0.921986216
372.643,46,0.706,119,110,0.799835479,46,5,162.0524606,0.434873218,0.915547842
370.271,43,0.667,116,108,0.788934793,43,5,158.492902,0.42804568,0.884398789
373.878,46,0.632,113,101,0.805511004,46,5,151.5585695,0.40536905,0.823717699
371.204,44,0.655,110,101,0.793222458,44,5,149.3351934,0.402299527,0.804261337
366.734,40,0.629,107,97,0.772680273,40,5,144.4229899,0.393808564,0.761275532
370.967,42,0.658,105,97,0.792133308,42,5,142.9475428,0.385337625,0.748364162
368.622,40,0.637,103,93,0.781356703,40,5,138.7731963,0.376464769,0.71183521
367.949,37,0.646,102,94,0.778263887,37,5,138.7083271,0.376977046,0.711267551
361.429,32,0.621,99,92,0.748300789,32,5,135.1480669,0.373927015,0.680112359
363.74,35,0.612,101,92,0.758921145,35,5,136.6199107,0.375597709,0.692992197
366.003,38,0.622,103,93,0.769320913,38,5,138.7731963,0.379158631,0.71183521
373.429,41,0.648,105,97,0.803447594,41,5,142.9475428,0.382797112,0.748364162
372.589,42,0.653,107,98,0.799587318,42,5,145.0965196,0.389427813,0.767169469
366.073,40,0.646,108,99,0.769642603,40,5,146.5093854,0.400219042,0.779533202
375.39,44,0.66,112,102,0.812459502,44,5,151.4859729,0.40354291,0.823082419
377.083,43,0.679,114,105,0.820239797,43,5,154.9870962,0.411015867,0.853720116
379.522,43,0.687,117,106,0.831448385,43,5,157.876534,0.415987832,0.879005064
374.237,44,0.68,116,106,0.807160813,44,5,157.136883,0.419886016,0.872532511
375.209,42,0.671,116,105,0.811627704,42,5,156.4640534,0.417005065,0.866644701
375.501,44,0.677,117,106,0.81296961,44,5,157.876534,0.42044238,0.879005064
374.497,44,0.682,115,105,0.80835566,44,5,155.724115,0.415822063,0.860169634
372.929,43,0.68,114,104,0.801149811,43,5,154.3113735,0.413782177,0.847806989
373.064,45,0.656,113,101,0.801770212,45,5,151.5585695,0.406253537,0.823717699
373.268,39,0.644,111,100,0.802707708,39,5,149.4021419,0.400254353,0.804847191
373.244,40,0.643,110,99,0.802597415,40,5,147.9898645,0.396496299,0.792488607
377.517,41,0.671,110,100,0.822234273,41,5,148.6606875,0.393785412,0.798358857
375.233,45,0.643,111,98,0.811737998,45,5,148.0709289,0.394610626,0.793197987
374.752,46,0.638,111,96,0.80952753,46,5,146.7548977,0.391605376,0.781681636
401.269,57,0.743,115,97,0.931388183,57,5,150.4460036,0.374925558,0.813981836
408.817,58,0.731,112,90,0.966075524,58,5,143.6802004,0.351453585,0.754775516
416.199,59,0.746,111,93,1,59,5,144.8102206,0.347935052,0.764664118
406.765,57,0.712,111,90,0.95664542,57,5,142.9020644,0.35131357,0.747966188
396.771,53,0.698,111,93,0.910717322,53,5,144.8102206,0.364971786,0.764664118
395.095,52,0.695,111,99,0.903015152,52,5,148.7346631,0.376452912,0.799006204
398.493,55,0.728,111,94,0.918630889,55,5,145.4544602,0.365011331,0.770301742
397.767,54,0.688,108,92,0.915294507,54,5,141.8731828,0.35667409,0.738962631
401.734,57,0.731,109,94,0.933525122,57,5,143.9340127,0.35828188,0.756996581
393.51,54,0.727,110,96,0.895731178,54,5,146,0.371019796,0.775075662
396.354,53,0.721,113,100,0.908800971,53,5,150.8940025,0.380705134,0.817902193
394.726,53,0.722,112,99,0.901319387,53,5,149.4824404,0.378699251,0.805549869
394.59,54,0.727,110,98,0.90069439,54,5,147.3227749,0.373356585,0.786651026
397.502,54,0.701,111,95,0.914076682,54,5,146.1027036,0.367552122,0.775974403
401.028,55,0.741,111,95,0.930280651,55,5,146.1027036,0.364320455,0.775974403
397.506,54,0.727,110,95,0.914095064,54,5,145.3444185,0.365640817,0.769338788
396.224,53,0.72,107,94,0.908203547,53,5,142.4254191,0.35945682,0.743795151
406.509,58,0.694,106,88,0.955468955,58,5,137.7679208,0.338904971,0.703038226
394.699,57,0.665,99,87,0.901195307,57,5,131.7952958,0.333913427,0.650772865
391.745,57,0.609,97,84,0.887620002,57,5,128.3160161,0.32754985,0.620326318
396.148,57,0.653,97,85,0.907854284,57,5,128.9728654,0.325567377,0.626074287
393.954,54,0.639,96,83,0.89777161,54,5,126.9054766,0.322132728,0.607982942
397.845,56,0.65,97,82,0.915652961,56,5,127.0157471,0.319259378,0.608947898
393.935,54,0.629,95,81,0.897684294,54,5,124.8439025,0.31691498,0.58994248
395.573,57,0.632,94,82,0.905211833,57,5,124.739729,0.315339341,0.589030876
399.1,60,0.634,95,81,0.921420398,60,5,124.8439025,0.312813587,0.58994248
397.927,57,0.657,95,80,0.916029798,57,5,124.1974235,0.312111074,0.584285258
400.417,57,0.667,96,82,0.92747276,57,5,126.2537128,0.315305576,0.602279474
400.347,56,0.66,96,81,0.92715107,56,5,125.6065285,0.313744148,0.596616081
388.889,54,0.606,93,81,0.874495062,54,5,123.3288287,0.317131183,0.576684343
399.811,58,0.655,96,81,0.924687846,58,5,125.6065285,0.314164764,0.596616081
398.09,56,0.66,98,82,0.916778875,56,5,127.7810628,0.320985362,0.615645038
403.216,58,0.691,98,81,0.940335752,58,5,127.1416533,0.315318969,0.610049681
397.783,58,0.646,96,82,0.915368036,58,5,126.2537128,0.317393435,0.602279474
395.493,57,0.63,95,82,0.904844187,57,5,125.4950198,0.317312872,0.595640289
398.994,58,0.656,97,82,0.920933268,58,5,127.0157471,0.318339993,0.608947898
398.58,56,0.713,102,88,0.919030703,56,5,134.714513,0.337986133,0.676318406
389.99,48,0.698,101,94,0.879554781,48,5,137.9746354,0.353790188,0.704847148
364.734,33,0.569,96,90,0.763489138,33,5,131.5902732,0.360784224,0.648978749
368.204,39,0.609,97,91,0.779435756,39,5,133.0037593,0.361223016,0.661347911
372.587,38,0.607,98,92,0.799578127,38,5,134.4172608,0.360767447,0.673717206
367.343,31,0.572,97,89,0.775478973,31,5,131.6434579,0.358366589,0.649444159
374.262,42,0.615,99,91,0.807275702,42,5,134.4693274,0.35929196,0.674172831
372.689,43,0.619,99,91,0.800046875,43,5,134.4693274,0.360808415,0.674172831
372.255,42,0.601,100,90,0.798052399,42,5,134.5362405,0.36140882,0.674758376
372.964,39,0.6,100,90,0.801310656,39,5,134.5362405,0.360721787,0.674758376
368.3,38,0.578,100,89,0.779876931,38,5,133.8693393,0.363479064,0.668922444
371.852,40,0.61,100,89,0.796200385,40,5,133.8693393,0.360007044,0.668922444
370.058,36,0.604,99,90,0.787955938,36,5,133.7946187,0.361550402,0.668268578
367.543,38,0.59,100,89,0.776398086,38,5,133.8693393,0.364227694,0.668922444
376.117,42,0.636,102,90,0.815800479,42,5,136.0294086,0.361667802,0.68782482
377.723,49,0.64,103,91,0.82318096,49,5,137.4408964,0.363866898,0.700176495
371.496,43,0.619,101,91,0.794564363,43,5,135.9485197,0.365948811,0.687116976
372.075,50,0.679,131,110,0.797225197,50,5,171.0584695,0.459741906,0.994357797
380.632,52,0.713,129,110,0.836549464,52,5,169.5317079,0.445395311,0.980997383
404.676,56,0.773,112,94,0.94704528,56,5,146.2190138,0.361323661,0.776992213
387.966,55,0.728,121,100,0.870253354,55,5,156.9745202,0.404608961,0.871111704
410.019,56,0.806,131,111,0.971599395,56,5,171.7032324,0.418768965,1
