171	55	107	1
170	60	107	1
171	63	106	1
173	63	106	1
173	62	107	1
174	61	108	1
174	57	107	1
173	55	106	1
172	54	104	1
171	56	105	1
170	57	107	1
170	56	109	1
172	43	107	1
171	37	109	1
169	32	110	1
170	28	110	1
170	28	109	1
175	26	108	1
177	26	107	1
178	28	108	1
0	28	108	1
0	28	108	1
0	30	109	1
178	30	109	1
178	28	108	1
175	31	107	1
175	29	106	1
175	29	106	1
173	29	106	1
175	29	106	1
178	31	107	1
178	33	107	1
178	36	107	1
178	36	106	1
178	36	105	1
176	39	105	1
176	41	105	1
178	42	104	1
177	44	104	1
175	46	105	1
173	48	107	1
171	49	109	1
170	49	109	1
169	51	109	1
170	54	109	1
170	57	108	1
171	58	106	1
172	56	105	1
173	56	105	1
175	54	104	1
173	53	102	1
173	50	101	1
173	50	102	1
173	51	104	1
173	53	106	1
169	45	108	1
168	39	110	1
168	34	112	1
169	32	113	1
170	28	111	1
170	28	109	1
173	28	108	1
175	26	107	1
175	29	107	1
175	31	108	1
175	30	109	1
174	35	110	1
174	33	108	1
174	34	106	1
172	36	106	1
171	33	107	1
169	33	108	1
171	33	109	1
174	33	109	1
174	35	109	1
173	38	108	1
174	36	106	1
174	36	105	1
174	38	106	1
174	36	106	1
175	41	107	1
174	38	107	1
173	40	108	1
172	42	109	1
171	46	111	1
170	46	112	1
170	45	113	1
170	47	115	1
169	47	113	1
170	51	111	1
170	51	109	1
173	50	107	1
173	49	104	1
174	48	102	1
174	48	102	1
175	47	104	1
174	49	105	1
174	51	106	1
169	45	108	1
168	41	111	1
168	38	113	1
167	36	114	1
169	32	113	1
169	32	112	1
168	30	110	1
168	28	108	1
168	31	108	1
171	31	108	1
171	33	109	1
172	35	109	1
172	36	107	1
171	38	106	1
169	38	106	1
169	37	109	1
169	37	111	1
168	34	111	1
167	37	111	1
167	37	110	1
167	37	109	1
167	38	107	1
169	38	107	1
170	35	108	1
170	35	110	1
171	36	112	1
171	36	112	1
171	36	112	1
171	38	113	1
170	40	114	1
170	40	116	1
169	41	119	1
171	40	121	1
170	43	120	1
170	44	117	1
170	45	114	1
170	46	112	1
169	44	109	1
170	42	108	1
172	42	109	1
173	41	111	1
174	44	111	1
174	44	110	1
171	45	108	1
170	42	110	1
168	39	112	1
169	36	113	1
168	34	113	1
169	32	113	1
167	32	112	1
164	30	110	1
164	30	109	1
166	30	109	1
169	33	109	1
170	35	108	1
169	38	107	1
170	36	106	1
169	38	108	1
169	37	111	1
168	38	113	1
166	38	113	1
165	36	112	1
164	39	112	1
162	39	111	1
165	37	110	1
166	35	110	1
168	34	113	1
168	33	116	1
169	35	118	1
169	35	117	1
169	37	117	1
169	37	117	1
171	37	118	1
171	36	120	1
170	37	123	1
169	39	125	1
168	41	124	1
167	40	120	1
167	43	118	1
167	44	117	1
167	41	117	1
165	39	117	1
168	36	119	1
169	36	119	1
171	37	117	1
173	37	116	1
174	44	109	1
172	42	110	1
169	39	111	1
171	36	112	1
170	34	113	1
170	34	114	1
167	32	113	1
165	32	112	1
165	32	111	1
167	32	111	1
167	32	110	1
168	35	109	1
170	35	108	1
168	36	107	1
168	35	109	1
167	36	112	1
166	34	113	1
165	36	113	1
165	36	112	1
163	36	112	1
163	36	112	1
165	36	112	1
167	36	113	1
168	33	115	1
168	36	119	1
168	36	120	1
169	36	120	1
169	36	120	1
169	36	119	1
168	38	120	1
168	38	122	1
168	37	124	1
167	38	126	1
167	40	126	1
167	41	123	1
165	42	121	1
164	42	121	1
164	39	123	1
163	37	125	1
164	34	126	1
166	35	125	1
167	34	121	1
169	34	119	1
174	46	111	1
173	41	111	1
171	39	112	1
173	38	114	1
172	34	114	1
172	33	115	1
169	31	114	1
166	34	113	1
166	34	112	1
165	32	111	1
168	34	112	1
168	34	111	1
166	35	109	1
168	35	109	1
168	35	110	1
168	34	112	1
167	36	113	1
166	34	112	1
166	34	111	1
165	37	111	1
165	36	112	1
165	36	112	1
168	38	113	1
169	36	114	1
169	35	116	1
169	37	118	1
169	36	119	1
169	36	119	1
170	38	120	1
169	36	120	1
168	38	122	1
167	41	125	1
166	38	126	1
167	40	127	1
164	41	125	1
164	41	124	1
164	41	125	1
163	38	127	1
163	38	129	1
162	36	129	1
162	34	127	1
164	31	123	1
166	32	121	1
173	45	113	1
174	42	114	1
172	40	115	1
175	37	117	1
174	35	117	1
173	35	117	1
171	35	116	1
167	36	114	1
167	36	113	1
167	36	113	1
166	34	113	1
166	34	112	1
166	34	111	1
166	35	110	1
166	35	110	1
166	34	111	1
166	34	112	1
166	34	111	1
166	35	110	1
166	35	110	1
167	37	111	1
168	39	112	1
168	39	112	1
169	36	112	1
169	38	114	1
169	35	116	1
169	37	118	1
170	38	120	1
169	36	120	1
169	40	122	1
167	39	123	1
167	41	125	1
165	40	126	1
165	40	127	1
164	40	126	1
164	40	126	1
164	42	127	1
164	40	128	1
162	40	129	1
163	38	129	1
164	38	128	1
165	33	125	1
166	31	123	1
171	47	115	1
171	44	116	1
172	41	118	1
173	39	119	1
173	36	119	1
173	36	119	1
171	37	118	1
169	35	116	1
167	35	115	1
166	38	115	1
165	36	114	1
165	36	114	1
165	36	113	1
165	36	112	1
165	36	112	1
165	36	113	1
165	36	113	1
167	36	112	1
167	37	110	1
167	37	110	1
168	39	111	1
169	39	112	1
169	38	113	1
169	38	113	1
169	38	114	1
169	37	117	1
169	36	120	1
169	36	121	1
170	38	122	1
169	39	123	1
167	39	124	1
167	41	125	1
167	40	126	1
165	40	126	1
165	40	126	1
165	40	126	1
164	42	127	1
165	44	128	1
165	43	129	1
166	42	128	1
167	40	127	1
167	38	126	1
170	36	126	1
169	48	116	1
169	48	118	1
170	45	119	1
171	43	120	1
173	38	120	1
172	38	120	1
172	38	120	1
168	39	119	1
168	37	118	1
166	37	117	1
167	35	116	1
166	37	116	1
164	38	115	1
164	38	115	1
164	38	115	1
164	38	115	1
166	38	115	1
167	40	114	1
168	39	111	1
168	41	111	1
170	41	112	1
170	40	114	1
169	38	114	1
171	36	114	1
169	37	116	1
169	36	119	1
169	36	121	1
170	37	123	1
170	37	123	1
169	39	124	1
168	41	125	1
167	41	125	1
166	39	125	1
167	41	125	1
167	41	125	1
166	43	126	1
166	44	127	1
167	46	128	1
167	46	128	1
168	48	128	1
170	46	127	1
170	45	126	1
172	44	127	1
168	48	117	1
169	45	119	1
169	45	120	1
170	43	120	1
171	40	120	1
172	38	120	1
171	36	120	1
169	36	119	1
168	36	119	1
168	36	119	1
168	37	118	1
167	39	118	1
166	37	117	1
165	39	117	1
167	39	117	1
167	39	117	1
166	41	117	1
167	42	115	1
169	43	113	1
169	43	112	1
169	43	113	1
171	42	115	1
170	40	116	1
169	37	116	1
170	39	118	1
169	40	121	1
171	39	123	1
170	41	124	1
170	41	124	1
170	41	124	1
167	41	124	1
167	41	125	1
167	39	125	1
167	39	124	1
167	41	124	1
167	43	125	1
167	43	126	1
167	46	127	1
169	48	128	1
170	50	128	1
172	50	127	1
172	51	126	1
173	50	127	1
169	41	118	1
167	40	120	1
168	42	121	1
171	40	121	1
172	38	120	1
173	36	120	1
171	34	119	1
170	32	118	1
170	32	118	1
168	36	119	1
169	36	119	1
168	37	118	1
168	39	118	1
167	41	117	1
169	41	117	1
168	43	118	1
170	43	118	1
170	44	116	1
170	45	114	1
171	43	112	1
171	43	113	1
171	42	115	1
170	40	116	1
172	39	118	1
170	43	120	1
170	44	122	1
169	45	124	1
169	45	124	1
169	45	124	1
169	45	124	1
167	43	124	1
167	39	124	1
167	37	123	1
167	38	122	1
167	38	121	1
167	41	123	1
167	43	125	1
168	47	126	1
170	48	127	1
172	50	127	1
172	53	126	1
172	57	126	1
172	57	126	1
169	36	119	1
171	34	121	1
171	34	121	1
173	36	121	1
173	36	120	1
173	34	119	1
171	31	117	1
171	29	116	1
169	31	117	1
170	32	118	1
170	32	118	1
170	33	117	1
169	35	115	1
169	38	114	1
169	38	114	1
169	42	116	1
169	41	117	1
169	42	116	1
169	42	114	1
171	43	113	1
171	43	113	1
171	42	115	1
170	40	116	1
171	41	118	1
170	45	120	1
170	46	122	1
170	49	124	1
170	49	124	1
170	48	123	1
169	46	122	1
168	42	121	1
167	40	121	1
166	36	120	1
166	36	119	1
166	36	119	1
166	40	121	1
168	41	123	1
168	45	124	1
170	49	125	1
171	53	125	1
172	53	124	1
171	58	124	1
172	59	125	1
175	28	118	1
176	30	121	1
176	30	121	1
176	34	121	1
176	34	120	1
174	34	119	1
174	31	117	1
171	29	116	1
168	29	116	1
171	28	117	1
171	28	117	1
171	29	116	1
169	31	114	1
169	32	112	1
170	34	113	1
170	34	114	1
171	35	116	1
171	35	116	1
170	40	116	1
170	40	115	1
171	42	115	1
170	44	116	1
170	44	117	1
170	43	118	1
169	45	119	1
168	48	121	1
169	50	123	1
168	52	123	1
169	50	122	1
169	46	121	1
168	43	119	1
167	41	118	1
167	39	118	1
168	37	118	1
167	39	119	1
167	40	120	1
167	44	122	1
169	46	123	1
170	48	123	1
170	52	123	1
172	53	124	1
171	56	124	1
171	57	125	1
178	28	117	1
178	28	119	1
178	30	120	1
178	32	120	1
178	32	119	1
176	32	118	1
173	29	116	1
171	29	116	1
170	26	116	1
170	26	117	1
169	24	116	1
170	26	116	1
169	25	114	1
168	27	113	1
168	29	113	1
168	29	114	1
169	31	116	1
170	33	117	1
171	35	118	1
171	37	118	1
171	41	118	1
170	43	118	1
170	43	118	1
169	45	119	1
169	47	120	1
168	48	121	1
168	50	122	1
168	50	122	1
167	48	121	1
169	45	120	1
168	43	118	1
169	41	117	1
168	39	117	1
168	37	117	1
168	37	118	1
168	39	119	1
168	43	120	1
169	44	121	1
170	48	122	1
170	51	124	1
170	51	125	1
170	53	126	1
171	53	126	1
0	28	117	1
178	28	117	1
178	30	118	1
178	32	118	1
176	32	118	1
176	31	117	1
173	29	116	1
170	27	115	1
169	24	115	1
170	26	116	1
169	24	116	1
166	24	116	1
166	24	116	1
166	24	115	1
168	27	115	1
166	29	115	1
168	29	116	1
168	32	118	1
169	34	119	1
169	36	120	1
170	38	120	1
170	43	120	1
169	47	120	1
168	47	120	1
168	47	120	1
168	48	121	1
168	48	122	1
169	46	122	1
168	46	122	1
169	44	121	1
169	41	119	1
169	41	118	1
169	41	118	1
168	39	118	1
168	37	117	1
169	37	117	1
169	41	118	1
168	43	119	1
170	44	121	1
170	48	123	1
170	49	125	1
170	49	126	1
169	49	125	1
0	30	118	1
0	28	117	1
178	29	116	1
176	31	116	1
171	31	116	1
171	31	117	1
170	26	116	1
168	22	114	1
168	22	114	1
165	22	114	1
165	22	115	1
164	24	117	1
165	22	117	1
164	24	117	1
163	26	116	1
164	29	116	1
165	31	117	1
166	32	118	1
167	34	119	1
168	36	120	1
170	38	121	1
170	42	121	1
169	45	120	1
169	45	120	1
169	46	121	1
169	46	121	1
169	44	121	1
169	44	122	1
170	42	122	1
170	42	122	1
168	42	121	1
168	43	120	1
167	41	119	1
167	39	118	1
167	39	117	1
168	37	116	1
168	39	117	1
169	41	118	1
169	41	119	1
170	42	121	1
170	42	122	1
169	44	123	1
169	45	124	1
178	32	119	1
0	28	117	1
178	27	115	1
175	27	115	1
173	26	116	1
169	24	117	1
168	22	116	1
165	18	114	1
165	18	113	1
161	18	113	1
161	18	114	1
163	20	116	1
162	22	117	1
164	24	118	1
163	26	117	1
164	28	117	1
165	31	117	1
166	32	118	1
167	34	119	1
166	36	120	1
167	38	121	1
169	40	121	1
170	44	121	1
169	46	121	1
169	46	121	1
171	43	120	1
170	43	120	1
169	40	120	1
170	38	121	1
168	38	121	1
167	40	121	1
167	43	120	1
167	43	120	1
167	41	119	1
165	39	117	1
165	39	117	1
166	37	117	1
166	37	117	1
168	39	118	1
168	39	119	1
168	38	121	1
168	38	122	1
167	39	123	1
178	32	119	1
178	28	117	1
175	27	115	1
175	24	115	1
171	22	116	1
170	20	117	1
165	13	115	1
162	11	114	1
162	11	113	1
162	11	112	1
160	14	113	1
161	18	115	1
163	20	116	1
162	22	117	1
164	24	117	1
164	28	117	1
165	31	117	1
164	33	117	1
165	35	118	1
168	36	120	1
166	36	120	1
168	42	121	1
169	44	121	1
170	44	121	1
170	44	121	1
170	45	120	1
170	43	119	1
169	41	119	1
168	39	119	1
167	40	120	1
167	39	119	1
166	41	119	1
166	41	119	1
166	41	119	1
165	39	118	1
164	37	118	1
164	36	119	1
164	32	118	1
167	35	118	1
167	34	119	1
166	36	121	1
166	36	122	1
167	37	124	1
0	32	119	1
178	28	117	1
175	26	116	1
172	24	116	1
171	22	117	1
169	17	117	1
168	11	116	1
160	7	114	1
160	7	113	1
160	7	112	1
168	11	113	1
167	16	114	1
169	18	115	1
166	24	117	1
168	26	117	1
168	28	117	1
166	33	117	1
167	35	117	1
167	39	118	1
167	39	119	1
167	40	120	1
167	43	120	1
170	44	121	1
170	44	121	1
170	44	121	1
169	45	120	1
168	43	119	1
166	41	118	1
166	41	118	1
166	41	118	1
166	41	118	1
166	41	119	1
164	41	119	1
163	39	119	1
162	36	119	1
162	36	120	1
160	32	120	1
161	34	120	1
165	34	119	1
165	34	119	1
167	34	121	1
167	33	122	1
167	37	123	1
178	32	119	1
0	26	117	1
175	26	117	1
172	24	117	1
171	22	118	1
173	17	118	1
170	13	117	1
173	9	116	1
173	9	115	1
173	9	114	1
171	16	115	1
176	18	116	1
174	22	117	1
172	24	117	1
173	28	118	1
171	31	117	1
171	35	117	1
169	37	117	1
168	39	117	1
168	39	117	1
167	41	118	1
169	41	119	1
169	45	120	1
169	44	121	1
167	44	121	1
167	43	120	1
165	43	119	1
164	43	119	1
165	43	119	1
165	43	118	1
167	43	118	1
167	43	119	1
166	44	121	1
164	42	121	1
164	42	122	1
162	38	122	1
162	37	123	1
162	38	122	1
163	38	120	1
164	40	120	1
164	40	121	1
166	40	122	1
167	41	123	1
176	32	119	1
175	28	118	1
173	26	117	1
172	24	118	1
174	21	119	1
173	19	119	1
173	17	119	1
171	15	118	1
175	13	117	1
171	15	116	1
173	20	117	1
174	22	118	1
175	26	119	1
175	28	119	1
174	30	118	1
174	32	118	1
173	35	117	1
171	37	117	1
169	37	116	1
169	37	116	1
170	39	118	1
167	41	119	1
167	41	119	1
167	43	120	1
165	43	120	1
164	43	120	1
164	43	120	1
164	43	120	1
164	45	120	1
164	45	118	1
165	48	117	1
166	47	119	1
167	48	122	1
166	47	124	1
166	47	125	1
164	49	126	1
164	49	126	1
164	49	125	1
165	50	123	1
165	50	122	1
165	50	122	1
166	48	122	1
167	48	122	1
171	30	118	1
170	26	117	1
168	28	118	1
170	26	119	1
173	25	121	1
170	25	121	1
170	25	121	1
169	23	120	1
169	24	119	1
172	24	118	1
173	26	119	1
173	28	120	1
173	28	120	1
172	32	120	1
172	32	119	1
173	34	119	1
171	35	118	1
171	37	118	1
169	37	117	1
169	37	117	1
169	37	118	1
168	36	119	1
168	36	119	1
165	39	119	1
164	37	118	1
162	37	118	1
162	39	119	1
163	40	120	1
163	45	120	1
165	48	118	1
167	50	117	1
168	51	119	1
167	54	123	1
167	53	126	1
167	56	128	1
166	56	128	1
166	54	127	1
165	57	126	1
166	57	125	1
165	58	123	1
166	56	122	1
165	55	121	1
166	55	121	1
167	30	118	1
166	28	118	1
168	26	118	1
168	28	120	1
169	29	122	1
169	29	122	1
169	29	122	1
169	30	121	1
169	30	120	1
169	30	119	1
170	32	120	1
170	32	121	1
171	33	122	1
171	34	121	1
169	36	121	1
169	36	121	1
169	36	121	1
169	36	120	1
168	37	118	1
169	37	118	1
169	35	118	1
169	34	119	1
166	32	118	1
165	35	118	1
163	35	117	1
163	35	117	1
162	37	118	1
163	40	120	1
164	44	121	1
165	47	119	1
168	51	119	1
168	55	121	1
169	56	124	1
169	58	127	1
168	60	128	1
168	60	128	1
167	60	127	1
166	61	126	1
166	60	124	1
165	59	122	1
165	59	121	1
165	55	120	1
165	55	120	1
168	26	118	1
166	28	119	1
166	28	119	1
166	28	120	1
168	31	122	1
168	31	122	1
170	31	122	1
171	33	122	1
171	34	121	1
171	34	121	1
169	34	121	1
171	33	122	1
169	35	123	1
169	35	123	1
169	35	123	1
168	35	123	1
168	35	123	1
169	34	121	1
169	34	119	1
168	37	118	1
168	37	118	1
169	35	118	1
167	31	117	1
165	31	117	1
165	31	117	1
163	31	116	1
165	35	118	1
164	36	119	1
166	40	121	1
167	44	121	1
168	48	121	1
168	52	122	1
169	55	125	1
170	58	127	1
169	58	127	1
168	60	127	1
167	61	126	1
168	59	125	1
167	60	123	1
166	57	121	1
166	55	120	1
166	54	119	1
165	52	118	1
170	26	120	1
170	26	120	1
168	28	120	1
170	32	121	1
169	34	121	1
171	33	122	1
173	33	123	1
171	35	124	1
171	33	123	1
171	35	123	1
171	35	123	1
171	35	123	1
169	35	123	1
171	35	124	1
169	35	124	1
169	35	125	1
168	35	124	1
169	35	123	1
168	36	120	1
169	36	119	1
169	37	118	1
169	35	118	1
170	32	118	1
169	30	118	1
168	28	117	1
167	31	117	1
168	32	118	1
167	34	119	1
168	36	120	1
168	42	121	1
170	44	121	1
169	50	123	1
169	51	125	1
170	53	126	1
168	55	126	1
168	57	126	1
168	57	125	1
168	56	123	1
167	57	121	1
166	55	120	1
166	51	119	1
165	48	117	1
166	46	116	1
173	25	121	1
173	25	121	1
173	27	121	1
171	30	120	1
169	34	120	1
171	34	121	1
171	35	124	1
173	34	126	1
171	34	126	1
171	35	125	1
171	33	123	1
171	33	122	1
173	33	123	1
171	35	124	1
171	35	125	1
169	35	125	1
168	35	124	1
169	35	123	1
169	36	121	1
168	38	120	1
169	36	119	1
169	36	119	1
171	34	120	1
170	32	120	1
170	32	120	1
170	32	119	1
171	34	119	1
171	34	119	1
170	38	120	1
170	39	119	1
171	41	119	1
170	44	121	1
169	46	123	1
169	49	125	1
168	51	125	1
167	53	124	1
168	52	122	1
167	53	120	1
167	54	119	1
166	52	118	1
167	50	118	1
166	46	116	1
166	47	115	1
175	25	121	1
173	27	121	1
171	30	121	1
170	32	120	1
169	34	120	1
171	34	121	1
173	33	124	1
173	32	126	1
171	32	126	1
171	33	125	1
171	33	123	1
170	32	121	1
171	33	122	1
170	31	122	1
169	33	123	1
169	35	124	1
169	33	123	1
169	35	123	1
168	38	122	1
168	38	121	1
167	40	121	1
168	38	121	1
170	38	122	1
171	36	122	1
171	36	121	1
171	36	120	1
172	38	120	1
173	36	119	1
172	39	119	1
170	39	117	1
172	39	117	1
169	41	118	1
170	43	120	1
169	44	121	1
168	46	121	1
167	49	120	1
166	52	118	1
166	52	117	1
167	51	116	1
166	48	116	1
168	48	117	1
167	46	116	1
167	44	115	1
173	26	119	1
173	28	120	1
171	30	120	1
167	34	120	1
167	34	120	1
167	34	121	1
169	33	123	1
170	31	124	1
170	31	124	1
170	31	123	1
170	32	121	1
170	32	120	1
170	32	120	1
170	32	121	1
170	31	122	1
168	31	122	1
167	33	122	1
166	32	121	1
166	36	121	1
166	36	120	1
166	36	120	1
167	38	121	1
168	38	122	1
170	38	122	1
170	38	121	1
171	40	121	1
172	38	120	1
173	39	119	1
172	41	118	1
172	40	116	1
170	40	115	1
170	40	116	1
170	39	117	1
169	41	118	1
167	44	117	1
166	46	116	1
165	49	115	1
165	49	114	1
166	47	114	1
166	48	116	1
167	46	117	1
167	46	117	1
166	46	116	1
171	28	118	1
169	30	119	1
167	34	120	1
166	36	120	1
166	36	120	1
166	36	121	1
167	30	121	1
168	27	121	1
168	28	120	1
168	28	119	1
169	30	119	1
169	30	118	1
169	30	119	1
169	30	120	1
168	32	121	1
168	32	121	1
166	32	120	1
165	30	119	1
164	32	119	1
162	32	118	1
162	32	118	1
164	32	118	1
167	34	119	1
169	36	120	1
170	38	120	1
170	38	120	1
170	38	120	1
172	39	119	1
172	39	117	1
171	38	115	1
169	38	114	1
169	36	114	1
168	38	115	1
168	38	115	1
167	40	115	1
166	42	114	1
164	45	113	1
165	45	113	1
166	47	115	1
167	44	116	1
167	44	117	1
167	44	117	1
167	46	117	1
166	28	117	1
167	30	118	1
165	34	119	1
164	36	119	1
165	39	119	1
165	34	119	1
165	30	119	1
165	26	118	1
166	24	117	1
168	26	117	1
168	28	117	1
171	28	117	1
169	30	118	1
169	30	119	1
167	30	119	1
166	32	119	1
165	30	118	1
164	28	117	1
162	28	117	1
162	28	117	1
159	29	116	1
162	29	116	1
164	33	117	1
168	33	117	1
169	36	119	1
169	36	120	1
169	36	120	1
169	36	119	1
169	37	117	1
169	38	115	1
170	34	113	1
168	34	113	1
166	34	113	1
166	34	113	1
165	36	113	1
164	39	112	1
163	41	112	1
163	43	113	1
166	42	115	1
167	44	117	1
167	44	117	1
167	46	117	1
167	46	116	1
166	32	118	1
166	32	118	1
165	34	119	1
165	39	119	1
164	37	117	1
165	35	117	1
164	29	116	1
164	24	115	1
164	24	115	1
166	24	115	1
169	24	115	1
170	27	115	1
171	29	116	1
171	29	116	1
169	31	117	1
168	29	116	1
166	29	115	1
164	29	115	1
164	29	116	1
160	26	116	1
159	29	116	1
162	29	115	1
165	31	115	1
166	33	115	1
167	35	117	1
168	36	119	1
168	36	120	1
168	38	120	1
169	35	117	1
169	35	115	1
168	34	113	1
167	32	113	1
165	32	112	1
163	32	111	1
164	34	111	1
162	35	110	1
163	37	111	1
162	39	112	1
163	40	114	1
164	42	115	1
165	44	116	1
165	44	115	1
166	47	115	1
166	36	119	1
166	36	119	1
166	36	119	1
165	35	117	1
165	35	116	1
166	33	115	1
165	27	114	1
165	23	113	1
164	25	113	1
166	25	113	1
169	25	114	1
172	25	114	1
172	25	113	1
173	27	113	1
173	27	113	1
173	27	113	1
170	27	113	1
168	29	114	1
166	29	115	1
164	29	116	1
163	31	116	1
163	31	114	1
166	34	114	1
165	36	114	1
166	37	116	1
167	39	119	1
168	38	120	1
168	38	120	1
168	39	118	1
168	37	116	1
167	35	115	1
166	34	114	1
165	32	113	1
163	32	111	1
161	33	109	1
160	35	109	1
159	37	110	1
161	37	111	1
162	41	113	1
163	41	113	1
164	45	114	1
165	45	114	1
164	45	113	1
167	38	120	1
166	36	119	1
166	37	118	1
167	35	116	1
166	34	114	1
166	29	113	1
165	27	113	1
165	27	113	1
166	25	112	1
169	25	112	1
172	25	113	1
172	25	113	1
177	25	112	1
177	25	110	1
177	23	109	1
175	25	110	1
173	30	112	1
173	29	114	1
169	31	116	1
168	33	117	1
167	35	116	1
165	36	114	1
166	38	114	1
167	40	115	1
166	41	117	1
167	43	119	1
167	43	120	1
168	42	121	1
167	43	120	1
167	43	119	1
167	39	117	1
166	37	116	1
165	36	114	1
162	34	111	1
162	35	109	1
162	35	109	1
160	35	109	1
159	37	110	1
161	39	111	1
162	39	111	1
163	41	111	1
164	46	112	1
164	46	112	1
166	40	120	1
167	39	119	1
168	37	117	1
167	35	115	1
168	34	113	1
167	32	113	1
166	29	113	1
168	27	113	1
168	27	112	1
170	27	112	1
173	27	113	1
175	27	113	1
177	25	111	1
0	26	109	1
0	26	108	1
178	28	109	1
175	28	111	1
171	31	114	1
172	33	117	1
171	35	118	1
168	37	117	1
167	40	115	1
166	42	115	1
167	44	117	1
167	43	118	1
166	45	120	1
165	46	121	1
166	46	122	1
166	44	121	1
166	45	120	1
166	41	118	1
166	37	116	1
165	36	113	1
162	35	110	1
162	35	109	1
161	33	108	1
160	35	109	1
160	35	109	1
162	35	110	1
162	35	109	1
164	40	109	1
165	42	109	1
166	44	110	1
167	40	120	1
168	39	119	1
167	39	117	1
168	38	115	1
167	36	114	1
168	34	114	1
169	31	114	1
169	31	114	1
171	29	113	1
169	32	113	1
171	29	113	1
173	29	113	1
175	30	112	1
175	30	110	1
178	30	109	1
178	30	110	1
174	34	113	1
172	33	115	1
171	37	118	1
168	39	119	1
167	39	118	1
167	40	116	1
166	42	116	1
167	43	118	1
164	45	119	1
164	47	120	1
165	46	121	1
165	46	121	1
164	45	120	1
165	43	119	1
165	39	117	1
166	38	115	1
164	34	111	1
163	33	109	1
162	31	108	1
162	31	108	1
160	28	108	1
159	30	109	1
164	30	110	1
164	30	109	1
166	35	108	1
168	40	108	1
168	42	109	1
169	40	121	1
169	40	120	1
168	37	117	1
168	37	116	1
168	37	116	1
169	35	116	1
168	33	115	1
167	31	114	1
169	31	114	1
169	31	114	1
169	31	114	1
169	31	114	1
171	32	113	1
174	32	112	1
176	32	111	1
176	32	111	1
174	34	113	1
173	37	116	1
170	39	118	1
169	41	119	1
167	43	119	1
167	43	118	1
166	41	117	1
165	43	118	1
164	45	119	1
163	45	119	1
162	47	119	1
164	47	119	1
164	43	118	1
163	41	117	1
